Region,Province,Product,Species,System,Functional_unit,Normalized_product_output_kg,ch4_enteric_kg_per_kg_product,ch4_manure_kg_per_kg_product,n2o_direct_kg_per_kg_product,total_direct_gas_kg_per_kg_product,water_l_per_kg_product,electricity_kwh_per_kg_product,area_ha_per_kg_product,total_feed_kg_per_kg_product,supplement_feed_kg_per_kg_product,pasture_feed_kg_per_kg_product,unmatched_pasture_feed_kg_per_kg_product,nh3_total_kg_per_kg_product,nh3_housing_kg_per_kg_product,nh3_grazing_kg_per_kg_product,nox_as_no2_kg_per_kg_product,animals_total_live_weight_kg_per_kg_product
Oriente,MORONA SANTIAGO,swine_live,swine,v2_integrated,1 kg live weight equivalent,1.0,0.0536970200605087,0.0805455300907631,0.0016109106018152,0.1358534607530871,37.58791404235613,0.1610910601815262,0.0013049803803654,11.813344413311926,8.269341089318349,0.0,0.0,0.0035440033239935,0.0024808023267954,0.001063200997198,0.000644364240726,1.0
Oriente,NAPO,cattle_meat,cattle,v2_integrated,1 kg product,1.0,0.2044731999405702,0.0185884727218699,0.0011153083633121,0.2241769810257524,41.82406362420755,0.5576541816561007,0.0001476880319297,9.294236360935011,3.717694544374005,5.576541816561006,0.8364812724841509,0.0024536783992867,0.0017175748795007,0.000736103519786,0.0004461233453248,1.0
Oriente,NAPO,meat_poultry,poultry,v2_integrated,1 kg meat product,1.0,0.0,0.0291515410146988,0.0043727311522048,0.0335242721669036,40.08336889521101,0.7287885253674727,0.0,9.911523944997631,9.911523944997631,0.0,0.0,0.0096200085348506,0.0067340059743953,0.0028860025604551,0.0017490924608819,1.0
Oriente,NAPO,milk,cattle,v2_integrated,1 kg FPCM,1.0,0.0255003994256406,0.0023182181296036,0.0001390930877761,0.0279577106430205,5.215990791608317,0.0695465438881108,1.4467185008009466e-05,1.1591090648018485,0.4636436259207393,0.695465438881109,0.1043198158321663,0.0003060047931076,0.0002142033551753,9.18014379323046e-05,5.5637235110488725e-05,0.1587820636714861
Oriente,NAPO,other_livestock_live,other,v2_integrated,1 kg product,1.0,0.0317775596264933,0.0079443899066232,0.0003972194953311,0.0401191690284478,19.06653577589602,0.0158887798132466,0.0034383560363887,3.177755962649337,1.5888779813246685,1.5888779813246685,0.2383316971987002,0.0008738828897284,0.0006117180228099,0.0002621648669185,0.0001588877981324,1.0
Oriente,NAPO,ovine_live,ovine,v2_integrated,1 kg live weight equivalent,1.0,0.3086021051310223,0.0411469473508029,0.00205734736754,0.3518063998493654,78.17919996652566,0.1028673683770073,0.0021517646691953,12.344084205240897,2.4688168410481786,9.875267364192714,1.481290104628907,0.0045261642085883,0.0031683149460118,0.0013578492625764,0.000822938947016,1.0
Oriente,NAPO,swine_live,swine,v2_integrated,1 kg live weight equivalent,1.0,0.0900789261839106,0.1351183892758659,0.0027023677855172,0.2278996832452939,63.05524832873744,0.2702367785517318,0.0001322527464532,19.81736376046034,13.872154632322236,0.0,0.0,0.005945209128138,0.0041616463896965,0.0017835627384413,0.0010809471142068,1.0
Oriente,ORELLANA,cattle_meat,cattle,v2_integrated,1 kg product,1.0,0.2142489868254156,0.0194771806204922,0.0011686308372294,0.2348947982831375,43.82365639610775,0.58431541861477,8.471225283346612e-05,9.738590310246163,3.895436124098468,5.8431541861477,0.8764731279221549,0.0025709878419049,0.0017996914893334,0.0007712963525714,0.0004674523348917,1.0
Oriente,ORELLANA,meat_poultry,poultry,v2_integrated,1 kg meat product,1.0,0.0,0.0101111111111111,0.0015166666666666,0.0116277777777777,13.90277777777778,0.2527777777777777,0.0,3.4377777777777783,3.4377777777777783,0.0,0.0,0.0033366666666666,0.0023356666666666,0.001001,0.0006066666666666,1.0
Oriente,ORELLANA,milk,cattle,v2_integrated,1 kg FPCM,1.0,0.0645303737677962,0.0058663976152541,0.0003519838569152,0.0707487552399657,13.199394634321976,0.1759919284576263,2.9585315573713688e-05,2.933198807627106,1.1732795230508426,1.7599192845762637,0.2639878926864394,0.0007743644852135,0.0005420551396494,0.000232309345564,0.000140793542766,0.4018080558393296
Oriente,ORELLANA,other_livestock_live,other,v2_integrated,1 kg product,1.0,0.0263630620001369,0.0065907655000342,0.0003295382750016,0.0332833657751728,15.81783720008217,0.0131815310000684,0.0006863211825488,2.636306200013695,1.3181531000068476,1.3181531000068476,0.1977229650010271,0.0007249842050037,0.0005074889435025,0.0002174952615011,0.0001318153100006,1.0
Oriente,ORELLANA,ovine_live,ovine,v2_integrated,1 kg live weight equivalent,1.0,0.2835537190082645,0.0378071625344352,0.0018903581267217,0.3232512396694214,71.833608815427,0.0945179063360881,0.0098422238918105,11.34214876033058,2.2684297520661154,9.073719008264463,1.3610578512396696,0.0041587878787878,0.0029111515151514,0.0012476363636363,0.0007561432506886,1.0
Oriente,ORELLANA,swine_live,swine,v2_integrated,1 kg live weight equivalent,1.0,0.0559499096028857,0.0839248644043285,0.0016784972880865,0.1415532712953008,39.16493672202,0.1678497288086571,0.000716140371021,12.308980112634863,8.616286078844402,0.0,0.0,0.0036926940337904,0.0025848858236532,0.001107808210137,0.0006713989152345,1.0
Oriente,PASTAZA,cattle_meat,cattle,v2_integrated,1 kg product,1.0,0.2055740171988769,0.0186885470180796,0.0011213128210847,0.2253838770380414,42.049230790679374,0.5606564105423916,0.0001578698220167,9.344273509039862,3.737709403615945,5.606564105423916,0.8409846158135874,0.0024668882063864,0.0017268217444705,0.0007400664619159,0.0004485251284338,1.0
Oriente,PASTAZA,eggs,poultry,v2_integrated,1 kg shell eggs,1.0,0.0,0.0047031987630587,0.0007054798144588,0.0054086785775175,6.466898299205747,0.1175799690764681,0.0,1.5990875794399668,1.5990875794399668,0.0,0.0,0.0015520555918093,0.0010864389142665,0.0004656166775428,0.0002821919257835,0.1224120226001585
Oriente,PASTAZA,meat_poultry,poultry,v2_integrated,1 kg meat product,1.0,0.0,0.0123820657434707,0.0018573098615205,0.0142393756049913,17.025340397272306,0.3095516435867692,3.3290984931070605e-07,4.209902352780062,4.209902352780062,0.0,0.0,0.0040860816953452,0.0028602571867416,0.0012258245086036,0.0007429239446081,1.0
Oriente,PASTAZA,milk,cattle,v2_integrated,1 kg FPCM,1.0,0.041955483773335,0.0038141348884849,0.000228848093309,0.0459984667551291,8.581803499091256,0.11442404665455,2.4263529891371783e-05,1.9070674442425015,0.7628269776970007,1.1442404665455008,0.1716360699818251,0.00050346580528,0.0003524260636959,0.0001510397415839,9.153923732362468e-05,0.2612421156496577
Oriente,PASTAZA,other_livestock_live,other,v2_integrated,1 kg product,1.0,0.0250199433750249,0.0062549858437562,0.0003127492921877,0.031587678510969,15.011966025015004,0.0125099716875124,0.0006796549404625,2.5019943375025004,1.2509971687512502,1.2509971687512502,0.1876495753126875,0.0006880484428131,0.0004816339099691,0.0002064145328439,0.000125099716875,1.0
Oriente,PASTAZA,ovine_live,ovine,v2_integrated,1 kg live weight equivalent,1.0,0.2787272727272727,0.0371636363636363,0.0018581818181818,0.3177490909090909,70.61090909090909,0.0929090909090909,0.0066776941627407,11.149090909090908,2.229818181818182,8.919272727272729,1.3378909090909092,0.004088,0.0028616,0.0012264,0.0007432727272726,1.0
Oriente,PASTAZA,swine_live,swine,v2_integrated,1 kg live weight equivalent,1.0,0.0796618680451327,0.1194928020676991,0.0023898560413539,0.2015445261541859,55.763307631592944,0.2389856041353983,0.000890390127881,17.525610969929218,12.26792767895045,0.0,0.0,0.0052576832909787,0.003680378303685,0.0015773049872935,0.0009559424165415,1.0
