Crop,Category,Irrigated_area_ha__minValue,Irrigated_area_ha__maxValue,Electricity_kWh_ha__minValue,Electricity_kWh_ha__maxValue,Manure_kgha__minValue,Manure_kgha__maxValue,Urea_kgha__minValue,Urea_kgha__maxValue,MAP_kgha__minValue,MAP_kgha__maxValue,UAN_kgha__minValue,UAN_kgha__maxValue,CAN_kgha__minValue,CAN_kgha__maxValue,Compost_kg_ha__minValue,Compost_kg_ha__maxValue,Digestate_kg_ha__minValue,Digestate_kg_ha__maxValue,Acaricide_kgha__minValue,Acaricide_kgha__maxValue,Biocide_NE_kgha__minValue,Biocide_NE_kgha__maxValue,Seed_share_pct__minValue,Seed_share_pct__maxValue,Manure_type__minValue,Manure_type__maxValue,count__minValue,count__maxValue,Region__minValue,Region__maxValue,Province__minValue,Province__maxValue,Seeding_date__minValue,Seeding_date__maxValue,Harvest_date__minValue,Harvest_date__maxValue,Cycle_length_months__minValue,Cycle_length_months__maxValue,Area_ha__minValue,Area_ha__maxValue,Yield_kgha__minValue,Yield_kgha__maxValue,Irrig_m3__minValue,Irrig_m3__maxValue,Irrig_equipment__minValue,Irrig_equipment__maxValue,Packaging_type1__minValue,Packaging_type1__maxValue,Packaging_type2__minValue,Packaging_type2__maxValue,Fuel_type__minValue,Fuel_type__maxValue,Fuel_unit__minValue,Fuel_unit__maxValue,Fuel_ha__minValue,Fuel_ha__maxValue,NPK_kgha__minValue,NPK_kgha__maxValue,AN_kgha__minValue,AN_kgha__maxValue,AP_kgha__minValue,AP_kgha__maxValue,AS_kgha__minValue,AS_kgha__maxValue,Total_fert_min_kgha__minValue,Total_fert_min_kgha__maxValue,Total_fert_org_kgha__minValue,Total_fert_org_kgha__maxValue,Insecticide_kgha__minValue,Insecticide_kgha__maxValue,Herbicide_kgha__minValue,Herbicide_kgha__maxValue,Fungicide_kgha__minValue,Fungicide_kgha__maxValue,Total_pesticides_kgha__minValue,Total_pesticides_kgha__maxValue,Seed_kgha__minValue,Seed_kgha__maxValue,Organic_estiercol_kgha__minValue,Organic_estiercol_kgha__maxValue,Organic_fermentado_kgha__minValue,Organic_fermentado_kgha__maxValue,Organic_liquido_kgha__minValue,Organic_liquido_kgha__maxValue,Irrig_lake_m3__minValue,Irrig_lake_m3__maxValue,Irrig_river_m3__minValue,Irrig_river_m3__maxValue,Irrig_well_m3__minValue,Irrig_well_m3__maxValue,Irrigation_source__minValue,Irrigation_source__maxValue,Source_module__minValue,Source_module__maxValue,Output_basis__minValue,Output_basis__maxValue,Yield_data_status__minValue,Yield_data_status__maxValue,Yield_basis_note__minValue,Yield_basis_note__maxValue
MASHUA,transitory,0.297,0.303,0.0,1e-12,449.0564463,458.12829370000003,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,9.9,10.1,,,1.98,2.02,,,,,,,,,4.95,5.05,0.297,0.303,22650.000000000036,23107.575757575796,10330.434782608698,10539.13043478261,,,,,,,,,,,2450.943,2500.4570000000003,112.26411157500002,114.53207342500002,,,,,,,112.26411157500002,114.53207342500002,449.0564463,458.12829370000003,,,,,1.8710685262500002,1.908867890416667,1.8710685262500002,1.908867890416667,479.9999999999985,489.69696969696815,449.0564463,458.12829370000003,,,,,0.0,1e-12,10330.434782608698,10539.13043478261,0.0,1e-12,,,,,,,,,,
MELLOCO,transitory,0.26730000000000004,0.2727,0.0,1e-12,0.0,1e-12,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,0.99,1.01,,,21.78,22.22,,,,,,,,,6.93,7.07,0.14355,0.14645000000000002,8100.000000000002,8263.636363636366,,,,,,,,,,,,,0.0,1e-12,224.52822314999997,229.06414685,,,,,,,224.52822314999997,229.06414685,0.0,1e-12,1.8679245283018866,1.9056603773584904,11.549999999999999,11.783333333333333,22.452822315,22.906414685,0.495,0.505,192.8571428571423,196.7532467532462,785.8487810250001,801.724513975,,,,,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
MELON,transitory,7.425,7.575,0.0,1e-12,0.0,1e-12,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,9.9,10.1,,,10.89,11.11,,,,,,,,,5.94,6.06,5.94,6.06,15840.0,16160.0,7425.0,7575.0,,,,,,,,,,,1715.6601,1750.3199,247.5,252.5,186.12,189.88,,,99.0,101.0,396.0,404.0,0.0,1e-12,3.8405172413793105,3.918103448275862,1.485,1.515,2.1780000000000004,2.222,2.731034482758621,2.7862068965517244,418.9655172413802,427.42946708464046,,,,,,,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
NABO,transitory,0.26235,0.26765,0.0,1e-12,4043.9222986693544,4125.6176986424725,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,45.54,46.46,,,,,,,,,5.94,6.06,0.26235,0.26765,4275.000000000002,4361.363636363638,10330.434782608698,10539.13043478261,,,,,,,,,,,2450.943,2500.4570000000003,124.73790174999999,127.25785936111112,,,,,,,113.70339505673076,116.00043334070511,4043.9222986693544,4125.6176986424725,3.1935483870967745,3.2580645161290325,2.25,2.295454545454546,3.1935483870967745,3.2580645161290325,8.25,8.416666666666668,,,4043.9222986693544,4125.6176986424725,,,,,0.0,1e-12,10330.434782608698,10539.13043478261,0.0,1e-12,,,,,,,,,,
OCA,transitory,0.198,0.202,0.0,1e-12,1842.1693388999997,1879.3848810999998,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,1.98,2.02,,,4.95,5.05,,,,,,,,,8.91,9.09,0.099,0.101,1349.9999999999964,1377.2727272727234,,,,,,,,,,,,,0.0,1e-12,,,,,,,,,0.0,1e-12,1842.1693388999997,1879.3848810999998,2.475,2.525,,,,,0.0,1e-12,146.25000000000028,149.20454545454572,4490.564463000001,4581.282937,1347.1693388999997,1374.3848810999998,495.0,505.0,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
OTROS TRANSITORIOS,transitory,0.01,30.0,0.0,1e-12,0.0,136077.711,,,,,,,,,,,,,0.0,1e-12,0.0,60.0,0.1,65.0,,,1768.14,1803.86,,,,,,,,,0.0,11.0,0.0,30.0,22.7272727272725,119318.18181818198,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,0.25,9071.8474,0.0,1814.36948,1.7094017094017095,544.310844,0.4724920520833334,290.0,0.0,9071.8474,0.0,136077.711,0.030239491333333337,125.0,0.18899682083333336,56.699046249999995,0.06666666666666667,60.478982666666674,0.0,125.0,0.45454545454545503,6969.696969696977,0.0,136077.711,0.0,10000.0,0.0,1200.0,0.0,10434.782608695654,0.0,10434.782608695654,0.0,10434.782608695654,,,,,,,,,,
"PAPA CHINA, PELMA",transitory,0.8019000000000001,0.8181,0.0,1e-12,0.0,1e-12,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,0.99,1.01,,,43.56,44.44,,,,,,,,,9.9,10.1,0.2475,0.2525,2099.9999999999986,2142.4242424242407,,,,,,,,,,,,,0.0,1e-12,,,177.25912353947368,180.8401159342105,,,,,0.0,1e-12,0.0,1e-12,1.6500000000000001,1.6833333333333333,7.251315789473685,7.39780701754386,1.6500000000000001,1.6833333333333333,0.0,1e-12,26.25,26.78030303030303,3742.1370525,3817.7357808333336,,,82.50000000000001,84.16666666666667,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
PAPAYA,transitory,2.475,2.525,0.0,1e-12,0.0,1e-12,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,1.98,2.02,,,,,,,,,1.98,2.02,1.485,1.515,2640.0,2693.333333333333,,,,,,,,,,,,,367.64145,375.06855,119.74838568,122.16754498666667,59.87419284,61.083772493333335,,,149.6854821,152.70943123333336,329.30806061999994,335.9607487133333,0.0,1e-12,1.98,2.02,2.6399999999999997,2.6933333333333334,0.6599999999999999,0.6733333333333333,5.279999999999999,5.386666666666667,,,,,,,,,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
PASTO AZUL,transitory,0.20295000000000002,0.20705,0.0,1e-12,0.0,1e-12,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,1.98,2.02,,,1.98,2.02,,,,,,,,,6.93,7.07,0.20295000000000002,0.20705,17696.428571428565,18053.93217893217,,,,,,,,,,,,,1654.3865250000001,1687.808475,320.75460449999997,327.2344954999999,,,,,,,160.37730224999999,163.61724774999996,0.0,1e-12,2.8285714285714287,2.8857142857142857,,,14.142857142857142,14.428571428571427,8.485714285714286,8.657142857142857,57.85714285714285,59.02597402597401,,,,,,,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
PEPINILLO,transitory,0.0099,0.0101,0.0,1e-12,8981.128926000001,9162.565874,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,28.71,29.29,,,,,,,,,3.96,4.04,0.0099,0.0101,4500.000000000004,4590.9090909090955,7425.0,7575.0,,,,,,,,,,,367.64145,375.06855,224.52822314999997,229.06414685,224.52822315000003,229.06414685000004,249.47580349999998,254.51571872222223,49.5,50.5,0.0,1e-12,8981.128926000001,9162.565874,6.1973790175,6.322578593611111,2.75,2.8055555555555554,12.02142857142857,12.264285714285714,0.0,1e-12,,,4490.564463000001,4581.282937,4490.564463000001,4581.282937,110.0,112.22222222222223,0.0,1e-12,7425.0,7575.0,0.0,1e-12,,,,,,,,,,
PEREJIL,transitory,0.029699999999999997,0.0303,0.0,1e-12,4490.564463000001,4581.282937,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,69.3,70.7,,,,,,,,,3.96,4.04,0.0099,0.0101,1350.0000000000002,1377.2727272727277,10330.434782608698,10539.13043478261,,,,,,,,,,,367.64145,375.06855,149.6854821,152.70943123333336,128.3018418,130.89379820000002,,,,,0.0,1e-12,4324.247260666667,4411.605791185186,14.85,15.15,6.364285714285714,6.492857142857142,33.6792334725,34.359622027499995,0.0,1e-12,,,4490.564463000001,4581.282937,4490.564463000001,4581.282937,,,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
PIMIENTO,transitory,0.2079,0.21209999999999998,0.0,1e-12,0.0,1e-12,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,0.99,1.01,,,79.2,80.8,,,,,,,,,10.89,11.11,0.2475,0.2525,8548.076923076922,8720.765345765343,7425.0,7575.0,,,,,,,,,,,857.83005,875.15995,192.4527627,196.3406973,128.30184179999998,130.8937982,93.55342631250001,95.44339452083334,44.90564463,45.81282937,247.5,252.5,0.0,1e-12,1.7678571428571428,1.8035714285714284,1.7634375,1.7990625,2.1356128925999998,2.1787565874,1.98,2.02,21.59999999999998,22.036363636363618,4276.72806,4363.126606666668,,,110.0,112.22222222222223,0.0,1e-12,7425.0,7575.0,0.0,1e-12,,,,,,,,,,
PLANTAS MEDICINALES,transitory,0.03465,0.035350000000000006,0.0,1e-12,4490.564463000001,4581.282937,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,35.64,36.36,,,,,,,,,1.98,2.02,0.0099,0.0101,1125.0000000000036,1147.7272727272766,0.0,1e-12,,,,,,,,,,,0.0,1e-12,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,,,0.0,1e-12,,,4490.564463000001,4581.282937,,,,,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
RABANO,transitory,0.0099,0.0101,0.0,1e-12,8981.128926000001,9162.565874,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,18.81,19.19,,,,,,,,,3.96,4.04,0.0099,0.0101,1349.999999999999,1377.2727272727261,7425.0,7575.0,,,,,,,,,,,367.64145,375.06855,,,,,,,,,0.0,1e-12,8981.128926000001,9162.565874,,,,,,,0.0,1e-12,,,4490.564463000001,4581.282937,4490.564463000001,4581.282937,,,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
RAIGRAS,transitory,0.42569999999999997,0.4343,0.0,1e-12,584.4634431048386,596.2707853897849,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,1.98,2.02,,,3.96,4.04,,,,,,,,,6.93,7.07,0.4455,0.4545,4151.61290322581,4235.483870967746,,,,,,,,,,,,,0.0,1e-12,247.5,252.5,,,,,,,236.014111575,240.782073425,584.4634431048386,596.2707853897849,1.1077620967741937,1.1301411290322583,,,0.61875,0.63125,0.61875,0.63125,225.00000000000009,229.54545454545465,1104.5340009798388,1126.8478191814515,,,82.50000000000001,84.16666666666667,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
REMOLACHA,transitory,0.1782,0.1818,0.0,1e-12,4345.7075448387095,4433.499616451612,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,86.13,87.87,,,,,,,,,3.96,4.04,0.1782,0.1818,4799.999999999998,4896.969696969694,10330.434782608698,10539.13043478261,,,,,,,,,,,2450.943,2500.4570000000003,115.14267853846154,117.46879325641025,244.33953695735292,249.27568921911765,,,224.52822314999997,229.06414685,73.61581086885246,75.10299896721313,4345.7075448387095,4433.499616451612,2.75,2.8055555555555554,2.31,2.356666666666667,2.5384615384615383,2.5897435897435894,5.5,5.611111111111111,,,4345.7075448387095,4433.499616451612,4490.564463000001,4581.282937,,,0.0,1e-12,10330.434782608698,10539.13043478261,0.0,1e-12,,,,,,,,,,
SANDIA,transitory,4.95,5.05,0.0,1e-12,0.0,1e-12,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,9.9,10.1,,,,,,,,,5.94,6.06,1.485,1.515,20400.000000000007,20812.121212121223,7425.0,7575.0,,,,,,,,,,,1409.2922250000001,1437.7627750000001,297.0,303.0,198.0,202.0,,,99.0,101.0,396.0,404.0,0.0,1e-12,1.98,2.02,1.98,2.02,3.96,4.04,3.465,3.535,,,,,,,,,0.0,1e-12,3712.5,3787.5,0.0,1e-12,,,,,,,,,,
SUQUINI (ZUCHINI),transitory,0.0099,0.0101,0.0,1e-12,8981.128926000001,9162.565874,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,15.84,16.16,,,,,,,,,3.96,4.04,0.0099,0.0101,2249.9999999999977,2295.4545454545428,7425.0,7575.0,,,,,,,,,,,367.64145,375.06855,,,,,,,,,0.0,1e-12,8981.128926000001,9162.565874,,,,,,,0.0,1e-12,,,4490.564463000001,4581.282937,4490.564463000001,4581.282937,99.0,101.0,0.0,1e-12,7425.0,7575.0,0.0,1e-12,,,,,,,,,,
TOMATILLO,transitory,0.03465,0.035350000000000006,0.0,1e-12,4490.564463000001,4581.282937,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,3.96,4.04,,,,,,,,,10.89,11.11,0.03465,0.035350000000000006,29999.999999999993,30606.0606060606,7425.0,7575.0,,,,,,,,,,,367.64145,375.06855,,,,,,,,,0.0,1e-12,4490.564463000001,4581.282937,,,,,,,0.0,1e-12,,,4490.564463000001,4581.282937,,,,,0.0,1e-12,7425.0,7575.0,0.0,1e-12,,,,,,,,,,
VAINITA,transitory,0.0099,0.0101,0.0,1e-12,8981.128926000001,9162.565874,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,23.76,24.24,,,,,,,,,3.96,4.04,0.0099,0.0101,4000.0000000000036,4080.808080808085,7425.0,7575.0,,,,,,,,,,,367.64145,375.06855,132.0,134.66666666666669,,,,,,,0.0,1e-12,8981.128926000001,9162.565874,11.0,11.222222222222221,,,24.75,25.25,0.0,1e-12,,,4490.564463000001,4581.282937,4490.564463000001,4581.282937,,,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
VICIA FORRAJERA,transitory,0.0792,0.0808,0.0,1e-12,0.0,1e-12,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,13.86,14.14,,,,,,,,,8.91,9.09,0.22275,0.22725,2509.999999999998,2560.707070707069,10330.434782608698,10539.13043478261,,,,,,,,,,,0.0,1e-12,,,101.03770041749999,103.07886608249999,,,,,0.0,1e-12,0.0,1e-12,1.1824999999999999,1.206388888888889,2.806602789375,2.863301835625,0.5823529411764706,0.5941176470588235,0.6599999999999999,0.6733333333333333,,,1632.932532,1665.9210679999999,,,,,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
VIVEROS TRANSITORIOS,transitory,0.059399999999999994,0.0606,0.0,1e-12,1683.961673625,1717.981101375,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,0.99,1.01,,,14.85,15.15,,,,,,,,,8.91,9.09,0.0495,0.0505,937.4999999999993,956.4393939393933,0.0,1e-12,,,,,,,,,,,0.0,1e-12,25.089616736250004,25.596477680416672,16.5,16.833333333333336,16.5,16.833333333333336,16.5,16.833333333333336,49.83961673625001,50.84647768041667,0.0,1e-12,1.4025,1.4308333333333334,,,24.75,25.25,0.0,1e-12,13.124999999999993,13.390151515151508,3367.92334725,3435.96220275,,,,,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
ZANAHORIA AMARILLA,transitory,0.02475,0.02525,0.0,1e-12,1122.6411157500002,1145.32073425,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,54.45,55.55,,,,,,,,,1.98,2.02,0.0198,0.0202,4500.000000000004,4590.9090909090955,10330.434782608698,10539.13043478261,,,,,,,,,,,367.64145,375.06855,264.15085076470587,269.4872315882353,,,44.90564463,45.81282937,,,0.0,1e-12,1122.6411157500002,1145.32073425,9.9,10.1,2.75,2.8055555555555554,1.6500000000000001,1.6833333333333333,1.98,2.02,,,4490.564463000001,4581.282937,4490.564463000001,4581.282937,,,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
ZANAHORIA BLANCA,transitory,5.1975,5.3025,0.0,1e-12,440.90564463,449.81282937000003,,,,,,,,,,,,,0.0,1e-12,0.495,0.505,0.198,0.202,,,6.93,7.07,,,,,,,,,9.9,10.1,0.28709999999999997,0.2929,19631.250000000044,20027.840909090955,7425.0,7575.0,,,,,,,,,,,0.0,1e-12,141.075,143.925,,,,,,,122.95705578750001,125.44103671250001,0.0,1e-12,2.2912257852,2.3375131747999998,0.99,1.01,0.99,1.01,0.61875,0.63125,2.7000000000000024,2.754545454545457,1796.2257852000002,1832.5131748000003,,,792.0,808.0,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
ZAPALLO (CALABAZA),transitory,1.98,2.02,0.0,1e-12,0.0,1e-12,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,7.92,8.08,,,,,,,,,3.96,4.04,0.6336,0.6464,1664.9999999999957,1698.6363636363592,7425.0,7575.0,,,,,,,,,,,0.0,1e-12,82.327015155,83.99018717833334,,,,,,,72.5039053921875,73.96863075364584,0.0,1e-12,5.700928792569659,5.8160990712074305,1.7585526315789473,1.7940789473684209,1.85625,1.89375,3.8156250000000003,3.8927083333333337,,,,,,,4.168421052631579,4.252631578947368,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
