Crop,Category,Cycle_length_months__minValue,Cycle_length_months__maxValue,Irrigated_area_ha__minValue,Irrigated_area_ha__maxValue,Electricity_kWh_ha__minValue,Electricity_kWh_ha__maxValue,Manure_kgha__minValue,Manure_kgha__maxValue,Urea_kgha__minValue,Urea_kgha__maxValue,MAP_kgha__minValue,MAP_kgha__maxValue,UAN_kgha__minValue,UAN_kgha__maxValue,CAN_kgha__minValue,CAN_kgha__maxValue,Compost_kg_ha__minValue,Compost_kg_ha__maxValue,Digestate_kg_ha__minValue,Digestate_kg_ha__maxValue,Acaricide_kgha__minValue,Acaricide_kgha__maxValue,Biocide_NE_kgha__minValue,Biocide_NE_kgha__maxValue,Seed_share_pct__minValue,Seed_share_pct__maxValue,Seed_kgha__minValue,Seed_kgha__maxValue,Seeding_date__minValue,Seeding_date__maxValue,Harvest_date__minValue,Harvest_date__maxValue,Manure_type__minValue,Manure_type__maxValue,count__minValue,count__maxValue,Region__minValue,Region__maxValue,Province__minValue,Province__maxValue,Area_ha__minValue,Area_ha__maxValue,Yield_kgha__minValue,Yield_kgha__maxValue,Irrig_m3__minValue,Irrig_m3__maxValue,Irrig_equipment__minValue,Irrig_equipment__maxValue,Packaging_type1__minValue,Packaging_type1__maxValue,Packaging_type2__minValue,Packaging_type2__maxValue,Fuel_type__minValue,Fuel_type__maxValue,Fuel_unit__minValue,Fuel_unit__maxValue,Fuel_ha__minValue,Fuel_ha__maxValue,NPK_kgha__minValue,NPK_kgha__maxValue,AN_kgha__minValue,AN_kgha__maxValue,AP_kgha__minValue,AP_kgha__maxValue,AS_kgha__minValue,AS_kgha__maxValue,Total_fert_min_kgha__minValue,Total_fert_min_kgha__maxValue,Total_fert_org_kgha__minValue,Total_fert_org_kgha__maxValue,Insecticide_kgha__minValue,Insecticide_kgha__maxValue,Herbicide_kgha__minValue,Herbicide_kgha__maxValue,Fungicide_kgha__minValue,Fungicide_kgha__maxValue,Total_pesticides_kgha__minValue,Total_pesticides_kgha__maxValue,Organic_estiercol_kgha__minValue,Organic_estiercol_kgha__maxValue,Organic_fermentado_kgha__minValue,Organic_fermentado_kgha__maxValue,Organic_liquido_kgha__minValue,Organic_liquido_kgha__maxValue,Irrig_lake_m3__minValue,Irrig_lake_m3__maxValue,Irrig_river_m3__minValue,Irrig_river_m3__maxValue,Irrig_well_m3__minValue,Irrig_well_m3__maxValue,Irrigation_source__minValue,Irrigation_source__maxValue,Source_module__minValue,Source_module__maxValue,Output_basis__minValue,Output_basis__maxValue,Yield_data_status__minValue,Yield_data_status__maxValue,Yield_basis_note__minValue,Yield_basis_note__maxValue
CHIRIMOYA,permanent,,,0.86625,0.88375,0.0,1e-12,0.0,1e-12,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,,,,,,,3.96,4.04,,,,,0.86625,0.88375,4217.280564263326,4302.478151420161,15495.652173913046,15808.695652173914,,,,,,,,,,,1225.4715,1250.2285000000002,66.001875,67.33524621212122,21.12446120689655,21.55121799895507,,,,,87.12633620689655,88.88646421107629,0.0,1e-12,11.88,12.12,,,19.007974137931033,19.391973615464995,15.441724137931034,15.75367816091954,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,7747.826086956523,7904.347826086957,0.0,1e-12,,,,,,,,,,
CIRUELO,permanent,,,,,0.0,1e-12,0.0,1e-12,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,,,,,,,13.86,14.14,,,,,1.1483999999999999,1.1716,5399.999999999995,5509.090909090904,,,,,,,,,,,,,0.0,1e-12,,,148.5,151.5,,,,,0.0,1e-12,0.0,1e-12,0.495,0.505,1.485,1.515,0.32999999999999996,0.33666666666666667,0.12375,0.12625,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
CLAUDIA,permanent,,,0.18315,0.18685,0.0,1e-12,411.635075775,419.95093589166663,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,,,,,,,77.22,78.78,,,,,0.15345,0.15655,3185.9999999999986,3250.3636363636347,15495.652173913046,15808.695652173914,,,,,,,,,,,2450.943,2500.4570000000003,224.52822314999997,229.06414685,81.57546045000001,83.22344955,16.5,16.833333333333336,89.1,90.9,0.0,1e-12,333.0913200576923,339.82043763461536,5.94,6.06,7.615384615384615,7.769230769230768,5.775,5.8916666666666675,0.0,1e-12,333.0913200576923,339.82043763461536,0.0,1e-12,0.0,1e-12,0.0,1e-12,5568.75,5681.25,0.0,1e-12,,,,,,,,,,
COCO (COCOTERO),permanent,,,1.9701,2.0099,0.0,1e-12,0.0,1e-12,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,,,,,,,68.31,69.69,,,,,1.94535,1.9846499999999998,3684.080536912751,3758.506406345332,15495.652173913046,15808.695652173914,,,,,,,,,,,2450.943,2500.4570000000003,119.27710843373494,121.68674698795179,66.11154186728139,67.44712857167092,140.3061224489796,143.140589569161,128.7,131.3,89.63513513513514,91.44594594594595,0.0,1e-12,1.4030612244897958,1.43140589569161,1.485,1.515,1.7325,1.7675,0.99,1.01,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
DURAZNO (MELOCOTON),permanent,,,0.32175000000000004,0.32825,0.0,1e-12,1257.35804964,1282.75922236,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,,,,,,,21.78,22.22,,,,,0.2475,0.2525,7200.000000000006,7345.454545454552,13316.576086956522,13585.597826086958,,,,,,,,,,,2450.943,2500.4570000000003,594.0,606.0,179.62257852,183.25131748,,,,,131.509387845,134.166143155,598.7419284,610.8377249333334,5.94,6.06,7.92,8.08,5.94,6.06,3.279375,3.345625,598.7419284,610.8377249333334,0.0,1e-12,0.0,1e-12,0.0,1e-12,11137.5,11362.5,0.0,1e-12,,,,,,,,,,
ESPARRAGO,permanent,,,3.7521,3.8279,0.0,1e-12,297.0,303.0,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,,,,,,,3.96,4.04,,,,,2.673,2.7270000000000003,3960.0,4040.0,11137.5,11362.5,,,,,,,,,,,2450.943,2500.4570000000003,495.0,505.0,482.16666666666663,491.9074074074074,,,297.0,303.0,1089.0,1111.0,297.0,303.0,3.3,3.3666666666666663,1.1,1.1222222222222222,2.1999999999999997,2.244444444444444,5.45,5.56010101010101,297.0,303.0,0.0,1e-12,0.0,1e-12,0.0,1e-12,11137.5,11362.5,0.0,1e-12,,,,,,,,,,
FRUTILLAS O FRESAS,permanent,,,0.23759999999999998,0.2424,0.0,1e-12,0.0,1e-12,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,,,,,,,58.41,59.59,,,,,0.198,0.202,14579.99999999999,14874.545454545447,11137.5,11362.5,,,,,,,,,,,2450.943,2500.4570000000003,168.3,171.7,173.96128926,177.47565874000003,58.78125,59.96875,31.68,32.32,108.39293531379313,110.58269158275864,0.0,1e-12,3.3000000000000003,3.3666666666666667,5.5,5.611111111111111,7.615384615384615,7.769230769230768,1.4256,1.4544,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
GRANADILLA,permanent,,,0.495,0.505,0.0,1e-12,29.937096420000003,30.54188624666667,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,,,,,,,65.34,66.66,,,,,0.4455,0.4545,5051.250000000006,5153.29545454546,11137.5,11362.5,,,,,,,,,,,0.0,1e-12,297.0,303.0,135.77142857142857,138.5142857142857,,,135.77142857142857,138.5142857142857,271.54285714285714,277.0285714285714,0.0,1e-12,6.06375,6.18625,2.8600000000000003,2.9177777777777782,9.57,9.763333333333332,4.302181208053692,4.389093959731544,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
GUABA,permanent,,,0.099,0.101,0.0,1e-12,0.0,1e-12,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,,,,,,,6.93,7.07,,,,,0.099,0.101,809.9999999999998,826.363636363636,15495.652173913046,15808.695652173914,,,,,,,,,,,0.0,1e-12,59.4,60.6,,,,,,,59.4,60.6,0.0,1e-12,2.475,2.525,,,,,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
GUANABANA,permanent,,,0.495,0.505,0.0,1e-12,0.0,1e-12,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,,,,,,,11.88,12.12,,,,,1.98,2.02,4050.0000000000086,4131.818181818191,11137.5,11362.5,,,,,,,,,,,0.0,1e-12,160.875,164.125,,,,,,,110.88,113.12,0.0,1e-12,0.99,1.01,6.93,7.07,0.99,1.01,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
GUAYABA,permanent,,,39.6,40.4,0.0,1e-12,0.0,1e-12,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,,,,,,,8.91,9.09,,,,,0.42075,0.42924999999999996,12246.428571428574,12493.831168831171,,,,,,,,,,,,,0.0,1e-12,148.5,151.5,,,,,,,0.0,1e-12,0.0,1e-12,4.242857142857143,4.328571428571428,1.98,2.02,24.75,25.25,2.97,3.03,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
HUERTO FRUTAL,permanent,,,0.1485,0.1515,0.0,1e-12,0.0,1e-12,,,,,,,,,,,,,0.0,1e-12,0.0,1e-12,,,,,,,,,,,866.25,883.75,,,,,0.198,0.202,7199.999999999996,7345.454545454542,0.0,1e-12,,,,,,,,,,,0.0,1e-12,224.52822314999997,229.06414685,352.83006495,359.95794505,,,56.328721553076925,57.466675523846156,89.81128926,91.62565874,0.0,1e-12,4.7324175824175825,4.828021978021978,1.9038461538461537,1.942307692307692,2.475,2.525,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,0.0,1e-12,,,,,,,,,,
