Region,Province,Product,System,Normalized_product_output_kg__minValue,Area_ha_per_1kg_product__minValue,Animals_total_live_weight_kg_per_1kg_product__minValue,Producing_animals_live_weight_kg_per_1kg_product__minValue,Animals_sold_live_weight_kg_per_1kg_product__minValue,Water_l_per_1kg_product__minValue,Electricity_kWh_per_1kg_product__minValue,Live_weight_equivalent_kg_per_1kg_product__minValue,Milk_output_kg_fpcm_per_1kg_product__minValue,Milk_sales_kg_fpcm_per_1kg_product__minValue,Egg_output_kg_per_1kg_product__minValue,Egg_sales_kg_per_1kg_product__minValue,Cultivated_pasture_area_ha_per_1kg_product__minValue,Natural_pasture_area_ha_per_1kg_product__minValue,Linked_pasture_area_ha_per_1kg_product__minValue,Intake_assumption_kg_per_1kg_product__minValue,Pasture_feed_kg_per_1kg_product__minValue,Cultivated_pasture_feed_kg_per_1kg_product__minValue,Natural_pasture_feed_kg_per_1kg_product__minValue,Unmatched_pasture_feed_kg_per_1kg_product__minValue,Supplement_feed_kg_per_1kg_product__minValue,Common_feed_kg_per_1kg_product__minValue,Waste_feed_kg_per_1kg_product__minValue,Unallocated_feed_kg_per_1kg_product__minValue,Total_feed_kg_per_1kg_product__minValue,Vaccinated_head_per_1kg_product__minValue,Area_ha__minValue,Animals_total_head__minValue,Producing_animals_head__minValue,Animals_sold_head__minValue,Water_l_head_day__minValue,Electricity_kWh_head_day__minValue,Representative_live_weight_kg__minValue,Live_weight_equivalent_kg__minValue,Milk_output_kg_fpcm_day__minValue,Milk_sales_kg_fpcm_7d__minValue,Egg_output_kg__minValue,Egg_sales_kg__minValue,Pasture_share_pct__minValue,Cultivated_pasture_area_ha__minValue,Natural_pasture_area_ha__minValue,Linked_pasture_area_ha__minValue,Cultivated_pasture_area_share_pct__minValue,Natural_pasture_area_share_pct__minValue,Cultivated_pasture_area_ha_per_head__minValue,Natural_pasture_area_ha_per_head__minValue,Cultivated_pasture_feed_share_pct__minValue,Natural_pasture_feed_share_pct__minValue,Unmatched_pasture_feed_share_pct__minValue,Supplement_share_pct__minValue,Common_feed_share_pct__minValue,Waste_feed_share_pct__minValue,Intake_assumption_kg_head_day__minValue,Pasture_feed_kg_head_day__minValue,Cultivated_pasture_feed_kg_head_day__minValue,Natural_pasture_feed_kg_head_day__minValue,Unmatched_pasture_feed_kg_head_day__minValue,Supplement_feed_kg_head_day__minValue,Common_feed_kg_head_day__minValue,Waste_feed_kg_head_day__minValue,Unallocated_feed_share_pct__minValue,Unallocated_feed_kg_head_day__minValue,Total_feed_kg_head_day__minValue,Vaccinated_head__minValue,Vaccination_share_pct__minValue,Reference_output_kg__minValue,Reference_output_kg_for_dfe__minValue,Normalization_factor_to_1kg__minValue,Milk_output_l_per_1kg_product__minValue,Milk_sales_l_per_1kg_product__minValue,Milk_output_l_day__minValue,Milk_sales_l_7d__minValue,Milk_yield_l_head_day__minValue,Proxy_total_feed_kg_per_1kg_product__minValue,Proxy_forage_kg_per_1kg_product__minValue,Proxy_tree_forage_kg_per_1kg_product__minValue,Proxy_compound_feed_kg_per_1kg_product__minValue,Proxy_mineral_kg_per_1kg_product__minValue,Proxy_total_feed_kg_head_day__minValue,Proxy_body_weight_kg__minValue,Proxy_forage_share_pct__minValue,Proxy_tree_forage_share_pct__minValue,Proxy_compound_feed_share_pct__minValue,Proxy_mineral_share_pct__minValue,Proxy_forage_kg_head_day__minValue,Proxy_tree_forage_kg_head_day__minValue,Proxy_compound_feed_kg_head_day__minValue,Proxy_mineral_kg_head_day__minValue,Egg_output_reported_per_1kg_product__minValue,Egg_sales_reported_per_1kg_product__minValue,Birds_sold_head_per_1kg_product__minValue,Birds_consumed_head_per_1kg_product__minValue,Egg_output_reported__minValue,Egg_sales_reported__minValue,Eggs_per_head_reported__minValue,Birds_sold_head__minValue,Birds_consumed_head__minValue,Normalized_product_output_kg__maxValue,Area_ha_per_1kg_product__maxValue,Animals_total_live_weight_kg_per_1kg_product__maxValue,Producing_animals_live_weight_kg_per_1kg_product__maxValue,Animals_sold_live_weight_kg_per_1kg_product__maxValue,Water_l_per_1kg_product__maxValue,Electricity_kWh_per_1kg_product__maxValue,Live_weight_equivalent_kg_per_1kg_product__maxValue,Milk_output_kg_fpcm_per_1kg_product__maxValue,Milk_sales_kg_fpcm_per_1kg_product__maxValue,Egg_output_kg_per_1kg_product__maxValue,Egg_sales_kg_per_1kg_product__maxValue,Cultivated_pasture_area_ha_per_1kg_product__maxValue,Natural_pasture_area_ha_per_1kg_product__maxValue,Linked_pasture_area_ha_per_1kg_product__maxValue,Intake_assumption_kg_per_1kg_product__maxValue,Pasture_feed_kg_per_1kg_product__maxValue,Cultivated_pasture_feed_kg_per_1kg_product__maxValue,Natural_pasture_feed_kg_per_1kg_product__maxValue,Unmatched_pasture_feed_kg_per_1kg_product__maxValue,Supplement_feed_kg_per_1kg_product__maxValue,Common_feed_kg_per_1kg_product__maxValue,Waste_feed_kg_per_1kg_product__maxValue,Unallocated_feed_kg_per_1kg_product__maxValue,Total_feed_kg_per_1kg_product__maxValue,Vaccinated_head_per_1kg_product__maxValue,Area_ha__maxValue,Animals_total_head__maxValue,Producing_animals_head__maxValue,Animals_sold_head__maxValue,Water_l_head_day__maxValue,Electricity_kWh_head_day__maxValue,Representative_live_weight_kg__maxValue,Live_weight_equivalent_kg__maxValue,Milk_output_kg_fpcm_day__maxValue,Milk_sales_kg_fpcm_7d__maxValue,Egg_output_kg__maxValue,Egg_sales_kg__maxValue,Pasture_share_pct__maxValue,Cultivated_pasture_area_ha__maxValue,Natural_pasture_area_ha__maxValue,Linked_pasture_area_ha__maxValue,Cultivated_pasture_area_share_pct__maxValue,Natural_pasture_area_share_pct__maxValue,Cultivated_pasture_area_ha_per_head__maxValue,Natural_pasture_area_ha_per_head__maxValue,Cultivated_pasture_feed_share_pct__maxValue,Natural_pasture_feed_share_pct__maxValue,Unmatched_pasture_feed_share_pct__maxValue,Supplement_share_pct__maxValue,Common_feed_share_pct__maxValue,Waste_feed_share_pct__maxValue,Intake_assumption_kg_head_day__maxValue,Pasture_feed_kg_head_day__maxValue,Cultivated_pasture_feed_kg_head_day__maxValue,Natural_pasture_feed_kg_head_day__maxValue,Unmatched_pasture_feed_kg_head_day__maxValue,Supplement_feed_kg_head_day__maxValue,Common_feed_kg_head_day__maxValue,Waste_feed_kg_head_day__maxValue,Unallocated_feed_share_pct__maxValue,Unallocated_feed_kg_head_day__maxValue,Total_feed_kg_head_day__maxValue,Vaccinated_head__maxValue,Vaccination_share_pct__maxValue,Reference_output_kg__maxValue,Reference_output_kg_for_dfe__maxValue,Normalization_factor_to_1kg__maxValue,Milk_output_l_per_1kg_product__maxValue,Milk_sales_l_per_1kg_product__maxValue,Milk_output_l_day__maxValue,Milk_sales_l_7d__maxValue,Milk_yield_l_head_day__maxValue,Proxy_total_feed_kg_per_1kg_product__maxValue,Proxy_forage_kg_per_1kg_product__maxValue,Proxy_tree_forage_kg_per_1kg_product__maxValue,Proxy_compound_feed_kg_per_1kg_product__maxValue,Proxy_mineral_kg_per_1kg_product__maxValue,Proxy_total_feed_kg_head_day__maxValue,Proxy_body_weight_kg__maxValue,Proxy_forage_share_pct__maxValue,Proxy_tree_forage_share_pct__maxValue,Proxy_compound_feed_share_pct__maxValue,Proxy_mineral_share_pct__maxValue,Proxy_forage_kg_head_day__maxValue,Proxy_tree_forage_kg_head_day__maxValue,Proxy_compound_feed_kg_head_day__maxValue,Proxy_mineral_kg_head_day__maxValue,Egg_output_reported_per_1kg_product__maxValue,Egg_sales_reported_per_1kg_product__maxValue,Birds_sold_head_per_1kg_product__maxValue,Birds_consumed_head_per_1kg_product__maxValue,Egg_output_reported__maxValue,Egg_sales_reported__maxValue,Eggs_per_head_reported__maxValue,Birds_sold_head__maxValue,Birds_consumed_head__maxValue
(unknown),ZONA NO DELIMITADA,cattle_live,dairy,1.0,0.0007525925925925,2.0,0.4,,0.0075213675213675,0.0001709401709401,2.0,,,,,0.0001904761904761,0.0,0.0001904761904761,0.0013675213675213,0.0012307692307692,0.0012307692307692,0.0,0.0,6.274509803921569e-05,0.0,0.0,0.0,0.0013675213675213,0.0029629629629629,1.49,3.0,1.0,,66.0,1.5,450.0,1350.0,,,,,85.0,0.3,0.0,0.3,100.0,0.0,0.0428571428571428,0.0,85.0,0.0,0.0,2.0,,,12.0,10.2,10.2,0.0,0.0,0.24,0.0,0.0,0.0,0.0,12.0,3.0,66.66666666666667,675.0,675.0,0.0001139601139601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.02375,2.0,1.0,,0.0977777777777777,0.0022222222222222,2.0,,,,,0.0154527777777777,0.0,0.0154527777777777,0.0177777777777777,0.0168888888888888,0.0168888888888888,0.0,0.0,0.002,0.0,0.0,0.0,0.0177777777777777,0.0044444444444444,171.0,39.0,15.0,,66.0,1.5,450.0,17550.0,,,,,100.0,71.0,0.0,71.0,100.0,0.0,3.476875,0.0,100.0,0.0,0.0,15.0,,,12.0,12.0,12.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,12.0,39.0,100.0,8775.0,8775.0,0.0014814814814814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(unknown),ZONA NO DELIMITADA,milk,dairy,1.0,0.1723078107001698,90.62695506191268,30.52697433664427,,0.5596611961718116,0.0127195726402684,90.62695506191268,1.0,5.249999999999999,,,0.0190793589604026,0.0,0.0190793589604026,0.1017565811221475,0.0966687520660402,0.0966687520660402,0.0,0.0,0.0050878290561073,0.0,0.0,0.0,0.1017565811221475,0.2261257358269945,1.49,3.0,1.0,,66.0,1.5,450.0,1350.0,0.0,31.44759744,,,85.0,0.3,0.0,0.3,100.0,0.0,0.0428571428571428,0.0,85.0,0.0,0.0,2.0,,,12.0,10.2,10.2,0.0,0.0,0.24,0.0,0.0,0.0,0.0,12.0,3.0,66.66666666666667,0.0,0.0,0.0084797150935122,1.0175658112214756,5.342220508912747,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.933375041320804,457.9046150496641,152.63487168322135,,11.193223923436232,0.2543914528053689,457.9046150496641,1.0,10.555555555555555,,,1.4151796519562674,0.0,1.4151796519562674,2.035131622442951,1.8316184601986565,1.8316184601986565,0.0,0.0,0.2035131622442951,0.0,0.0,0.0,2.035131622442951,0.726832722301054,171.0,39.0,11.0,,66.0,1.5,450.0,17550.0,117.9284904,811.74110892,,,100.0,71.0,0.0,71.0,100.0,0.0,3.476875,0.0,100.0,0.0,0.0,15.0,,,12.0,12.0,12.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,12.0,39.0,100.0,117.9284904,43043.898996,0.1695943018702459,1.0175658112214758,10.740972451782245,120.0,826.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,
(unknown),ZONA NO DELIMITADA,ovine_live,(all ovine),1.0,0.0046758553218427,2.1739130434782608,,0.4830917874396134,0.0303730773042774,0.0,2.1739130434782608,,,,,,,,0.0050834939909264,0.0050635117032262,0.0,0.0,0.0050635117032262,1.998228770018256e-05,0.0,0.0,4.610277895771494e-19,0.0050834939909264,,0.52,1.0,,2.0,7.6,0.0,60.44,60.44,,,,,99.6069182389937,,,,,,,,0.0,0.0,99.6069182389937,0.3930817610062893,0.0,0.0,1.272,1.267,0.0,0.0,1.267,0.005,0.0,0.0,9.069112511985664e-15,1.1535911115245767e-16,1.272,,,27.8024,27.8024,0.0039964575400365,,,,,,0.0050834939909264,0.0039724787947962,0.0010910329084299,0.0,1.998228770018256e-05,1.272,60.44,78.1,21.5,0.0,0.4,0.994,0.273,0.0,0.005,,,,,,,,,,1.0,0.4600322274336028,2.1739130434782608,,4.3478260869565215,0.2733576957384974,0.0,2.1739130434782608,,,,,,,,0.0457514459183379,0.0455716053290363,0.0,0.0,0.0455716053290363,0.0001798405893016,0.0,0.0,4.1492501061943455e-18,0.0457514459183379,,53.33,9.0,,2.0,7.6,0.0,60.44,543.96,,,,,99.6069182389937,,,,,,,,0.0,0.0,99.6069182389937,0.3930817610062893,0.0,0.0,1.272,1.267,0.0,0.0,1.267,0.005,0.0,0.0,9.069112511985664e-15,1.1535911115245767e-16,1.272,,,250.2216,250.2216,0.0359681178603286,,,,,,0.0457514459183379,0.0357523091531666,0.0098192961758697,0.0,0.0001798405893016,1.272,60.44,78.1,21.5,0.0,0.4,0.994,0.273,0.0,0.005,,,,,,,,,
(unknown),ZONA NO DELIMITADA,swine_live,(all swine),1.0,0.0512569534236422,1.5151515151515154,,0.7575757575757577,0.0704908986179755,0.0006243479591877,1.5151515151515154,,,,,,,,0.0251753209349912,0.0,0.0,0.0,0.0,,,0.0251753209349912,0.0,0.0251753209349912,,5.09,1.0,,1.0,7.0,0.062,75.23,75.23,,,,,0.0,,,,,,,,0.0,0.0,0.0,,,100.0,2.5,0.0,0.0,0.0,0.0,,,2.5,0.0,0.0,2.5,,,49.6518,49.6518,0.0100701283739965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2642401685336684,1.5151515151515154,,3.0303030303030307,0.1409817972359511,0.0012486959183755,1.5151515151515154,,,,,,,,0.0503506418699825,0.0,0.0,0.0,0.0,,,0.0503506418699825,0.0,0.0503506418699825,,13.12,2.0,,2.0,7.0,0.062,75.23,150.46,,,,,0.0,,,,,,,,0.0,0.0,0.0,,,100.0,2.5,0.0,0.0,0.0,0.0,,,2.5,0.0,0.0,2.5,,,99.3036,99.3036,0.020140256747993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa,EL ORO,cattle_live,(unknown),1.0,0.00175,2.0,1.25,,0.00625,0.0,2.0,,,,,0.00175,0.0,0.00175,0.00125,0.001125,0.001125,0.0,0.0,0.000125,0.0,0.0,0.0,0.00125,0.0045,14.0,15.0,10.0,,50.0,0.0,400.0,6000.0,,,,,90.0,14.0,0.0,14.0,100.0,0.0,0.35,0.0,90.0,0.0,0.0,10.0,,,10.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,15.0,90.0,3000.0,3000.0,0.000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0068599999999999,2.0,1.3333333333333333,,0.0166666666666666,0.0,2.0,,,,,0.0068599999999999,0.0,0.0068599999999999,0.0033333333333333,0.003,0.003,0.0,0.0,0.0003333333333333,0.0,0.0,0.0,0.0033333333333333,0.005,20.58,40.0,25.0,,50.0,0.0,400.0,16000.0,,,,,90.0,20.58,0.0,20.58,100.0,0.0,1.372,0.0,90.0,0.0,0.0,10.0,,,10.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,36.0,100.0,8000.0,8000.0,0.0003333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa,EL ORO,cattle_live,beef,1.0,0.0007272727272727,2.0,0.2857142857142857,,0.0002155172413793,0.0,2.0,,,,,0.0,0.0,0.0,3.4482758620689657e-05,3.103448275862069e-05,0.0,0.0,0.0,2.6007802340702214e-06,0.0,0.0,0.0,3.4482758620689657e-05,0.0004,1.5,2.0,1.0,,50.0,0.0,400.0,800.0,,,,,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,8.0,5.6,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,8.0,2.0,8.0,400.0,400.0,4.310344827586207e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0966666666666666,2.0,1.5,,0.125,0.0,2.0,,,,,0.0966666666666666,0.0102003226262,0.0966666666666666,0.02,0.02,0.02,0.02,0.02,0.002,0.0,0.0,0.0,0.02,0.01875,800.0,1160.0,600.0,,50.0,0.0,400.0,464000.0,,,,,100.0,800.0,15.0,800.0,100.0,100.0,19.33333333333333,2.04006452524,100.0,100.0,100.0,30.0,,,8.0,8.0,8.0,8.0,8.0,2.4,0.0,0.0,0.0,0.0,8.0,810.0,375.0,232000.0,232000.0,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa,EL ORO,cattle_live,dairy,1.0,0.001455938697318,2.0,0.125,,0.0008652900688298,1.9665683382497545e-05,2.0,,,,,0.0,0.0,0.0,0.0001573254670599,0.0001287356321839,0.0001287356321839,0.0,0.0,1.26984126984127e-05,0.0,0.0,0.0,0.0001573254670599,0.0,0.79,1.0,1.0,,66.0,1.5,450.0,450.0,,,,,50.0,0.0,0.0,0.0,91.1291498188916,0.0,0.0,0.0,50.0,0.0,0.0,1.0,,,12.0,6.0,6.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,12.0,0.0,0.0,225.0,225.0,1.3110455588331697e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0127929984779299,2.0,2.0,,0.2933333333333333,0.0066666666666666,2.0,,,,,0.0122999999999999,0.0009013307140488,0.0122999999999999,0.0533333333333333,0.0506666666666666,0.0506666666666666,0.0014981880305871,0.024,0.0026666666666666,0.0,0.0,0.0,0.0533333333333333,0.0069841269841269,580.0,339.0,180.0,,66.0,1.5,450.0,152550.0,,,,,100.0,293.94,0.608398231983,293.94,100.0,8.87085018110841,2.7675,0.202799410661,100.0,8.42730767205299,95.0,50.0,,,12.0,12.0,12.0,1.011276920646359,11.4,6.0,0.0,0.0,0.0,0.0,12.0,339.0,157.14285714285714,76275.0,76275.0,0.0044444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa,EL ORO,cattle_live,dual-purpose,1.0,0.00085,2.0,0.3333333333333333,,0.0003378378378378,0.0,2.0,,,,,0.0,0.0,0.0,6.756756756756757e-05,6.081081081081081e-05,0.0,0.0,0.0,4.854368932038836e-06,0.0,0.0,0.0,6.756756756756757e-05,0.0011538461538461,0.68,2.0,1.0,,50.0,0.0,400.0,800.0,,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,10.0,5.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10.0,1.0,23.07692307692308,400.0,400.0,6.756756756756757e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0275,2.0,1.5,,0.125,0.0,2.0,,,,,0.025,0.00922027278795,0.025,0.025,0.025,0.025,0.0114449143807987,0.0158333333333333,0.0016666666666666,0.0,0.0,0.0,0.025,0.0083333333333333,1069.0,740.0,370.0,,50.0,0.0,400.0,296000.0,,,,,100.0,519.96,7.37621823036,519.96,100.0,100.0,5.0,1.84405455759,100.0,100.0,100.0,50.0,,,10.0,10.0,10.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,10.0,740.0,166.66666666666666,148000.0,148000.0,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa,EL ORO,eggs,layers,1.0,,4.188613486629947,4.188613486629947,,3.8386401669082245e-06,1.746408364224012e-07,4.188613486629947,,,1.0,1.0,,,,1.4005849257638116e-06,0.0,0.0,0.0,0.0,0.0,1.4005849257638116e-06,0.0,0.0,1.4005849257638116e-06,,,250.0,250.0,,0.222,0.0101,1.514,378.5,,,39.6893,39.6893,0.0,,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.081,0.0,0.0,0.0,0.081,,,39.6893,39.6893,1.729117192301002e-05,,,,,,1.4005849257638116e-06,0.0,0.0,1.4005849257638116e-06,0.0,0.081,,0.0,0.0,100.0,0.0,0.0,0.0,0.081,0.0,17.636995361470216,17.636995361470216,0.6916468769204007,0.0,700.0,700.0,2.8,40000.0,0.0,1.0,,9.53657534902354,9.53657534902354,,0.0055934471003519,0.0002544766473583,9.53657534902354,,,1.0,1.0,,,,0.0020408523203986,0.0,0.0,0.0,0.0,0.0,0.0020408523203986,0.0,0.0,0.0020408523203986,,,160000.0,160000.0,,0.222,0.0101,1.514,242240.0,,,57832.98,57832.98,0.0,,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.081,0.0,0.0,0.0,0.081,,,57832.98,57832.98,0.0251957076592431,,,,,,0.0020408523203986,0.0,0.0,0.0020408523203986,0.0,0.081,,0.0,0.0,100.0,0.0,0.0,0.0,0.081,0.0,17.63699536147022,17.63699536147022,0.6916468769204007,0.151174245955459,1020000.0,1020000.0,6.375,40000.0,6.0
Costa,EL ORO,goat_live,(all holdings),1.0,0.0034404536862003,2.1739130434782608,,,0.0179584120982986,0.0,2.1739130434782608,,,,,,,,0.0019111531190926,0.0019111531190926,0.0,0.0,0.0019111531190926,0.0,0.0,0.0,0.0,0.0019111531190926,,0.9,1.0,,,9.5,0.0,23.0,23.0,,,,,100.0,,,,,,,,0.0,0.0,100.0,0.0,0.0,0.0,1.011,1.011,0.0,0.0,1.011,0.0,0.0,0.0,0.0,0.0,1.011,,,10.58,10.58,0.0018903591682419,,,,,,0.0019111531190926,0.0015103969754253,0.0004007561436672,0.0,0.0,1.011,23.0,79.0,21.0,0.0,0.0,0.799,0.212,0.0,0.0,,,,,,,,,,1.0,1.892249527410208,2.1739130434782608,,,0.8979206049149339,0.0,2.1739130434782608,,,,,,,,0.0955576559546313,0.0955576559546313,0.0,0.0,0.0955576559546313,0.0,0.0,0.0,0.0,0.0955576559546313,,20.02,50.0,,,9.5,0.0,23.0,1150.0,,,,,100.0,,,,,,,,0.0,0.0,100.0,0.0,0.0,0.0,1.011,1.011,0.0,0.0,1.011,0.0,0.0,0.0,0.0,0.0,1.011,,,529.0,529.0,0.0945179584120983,,,,,,0.0955576559546313,0.0755198487712665,0.0200378071833648,0.0,0.0,1.011,23.0,79.0,21.0,0.0,0.0,0.799,0.212,0.0,0.0,,,,,,,,,
