count,Region,Province,Crop,Category,Seeding_date,Harvest_date,Cycle_length_months,Area_ha,Yield_kgha,Irrig_m3,Irrig_equipment,Packaging_type1,Packaging_type2,Fuel_type,Fuel_unit,Fuel_ha,NPK_kgha,AN_kgha,AP_kgha,AS_kgha,Total_fert_min_kgha,Total_fert_org_kgha,Insecticide_kgha,Herbicide_kgha,Fungicide_kgha,Total_pesticides_kgha,Seed_kgha,Organic_estiercol_kgha,Organic_fermentado_kgha,Organic_liquido_kgha,crop_type_dfe,N_min,P_min,K_min,N_orga,P_orga,K_orga,N_tot,P_tot,K_tot,kgNH3N_ha,kgNOxN_ha,kgNO3N_ha,kgN2ON_ha_direct,kgN2ON_ha_indirect,kgN2ON_ha,kgCO2urea_ha,kgCO2limestone_ha,kgCO2_fert_ha,soil_erosion_tha,kgP_ha_erosion,kgP_ha_runoff,kgP_ha_leaching,kgP_ha_drainage,kgP_total,Cd_kg_ha,Cu_kg_ha,Zn_kg_ha,Pb_kg_ha,Ni_kg_ha,Cr_kg_ha,Hg_kg_ha,trace_metals_from_organic
8,costa,(all provinces confounded),HABA SECA (GRANO SECO),transitory,2023-12-01,2024-06-01,6.0,0.15,303.03030303030334,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,0.0,208.33333333333331,0.0,0.0,0.0,0.0,,8.0,,0.0,0.946969696969696,177.1170206666667,0.0,0.0,vegetable,70.83333333333333,0.0,0.0,1.5320622287666672,0.5434691260282445,1.8956398026651113,72.36539556209999,0.5434691260282445,1.8956398026651113,1.5147714581990674,4.097014350356011,22.433272624250996,0.36182697781049994,0.28763582527795195,0.649462803088452,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1754755354852747,0.0735,0.44099999999999995,1.7095931998852745,2.5555329326890003e-05,0.006937673699513334,0.031134515477890003,0.00026754234439782667,0.0005721234001574667,0.0008332381678753001,1.3336911656200003e-05,True
16,costa,(all provinces confounded),HABA TIERNA (VAINA),transitory,2024-01-01,2024-03-01,2.0,0.47,1778.656126482213,0.0,sin riego,SACO,VAINA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,90.718474,200.0,0.0,0.0,106.38297872340426,0.0,2.0,2.150786308973173,,2.0,17.78656126482213,0.0,0.0,0.0,vegetable,81.6077711,5.93843130804,11.295810790109998,0.0,0.0,0.0,81.6077711,5.93843130804,11.295810790109998,1.6146337534991178,4.625690116123747,25.298409041,0.40803885549999996,0.322350695845,0.7303895513449999,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1775980636972675,0.0735,0.44099999999999995,1.7117157280972672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
171,costa,(all provinces confounded),LIMÓN (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,1.0,4090.909090909095,13125.0,sin riego,COSTAL,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,150.0,85.35923700000001,90.718474,82.85923700000001,63.75,0.0,1.3602941176470589,2.0202020202020203,0.3476190476190476,0.3333333333333333,0.0,181.436948,75.0,20.512820512820515,fruit,51.522140580000006,27.63429392412,59.946121580219994,2.191448830969231,0.8122461538732111,2.5786048275725153,53.713589410969234,28.446540077993212,62.52472640779251,1.1814628386596384,3.0377273191813807,16.651212717400462,0.26856794705484616,0.21473267330556245,0.4833006203604086,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.18759769865739348,0.07350246733846152,0.44101480403076915,1.721732634426624,6.118504029859026e-05,0.015609519868544617,0.06535657563494923,0.0009372408443549969,0.0014489930140449848,0.0022750683737365485,1.6494243851066667e-05,True
28,costa,(all provinces confounded),MAIZ DURO CHOCLO (CHOCLO),transitory,2024-04-01,2024-04-01,0.0,1.125,2206.493155398265,10000.0,aspersi?n,SACO,CHOCLO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,200.0,172.95531610526314,0.00362873896,66.66666666666667,270.83333333333337,0.0,0.6666666666666666,1.255050505050505,2.5,1.5,0.0,1666.6666666666667,0.0,0.0,cereal,88.80480747578947,13.092712611756966,58.107,14.41666666666667,5.114030674773023,17.83792240416291,103.22147414245615,18.20674328652999,75.94492240416291,2.823302862420497,5.805633382715105,31.998656984161403,0.5161073707122807,0.42459232286270177,0.9406996935749825,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.18520283860807005,0.0735,0.44099999999999995,1.7193205030080696,0.00024047499999999998,0.06528333333333333,0.292975,0.0025175666666666665,0.005383666666666667,0.00784075,0.00012550000000000001,True
1508,costa,(all provinces confounded),MAIZ DURO SECO (GRANO SECO),transitory,2024-01-01,2024-06-01,5.0,2.2716000000000003,4545.454545454533,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,185.16483516483515,150.0,100.0,71.42857142857143,250.0,0.0,1.0,2.0,1.0909090909090908,2.1258503401360542,45.45454545454545,566.9904625,375.0,1.7142857142857144,cereal,78.77472527472528,31.75889010989011,58.63151373626373,7.666631786339287,2.9513560969458172,9.042720080813835,86.44135706106456,34.710246206835926,67.67423381707756,2.1256142150817463,4.875649477615528,26.796820688930016,0.43220678530532286,0.35041331958122196,0.7826201048865449,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.19041852622227948,0.073500206199,0.441001237194,1.7245376340152794,0.00020641536173895538,0.04793069498755357,0.17046855237913394,0.003990797487510464,0.005238421163396072,0.008453782299165267,5.554354254053572e-05,True
11,costa,(all provinces confounded),MAIZ SUAVE CHOCLO (CHOCLO),transitory,2024-09-01,2024-11-01,2.0,0.2,1136.363636363635,7500.0,aspersi?n,ALMUD,CHOCLO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,70.86167800453515,125.0,0.0,0.0,90.718474,0.0,0.7086167800453514,1.25,0.7086167800453514,2.1258503401360542,103.11050008592532,836.9859208333334,0.0,0.0,cereal,53.12925170068027,4.638605442176871,8.823341836734693,7.239928215208335,2.5682230040968865,8.958053945521105,60.36917991588861,7.206828446273757,17.7813957822558,1.5866514795078739,3.3991636008863644,18.71444577392547,0.301845899579443,0.24692897667955374,0.5487748762589968,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1792765850095371,0.0735,0.44099999999999995,1.7133942494095367,0.0001207645135874375,0.032784738519041665,0.1471295700936875,0.0012643007128555835,0.0027036319214758333,0.003937558415264375,6.302503983875e-05,True
42,costa,(all provinces confounded),MAIZ SUAVE SECO (GRANO SECO),transitory,2023-12-01,2024-08-01,8.0,0.155,454.5454545454546,0.0,sin riego,QUINTAL,MAZORCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,500.0,188.99682083333332,388.79346,0.0,0.0,0.0,3.928571428571429,4.0,1.1883346465384614,0.0,1.3533057851239645,815.5939729807692,0.0,0.0,cereal,139.25891908333335,109.0812596748,62.25749999999999,7.0548878662836545,2.502583557590192,8.72910120200034,146.313806949617,111.58384323239018,70.98660120200033,3.27706647902778,8.271254992429725,45.35728015438127,0.731569034748085,0.5861937562545391,1.317762791002624,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.22491281172061642,0.0735,0.44099999999999995,1.7590304761206164,0.00011767797639153027,0.03194681592165673,0.1433691865404245,0.0012319873199463712,0.0026345316515224808,0.003836921066189379,6.141422616545192e-05,True
66,costa,(all provinces confounded),MANGO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,3.99,7714.285714285712,0.0,sin riego,CAJA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,100.16722408026754,40.64455569461828,12.76595744680851,15.30839477408523,25.75,0.0,0.925531914893617,1.0,0.65,0.3833333333333333,0.0,316.5748693361905,80.32128514056224,0.0,fruit,28.84423254821035,9.06392521169857,20.0968210075354,3.3287340655411803,1.2306548286808932,4.0245394280178735,32.17296661375153,10.294580040379461,24.121360435553274,0.8168887122092999,1.8131992873500506,9.973619650262973,0.16086483306875762,0.1309778369810017,0.29184267004975933,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.17981542841625806,0.0735,0.44099999999999995,1.7139330928162577,7.218302911855778e-05,0.01784843040298292,0.070462406578953,0.0011488817340507837,0.0017490258457410074,0.0027238909653337813,2.6585477219248073e-05,True
42,costa,(all provinces confounded),MANI,transitory,2024-01-01,2024-05-01,4.0,1.0,836.363636363636,0.0,sin riego,QUINTAL,GRANO DESCASCARADO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2647.992,150.0,150.0,0.0,0.0,78.69257033333334,0.0,1.0,2.0,1.0,2.0,12.121212121212118,0.0,7.25747792,2.0,oilseed,73.5,9.819,18.677249999999997,0.060242462712,0.024735757256629052,0.06164527325679671,73.560242462712,9.84373575725663,18.738895273256794,1.4586747210627238,4.1693515259301535,22.80367516344072,0.36780121231356,0.2906334414090854,0.6584346537226454,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.17929781721249996,0.07350024056549999,0.44100144339299996,1.7134171655709998,3.3949677136e-06,0.0008252747273136,0.00325246399413496,6.4199940632e-05,8.363663030848001e-05,0.00013775124580630798,2.742420322536e-07,True
132,costa,(all provinces confounded),MARACUYÁ (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,1.0,4363.636363636359,0.0,sin riego,QUINTAL,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,141.7233560090703,100.0,0.0,45.359237,81.21827411167513,0.0,1.5,2.0,1.0,0.1385770975056689,0.0,1837.0490985,40.5,16.0,fruit,55.25850340136054,9.277210884353742,40.23830525368938,16.243349702025,5.7780396196158765,20.015534328588256,71.50185310338554,15.055250503969619,60.253839582277635,2.2946829960818667,4.001979836639735,22.165574462049516,0.35750926551692774,0.3014370389097421,0.6589463044266699,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.18400704831832115,0.07350192452399999,0.4410115471439999,1.718138184386321,0.0002864236291770724,0.07736832818824499,0.34570690852982244,0.0031419111452481896,0.0064443179979747,0.009474411893938323,0.00013992309961704998,True
42,costa,(all provinces confounded),NARANJA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,1.0,4161.11611161116,0.0,sin riego,LIBRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,130.03237958333332,113.3980925,126.66666666666669,135.39707359735974,0.0,0.0,1.0,1.1904761904761905,17.857142857142858,0.0,0.0,317.514659,723.3046296952516,0.7863274064990804,fruit,58.0602083875,33.386719567525006,83.62684821971973,8.065503658162521,3.309551946899293,9.130035181698954,66.12571204566252,36.696271514424296,92.75688340141869,1.7452724388640994,3.722868899001821,20.49897073415538,0.3306285602283126,0.2706332018604171,0.6012617620887297,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.19045996233653606,0.07350009458162285,0.4410005674897371,1.724578288807896,0.00028489629407649756,0.06162972573844102,0.18996264764419624,0.006520627640292909,0.007574279869124148,0.012621604619904294,4.8659710937710574e-05,True
18,costa,(all provinces confounded),ORITO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,1.0,4462.809917355373,0.0,sin riego,OTRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,146.34146341463415,40.0,60.0,0.0,0.0,0.0,,2.0,,0.0,0.0,362.873896,0.0,0.0,fruit,35.55121951219512,21.36231219512195,18.221707317073168,3.1388592004000007,1.1134489411310373,3.883749839606569,38.69007871259512,22.475761136252988,22.105457156679737,0.9355450535269273,2.183196946372204,11.993924400904486,0.19345039356297558,0.15649827617921871,0.3499486697421943,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1853202794088555,0.0735,0.44099999999999995,1.7194379438088552,5.235726008436e-05,0.01421377050632,0.06378778780836,0.00054813553486384,0.0011721552588592,0.0017071221000371996,2.73244043688e-05,True
403,costa,(all provinces confounded),OTROS PERMANENTES,permanent,2024-01-01,2024-12-01,11.0,2.0,3508.2367297132414,0.0,sin riego,LIBRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,150.0,112.5,77.5,105.0,0.0,0.0,1.0,1.8928571428571428,1.4586167800453516,0.0,0.0,317.514659,160.0,50.0,fruit,60.75,25.03845,70.97354999999999,4.09500180035,1.5234650042896574,4.769586387255749,64.84500180035,26.56191500428966,75.74313638725573,1.5048277684501217,3.662714411409863,20.101950558108502,0.32422500900175005,0.260928909217792,0.585153918219542,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.18685692403305343,0.0735060141375,0.441036084825,1.7210166873955535,0.000123612602573815,0.03161484919303,0.133172394332315,0.00190561859300586,0.0029226758515018,0.00460801583753255,3.00316538227e-05,True
63,costa,(all provinces confounded),OTROS TRANSITORIOS,transitory,2024-07-01,2024-12-01,5.0,1.0,5797.773654916525,5357.142857142857,sin riego,SACO,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2216.2455,200.0,125.12531328320802,0.0,125.0,200.0,0.0,2.4319419237749544,1.2406015037593985,1.5,2.0,8.658008658008667,190.9407881333333,13.6077711,24.0,cereal,72.54260651629073,13.092,87.16049999999998,1.8344549349383334,0.6455214234037014,2.2012008773637595,74.37706145122907,13.737521423403702,89.36170087736375,1.5709552511558675,4.21009222809119,23.05688904988101,0.3718853072561453,0.2959357050062326,0.667821012262378,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.18126445699997906,0.073502886786,0.441017320716,1.7154023289019789,4.4040456078818e-05,0.012398165784895665,0.05904214643102104,0.0004452485867919253,0.0009558456156566932,0.001421829976620687,1.51552951569155e-05,True
424,costa,(all provinces confounded),PALMA AFRICANA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,35.0,15000.0,0.0,sin riego,TONELADA METR.,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,567.9936,353.57142857142856,63.49206349206349,56.46274029555556,50.0,200.0,0.0,0.5,1.5721092994016428,0.1209262954229397,0.2418525908458794,0.0,600.0,2538.0643464671607,376.9230769230769,oilseed,74.62301587301587,34.232938653526915,68.92794642857143,25.145157561918246,10.280453249752691,27.31076875243648,99.76817343493411,44.513391903279604,96.2387151810079,3.336203752811245,5.576283464227105,30.928133764829575,0.4988408671746706,0.4235041194154341,0.9223449865901047,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.19196564152539458,0.07354533734423076,0.44127202406538457,1.7264006673350099,0.0011125937727957014,0.25841659692855984,0.934270170744764,0.022777622831462327,0.028284681641756692,0.04677174379667447,0.00013689449097090925,True
17,costa,(all provinces confounded),PALMITO (TALLO FRESCO),permanent,2024-01-01,2024-12-01,11.0,10.0,4297.520661157025,0.0,sin riego,LIBRA,TALLO FRESCO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,175.0,0.0,0.0,0.0,0.0,0.0,0.5625,1.8888888888888888,,0.0,0.0,92.5925925925926,600.0,0.0606060606060606,fruit,26.25,11.4555,21.790124999999996,5.211135016835017,2.2209044159924405,5.744406877847436,31.461135016835016,13.67640441599244,27.53453187784743,0.9047856471804316,1.7669541157235042,9.752951855218855,0.1573056750841751,0.13036851128619528,0.28767418637037034,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.18026044071222067,0.07350000728986363,0.4410000437391818,1.714378156141266,0.00021139002525252524,0.04433494276094277,0.1269896888888889,0.005149973905723905,0.005726038047138048,0.009658706161616163,2.74960101010101e-05,True
7,costa,(all provinces confounded),PAPA,transitory,2024-03-01,2024-07-01,4.0,0.08,2272.727272727275,9230.76923076923,aspersi?n,QUINTAL,TUBERCULO FRESCO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,5272.5,49.13917341666667,0.0,0.0,0.0,0.0,518.39128,1.41747615625,,2.380952380952381,1.133980925,14.069264069264074,680.3885549999999,0.0,0.0,cereal,7.3708760125,3.2166502918550006,6.11856417797625,5.88536100075,2.0877167646206947,7.282030949262316,13.25623701325,5.304367056475695,13.400595127238565,0.5811231733816106,0.7329522350880416,4.1094334741075,0.06628118506625,0.059248008573214994,0.125529193639465,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.17823403667172963,0.0735,0.44099999999999995,1.7123517010717295,9.816986265817497e-05,0.026650819699349994,0.11960210214067497,0.0010277541278697,0.0021977911103609996,0.003200853937569749,5.123325819149999e-05,True
37,costa,(all provinces confounded),PIÑA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,20.5,66216.89155422288,13846.153846153846,aspersi?n,CAJA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,283.4467120181406,616.6603773584906,162.14470284237726,850.0,1599.9773909111464,0.0,4.0,9.991437745272922,2.31436948,4.567035948451278,0.0,2971.428571428572,2000.0,60.0,fruit,252.1815351046079,50.396398512893526,458.64436734693874,40.60985714285715,15.612701877309618,47.771267091993316,292.79139224746507,66.00910039020314,506.41563443893205,7.99303865367264,16.468774359988867,90.76533159671418,1.4639569612373253,1.2040395322346298,2.6679964934719553,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.2050864535770368,0.07350721696500001,0.44104330179000006,1.7392546367320367,0.0011187325714285714,0.2620408571428572,0.9486035714285714,0.021296461714285713,0.02822630857142857,0.04550598714285715,0.0002929385714285715,True
