Crop,Category,Irrigated_area_ha__minValue,Irrigated_area_ha__maxValue,Electricity_kWh_ha__minValue,Electricity_kWh_ha__maxValue,Manure_kgha__minValue,Manure_kgha__maxValue,Urea_kgha__minValue,Urea_kgha__maxValue,MAP_kgha__minValue,MAP_kgha__maxValue,UAN_kgha__minValue,UAN_kgha__maxValue,CAN_kgha__minValue,CAN_kgha__maxValue,Compost_kg_ha__minValue,Compost_kg_ha__maxValue,Digestate_kg_ha__minValue,Digestate_kg_ha__maxValue,Acaricide_kgha__minValue,Acaricide_kgha__maxValue,Biocide_NE_kgha__minValue,Biocide_NE_kgha__maxValue,Seed_share_pct__minValue,Seed_share_pct__maxValue,Manure_type__minValue,Manure_type__maxValue,count__minValue,count__maxValue,Region__minValue,Region__maxValue,Province__minValue,Province__maxValue,Seeding_date__minValue,Seeding_date__maxValue,Harvest_date__minValue,Harvest_date__maxValue,Cycle_length_months__minValue,Cycle_length_months__maxValue,Area_ha__minValue,Area_ha__maxValue,Yield_kgha__minValue,Yield_kgha__maxValue,Irrig_m3__minValue,Irrig_m3__maxValue,Irrig_equipment__minValue,Irrig_equipment__maxValue,Packaging_type1__minValue,Packaging_type1__maxValue,Packaging_type2__minValue,Packaging_type2__maxValue,Fuel_type__minValue,Fuel_type__maxValue,Fuel_unit__minValue,Fuel_unit__maxValue,Fuel_ha__minValue,Fuel_ha__maxValue,NPK_kgha__minValue,NPK_kgha__maxValue,AN_kgha__minValue,AN_kgha__maxValue,AP_kgha__minValue,AP_kgha__maxValue,AS_kgha__minValue,AS_kgha__maxValue,Total_fert_min_kgha__minValue,Total_fert_min_kgha__maxValue,Total_fert_org_kgha__minValue,Total_fert_org_kgha__maxValue,Insecticide_kgha__minValue,Insecticide_kgha__maxValue,Herbicide_kgha__minValue,Herbicide_kgha__maxValue,Fungicide_kgha__minValue,Fungicide_kgha__maxValue,Total_pesticides_kgha__minValue,Total_pesticides_kgha__maxValue,Seed_kgha__minValue,Seed_kgha__maxValue,Organic_estiercol_kgha__minValue,Organic_estiercol_kgha__maxValue,Organic_fermentado_kgha__minValue,Organic_fermentado_kgha__maxValue,Organic_liquido_kgha__minValue,Organic_liquido_kgha__maxValue,Irrig_lake_m3__minValue,Irrig_lake_m3__maxValue,Irrig_river_m3__minValue,Irrig_river_m3__maxValue,Irrig_well_m3__minValue,Irrig_well_m3__maxValue,Irrigation_source__minValue,Irrigation_source__maxValue,Source_module__minValue,Source_module__maxValue,Output_basis__minValue,Output_basis__maxValue,Yield_data_status__minValue,Yield_data_status__maxValue,Yield_basis_note__minValue,Yield_basis_note__maxValue
"PAPA CHINA, PELMA",transitory,0.81,0.81,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,,,44.0,44.0,,,,,,,,,10.0,10.0,0.25,0.25,2121.2121212121197,2121.2121212121197,,,,,,,,,,,,,0.0,0.0,,,179.0496197368421,179.0496197368421,,,,,0.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,7.324561403508772,7.324561403508772,1.6666666666666667,1.6666666666666667,0.0,0.0,26.515151515151516,26.515151515151516,3779.936416666667,3779.936416666667,,,83.33333333333334,83.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
PAPAYA,transitory,2.5,2.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,,,2.0,2.0,1.5,1.5,2666.6666666666665,2666.6666666666665,,,,,,,,,,,,,371.355,371.355,120.95796533333333,120.95796533333333,60.47898266666667,60.47898266666667,,,151.19745666666668,151.19745666666668,332.6344046666666,332.6344046666666,0.0,0.0,2.0,2.0,2.6666666666666665,2.6666666666666665,0.6666666666666666,0.6666666666666666,5.333333333333333,5.333333333333333,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
PASTO AZUL,transitory,0.20500000000000002,0.20500000000000002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,2.0,2.0,,,,,,,,,7.0,7.0,0.20500000000000002,0.20500000000000002,17875.180375180367,17875.180375180367,,,,,,,,,,,,,1671.0975,1671.0975,323.99454999999995,323.99454999999995,,,,,,,161.99727499999997,161.99727499999997,0.0,0.0,2.857142857142857,2.857142857142857,,,14.285714285714285,14.285714285714285,8.571428571428571,8.571428571428571,58.44155844155843,58.44155844155843,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
PEPINILLO,transitory,0.01,0.01,0.0,0.0,9071.8474,9071.8474,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,29.0,29.0,,,,,,,,,4.0,4.0,0.01,0.01,4545.45454545455,4545.45454545455,7500.0,7500.0,,,,,,,,,,,371.355,371.355,226.79618499999998,226.79618499999998,226.79618500000004,226.79618500000004,251.9957611111111,251.9957611111111,50.0,50.0,0.0,0.0,9071.8474,9071.8474,6.259978805555556,6.259978805555556,2.7777777777777777,2.7777777777777777,12.142857142857142,12.142857142857142,0.0,0.0,,,4535.9237,4535.9237,4535.9237,4535.9237,111.11111111111111,111.11111111111111,0.0,0.0,7500.0,7500.0,0.0,0.0,,,,,,,,,,
PEREJIL,transitory,0.03,0.03,0.0,0.0,4535.9237,4535.9237,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,70.0,70.0,,,,,,,,,4.0,4.0,0.01,0.01,1363.636363636364,1363.636363636364,10434.782608695654,10434.782608695654,,,,,,,,,,,371.355,371.355,151.19745666666668,151.19745666666668,129.59782,129.59782,,,,,0.0,0.0,4367.926525925926,4367.926525925926,15.0,15.0,6.428571428571428,6.428571428571428,34.01942775,34.01942775,0.0,0.0,,,4535.9237,4535.9237,4535.9237,4535.9237,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
PIMIENTO,transitory,0.21,0.21,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,,,80.0,80.0,,,,,,,,,11.0,11.0,0.25,0.25,8634.421134421133,8634.421134421133,7500.0,7500.0,,,,,,,,,,,866.495,866.495,194.39673,194.39673,129.59781999999998,129.59781999999998,94.49841041666667,94.49841041666667,45.359237,45.359237,250.0,250.0,0.0,0.0,1.7857142857142856,1.7857142857142856,1.78125,1.78125,2.15718474,2.15718474,2.0,2.0,21.8181818181818,21.8181818181818,4319.927333333334,4319.927333333334,,,111.11111111111111,111.11111111111111,0.0,0.0,7500.0,7500.0,0.0,0.0,,,,,,,,,,
PLANTAS MEDICINALES,transitory,0.035,0.035,0.0,0.0,4535.9237,4535.9237,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,36.0,36.0,,,,,,,,,2.0,2.0,0.01,0.01,1136.3636363636401,1136.3636363636401,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,4535.9237,4535.9237,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
RABANO,transitory,0.01,0.01,0.0,0.0,9071.8474,9071.8474,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,19.0,19.0,,,,,,,,,4.0,4.0,0.01,0.01,1363.6363636363626,1363.6363636363626,7500.0,7500.0,,,,,,,,,,,371.355,371.355,,,,,,,,,0.0,0.0,9071.8474,9071.8474,,,,,,,0.0,0.0,,,4535.9237,4535.9237,4535.9237,4535.9237,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
RAIGRAS,transitory,0.43,0.43,0.0,0.0,590.3671142473117,590.3671142473117,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,4.0,4.0,,,,,,,,,7.0,7.0,0.45,0.45,4193.548387096778,4193.548387096778,,,,,,,,,,,,,0.0,0.0,250.0,250.0,,,,,,,238.3980925,238.3980925,590.3671142473117,590.3671142473117,1.118951612903226,1.118951612903226,,,0.625,0.625,0.625,0.625,227.27272727272737,227.27272727272737,1115.6909100806452,1115.6909100806452,,,83.33333333333334,83.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
REMOLACHA,transitory,0.18,0.18,0.0,0.0,4389.603580645161,4389.603580645161,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,87.0,87.0,,,,,,,,,4.0,4.0,0.18,0.18,4848.484848484846,4848.484848484846,10434.782608695654,10434.782608695654,,,,,,,,,,,2475.7000000000003,2475.7000000000003,116.3057358974359,116.3057358974359,246.80761308823529,246.80761308823529,,,226.79618499999998,226.79618499999998,74.3594049180328,74.3594049180328,4389.603580645161,4389.603580645161,2.7777777777777777,2.7777777777777777,2.3333333333333335,2.3333333333333335,2.564102564102564,2.564102564102564,5.555555555555555,5.555555555555555,,,4389.603580645161,4389.603580645161,4535.9237,4535.9237,,,0.0,0.0,10434.782608695654,10434.782608695654,0.0,0.0,,,,,,,,,,
SANDIA,transitory,5.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,10.0,10.0,,,,,,,,,6.0,6.0,1.5,1.5,20606.060606060615,20606.060606060615,7500.0,7500.0,,,,,,,,,,,1423.5275000000001,1423.5275000000001,300.0,300.0,200.0,200.0,,,100.0,100.0,400.0,400.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,3.5,3.5,,,,,,,,,0.0,0.0,3750.0,3750.0,0.0,0.0,,,,,,,,,,
SUQUINI (ZUCHINI),transitory,0.01,0.01,0.0,0.0,9071.8474,9071.8474,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,16.0,16.0,,,,,,,,,4.0,4.0,0.01,0.01,2272.7272727272702,2272.7272727272702,7500.0,7500.0,,,,,,,,,,,371.355,371.355,,,,,,,,,0.0,0.0,9071.8474,9071.8474,,,,,,,0.0,0.0,,,4535.9237,4535.9237,4535.9237,4535.9237,100.0,100.0,0.0,0.0,7500.0,7500.0,0.0,0.0,,,,,,,,,,
TOMATILLO,transitory,0.035,0.035,0.0,0.0,4535.9237,4535.9237,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,4.0,4.0,,,,,,,,,11.0,11.0,0.035,0.035,30303.030303030297,30303.030303030297,7500.0,7500.0,,,,,,,,,,,371.355,371.355,,,,,,,,,0.0,0.0,4535.9237,4535.9237,,,,,,,0.0,0.0,,,4535.9237,4535.9237,,,,,0.0,0.0,7500.0,7500.0,0.0,0.0,,,,,,,,,,
VAINITA,transitory,0.01,0.01,0.0,0.0,9071.8474,9071.8474,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,24.0,24.0,,,,,,,,,4.0,4.0,0.01,0.01,4040.4040404040443,4040.4040404040443,7500.0,7500.0,,,,,,,,,,,371.355,371.355,133.33333333333334,133.33333333333334,,,,,,,0.0,0.0,9071.8474,9071.8474,11.11111111111111,11.11111111111111,,,25.0,25.0,0.0,0.0,,,4535.9237,4535.9237,4535.9237,4535.9237,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
VICIA FORRAJERA,transitory,0.08,0.08,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,14.0,14.0,,,,,,,,,9.0,9.0,0.225,0.225,2535.3535353535335,2535.3535353535335,10434.782608695654,10434.782608695654,,,,,,,,,,,0.0,0.0,,,102.05828324999999,102.05828324999999,,,,,0.0,0.0,0.0,0.0,1.1944444444444444,1.1944444444444444,2.8349523125,2.8349523125,0.5882352941176471,0.5882352941176471,0.6666666666666666,0.6666666666666666,,,1649.4268,1649.4268,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
VIVEROS TRANSITORIOS,transitory,0.06,0.06,0.0,0.0,1700.9713875,1700.9713875,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,,,15.0,15.0,,,,,,,,,9.0,9.0,0.05,0.05,946.9696969696963,946.9696969696963,0.0,0.0,,,,,,,,,,,0.0,0.0,25.34304720833334,25.34304720833334,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,50.34304720833334,50.34304720833334,0.0,0.0,1.4166666666666667,1.4166666666666667,,,25.0,25.0,0.0,0.0,13.25757575757575,13.25757575757575,3401.942775,3401.942775,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
ZANAHORIA AMARILLA,transitory,0.025,0.025,0.0,0.0,1133.980925,1133.980925,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,55.0,55.0,,,,,,,,,2.0,2.0,0.02,0.02,4545.45454545455,4545.45454545455,10434.782608695654,10434.782608695654,,,,,,,,,,,371.355,371.355,266.8190411764706,266.8190411764706,,,45.359237,45.359237,,,0.0,0.0,1133.980925,1133.980925,10.0,10.0,2.7777777777777777,2.7777777777777777,1.6666666666666667,1.6666666666666667,2.0,2.0,,,4535.9237,4535.9237,4535.9237,4535.9237,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
ZANAHORIA BLANCA,transitory,5.25,5.25,0.0,0.0,445.359237,445.359237,,,,,,,,,,,,,0.0,0.0,0.5,0.5,0.2,0.2,,,7.0,7.0,,,,,,,,,10.0,10.0,0.29,0.29,19829.5454545455,19829.5454545455,7500.0,7500.0,,,,,,,,,,,0.0,0.0,142.5,142.5,,,,,,,124.19904625000001,124.19904625000001,0.0,0.0,2.31436948,2.31436948,1.0,1.0,1.0,1.0,0.625,0.625,2.7272727272727297,2.7272727272727297,1814.3694800000003,1814.3694800000003,,,800.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
ZAPALLO (CALABAZA),transitory,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,8.0,8.0,,,,,,,,,4.0,4.0,0.64,0.64,1681.8181818181774,1681.8181818181774,7500.0,7500.0,,,,,,,,,,,0.0,0.0,83.15860116666667,83.15860116666667,,,,,,,73.23626807291667,73.23626807291667,0.0,0.0,5.758513931888545,5.758513931888545,1.776315789473684,1.776315789473684,1.875,1.875,3.854166666666667,3.854166666666667,,,,,,,4.2105263157894735,4.2105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
