Region,Product,System,count__minValue,count__maxValue,Area_ha__minValue,Area_ha__maxValue,Animals_total_head__minValue,Animals_total_head__maxValue,Producing_animals_head__minValue,Producing_animals_head__maxValue,Animals_sold_head__minValue,Animals_sold_head__maxValue,Pasture_share_pct__minValue,Pasture_share_pct__maxValue,Supplement_share_pct__minValue,Supplement_share_pct__maxValue,Common_feed_share_pct__minValue,Common_feed_share_pct__maxValue,Waste_feed_share_pct__minValue,Waste_feed_share_pct__maxValue,Intake_assumption_kg_head_day__minValue,Intake_assumption_kg_head_day__maxValue,Pasture_feed_kg_head_day__minValue,Pasture_feed_kg_head_day__maxValue,Supplement_feed_kg_head_day__minValue,Supplement_feed_kg_head_day__maxValue,Common_feed_kg_head_day__minValue,Common_feed_kg_head_day__maxValue,Waste_feed_kg_head_day__minValue,Waste_feed_kg_head_day__maxValue,Unallocated_feed_share_pct__minValue,Unallocated_feed_share_pct__maxValue,Unallocated_feed_kg_head_day__minValue,Unallocated_feed_kg_head_day__maxValue,Total_feed_kg_head_day__minValue,Total_feed_kg_head_day__maxValue,Vaccinated_head__minValue,Vaccinated_head__maxValue,Vaccination_share_pct__minValue,Vaccination_share_pct__maxValue,Milk_output_l_day__minValue,Milk_output_l_day__maxValue,Milk_sales_l_7d__minValue,Milk_sales_l_7d__maxValue,Milk_yield_l_head_day__minValue,Milk_yield_l_head_day__maxValue,Proxy_total_feed_kg_head_day__minValue,Proxy_total_feed_kg_head_day__maxValue,Proxy_body_weight_kg__minValue,Proxy_body_weight_kg__maxValue,Proxy_forage_share_pct__minValue,Proxy_forage_share_pct__maxValue,Proxy_tree_forage_share_pct__minValue,Proxy_tree_forage_share_pct__maxValue,Proxy_compound_feed_share_pct__minValue,Proxy_compound_feed_share_pct__maxValue,Proxy_mineral_share_pct__minValue,Proxy_mineral_share_pct__maxValue,Proxy_forage_kg_head_day__minValue,Proxy_forage_kg_head_day__maxValue,Proxy_tree_forage_kg_head_day__minValue,Proxy_tree_forage_kg_head_day__maxValue,Proxy_compound_feed_kg_head_day__minValue,Proxy_compound_feed_kg_head_day__maxValue,Proxy_mineral_kg_head_day__minValue,Proxy_mineral_kg_head_day__maxValue,Egg_output_reported__minValue,Egg_output_reported__maxValue,Egg_sales_reported__minValue,Egg_sales_reported__maxValue,Eggs_per_head_reported__minValue,Eggs_per_head_reported__maxValue,Birds_sold_head__minValue,Birds_sold_head__maxValue,Birds_consumed_head__minValue,Birds_consumed_head__maxValue,Animals_emission_basis_head__minValue,Animals_emission_basis_head__maxValue,Headcount_emissions_basis_head__minValue,Headcount_emissions_basis_head__maxValue,kgCH4_enteric_yr__minValue,kgCH4_enteric_yr__maxValue,kgCH4_manure_mgmt_yr__minValue,kgCH4_manure_mgmt_yr__maxValue,kgCH4_livestock_total_yr__minValue,kgCH4_livestock_total_yr__maxValue,kgNH3_manure_mgmt_total_yr__minValue,kgNH3_manure_mgmt_total_yr__maxValue,kgNH3_manure_housing_storage_yard_yr__minValue,kgNH3_manure_housing_storage_yard_yr__maxValue,kgNH3_manure_application_yr__minValue,kgNH3_manure_application_yr__maxValue,kgNH3_grazing_yr__minValue,kgNH3_grazing_yr__maxValue,kgNOx_manure_mgmt_as_NO2_yr__minValue,kgNOx_manure_mgmt_as_NO2_yr__maxValue,kgNexcretion_manure_yr__minValue,kgNexcretion_manure_yr__maxValue,kgVS_manure_yr__minValue,kgVS_manure_yr__maxValue,FracGasMS_weighted__minValue,FracGasMS_weighted__maxValue,FracLeachMS_weighted__minValue,FracLeachMS_weighted__maxValue,EF3_manure_direct_weighted__minValue,EF3_manure_direct_weighted__maxValue,kgN2ON_manure_mgmt_direct_yr__minValue,kgN2ON_manure_mgmt_direct_yr__maxValue,kgN2ON_manure_mgmt_indirect_yr__minValue,kgN2ON_manure_mgmt_indirect_yr__maxValue,kgN2ON_manure_mgmt_total_yr__minValue,kgN2ON_manure_mgmt_total_yr__maxValue,kgN2O_manure_mgmt_direct_yr__minValue,kgN2O_manure_mgmt_direct_yr__maxValue,kgN2O_manure_mgmt_indirect_yr__minValue,kgN2O_manure_mgmt_indirect_yr__maxValue,kgN2O_manure_mgmt_total_yr__minValue,kgN2O_manure_mgmt_total_yr__maxValue,kgN2_manure_mgmt_yr__minValue,kgN2_manure_mgmt_yr__maxValue,kgN_manure_after_management_yr__minValue,kgN_manure_after_management_yr__maxValue,Representative_live_weight_kg,Animals_total_live_weight_kg,Producing_animals_live_weight_kg,Animals_sold_live_weight_kg
Oriente,horse_live,(all holdings),359,359,0.5,8000.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75,6.75,450.0,450.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,6.75,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,10.0,1.0,10.0,18.0,180.0,1.6046568,16.046568,19.6046568,196.046568,15.8,158.0,7.0,70.0,2.7,27.0,6.1,61.0,0.25,2.5,41.3,413.0,777.4499999999999,7774.499999999999,0.0175,0.0175,0.00105,0.00105,0.0023,0.0023,0.0949899999999999,0.9499,0.006981765,0.06981765,0.1019717649999999,1.01971765,0.1492699999999999,1.4927,0.0109713449999999,0.10971345,0.1602413449999999,1.60241345,0.2849699999999999,2.8497,40.153925,401.53925,312.0,,,
Oriente,milk,(unknown),4,4,2.0,44.99,4.0,30.0,2.0,15.0,,,90.0,99.0,1.0,10.0,,,,,10.0,10.0,9.0,9.9,0.1,1.0,,,,,0.0,0.0,0.0,0.0,10.0,10.0,6.0,30.0,68.0,100.0,120.0,120.0,700.0,700.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,30.0,4.0,30.0,216.0,1620.0,3.7971066800000006,28.47830010000001,219.79710668,1648.4783001,40.0,300.0,22.8,171.0,8.8,66.0,8.0,60.0,0.868,6.51,176.8,1326.0,4937.72,37032.9,0.0216,0.0216,0.00175,0.00175,0.0013,0.0013,0.22984,1.7238,0.03777332,0.2832999,0.26761332,2.0070999,0.3611771428571429,2.708828571428572,0.0593580742857142,0.4451855571428572,0.4205352171428572,3.1540141285714287,0.68952,5.1714,171.75236,1288.1427,400.0,,,
Oriente,milk,beef,262,262,0.2,332.5,1.0,178.0,1.0,60.0,,,30.0,100.0,1.0,70.0,,,,,8.0,8.0,2.4,8.0,0.08,5.6,,,,,0.0,0.0,0.0,0.0,8.0,8.0,1.0,176.0,23.07692307692308,200.0,0.0,130.0,0.0,900.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,178.0,1.0,178.0,54.0,9612.0,0.9492766700000002,168.97124726,54.94927667,9780.97124726,10.0,1780.0,5.7,1014.6,2.2,391.6,2.0,356.0,0.217,38.626,44.2,7867.6,1234.43,219728.54,0.0216,0.0216,0.00175,0.00175,0.0013,0.0013,0.05746,10.22788,0.00944333,1.68091274,0.06690333,11.90879274,0.0902942857142857,16.07238285714286,0.0148395185714285,2.6414343057142857,0.1051338042857143,18.713817162857143,0.17238,30.683640000000004,42.93809,7642.980020000001,400.0,,,
Oriente,milk,dairy,116,116,0.8,100.0,1.0,129.0,1.0,50.0,,,50.0,100.0,1.0,50.0,,,,,12.0,12.0,6.0,12.0,0.12,6.0,,,,,0.0,0.0,0.0,0.0,12.0,12.0,1.0,76.0,40.0,150.0,0.0,640.0,28.0,4130.0,0.0,14.285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,129.0,1.0,129.0,87.0,11223.0,1.6463952800000003,212.38499112,88.64639528000001,11435.38499112,26.4,3405.6,16.1,2076.9,6.0,774.0,4.4,567.6,0.752,97.008,57.3,7391.7,1362.91,175815.38999999998,0.121,0.121,0.0133,0.0133,0.0081,0.0081,0.4641299999999999,59.87277,0.07078269,9.13096701,0.53491269,69.00373701,0.7293471428571427,94.08578142857142,0.1112299414285714,14.348662444285711,0.8405770842857142,108.43444387285714,1.3923899999999998,179.61830999999998,47.74809,6159.50361,450.0,,,
Oriente,milk,dual-purpose,287,287,0.24,360.0,1.0,251.0,1.0,60.0,,,2.0,100.0,1.0,98.0,,,,,10.0,10.0,0.2,10.0,0.1,9.8,,,,,0.0,0.0,0.0,0.0,10.0,10.0,1.0,243.0,37.5,175.0,0.0,360.0,0.0,1050.0,0.0,13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,251.0,1.0,251.0,54.0,13554.0,0.9492766700000002,238.2684441700001,54.94927667,13792.26844417,10.0,2510.0,5.7,1430.7,2.2,552.2,2.0,502.0,0.217,54.467,44.2,11094.2,1234.43,309841.93000000005,0.0216,0.0216,0.00175,0.00175,0.0013,0.0013,0.05746,14.42246,0.00944333,2.37027583,0.06690333,16.79273583,0.0902942857142857,22.66386571428572,0.0148395185714285,3.724719161428572,0.1051338042857143,26.388584875714287,0.17238,43.26738,42.93809,10777.46059,400.0,,,
Oriente,mule_live,(all holdings),68,68,2.15,14996.45,1.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,350.0,350.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,97.0,1.0,97.0,10.0,970.0,0.70514496,68.39906112,10.70514496,1038.39906112,15.8,1532.6,7.0,679.0,2.7,261.90000000000003,6.1,591.6999999999999,0.25,24.25,14.2,1377.4,341.64000000000004,33139.08,0.0175,0.0175,0.00105,0.00105,0.0023,0.0023,0.0326599999999999,3.16802,0.00240051,0.23284947,0.0350605099999999,3.40086947,0.0513228571428571,4.978317142857143,0.00377223,0.36590631,0.0550950871428571,5.344223452857142,0.0979799999999999,9.50406,13.80595,1339.1771499999998,350.0,,,
Oriente,ovine_live,(all ovine),21,21,3.54,100.0,1.0,1200.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.272,1.272,60.44,60.44,78.1,78.1,21.5,21.5,0.0,0.0,0.4,0.4,0.994,0.994,0.273,0.273,0.0,0.0,0.005,0.005,,,,,,,,,,,1.0,1200.0,1.0,1200.0,5.0,6000.0,0.15312188,183.746256,5.15312188,6183.746256,1.4,1680.0,0.4,480.0,0.2,240.0,0.8,960.0,0.012,14.4,4.7,5640.0,119.72,143664.0,0.0175,0.0175,0.00105,0.00105,0.0023,0.0023,0.01081,12.972,0.000794535,0.953442,0.011604535,13.925442,0.0169871428571428,20.38457142857143,0.001248555,1.4982660000000003,0.0182356978571428,21.88283742857143,0.03243,38.916,4.569575,5483.49,60.44,,,
Oriente,swine_live,(all swine),268,268,0.21,523.5,1.0,4400.0,,,1.0,2.0,,,5.0,100.0,0.0,100.0,0.0,100.0,2.5,2.5,,,0.125,2.5,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4400.0,1.0,4400.0,1.0,4400.0,6.82021115,30008.929059999995,7.82021115,34408.929059999995,6.5,28600.0,3.7,16280.0,2.8,12320.0,0.0,0.0,0.002,8.8,14.2,62480.0,92.71,407924.0,0.332,0.332,0.00525,0.00525,0.00483,0.00483,0.068586,301.77840000000003,0.0432496499999999,190.29846,0.1118356499999999,492.07686,0.107778,474.2232,0.0679637357142857,299.0404371428571,0.1757417357142856,773.2636371428572,0.205758,905.3352,9.136705999999998,40201.5064,75.23,,,
Sierra,cattle_live,(unknown),64,64,0.01,675.0,1.0,161.0,1.0,109.0,,,50.0,100.0,1.0,50.0,,,,,10.0,10.0,5.0,10.0,0.1,5.0,,,,,0.0,0.0,0.0,0.0,10.0,10.0,1.0,150.0,44.44444444444444,159.0909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,161.0,1.0,161.0,54.0,8694.0,0.9492766700000002,152.83354387000003,54.94927667,8846.83354387,10.0,1610.0,5.7,917.7,2.2,354.20000000000005,2.0,322.0,0.217,34.937,44.2,7116.200000000001,1234.43,198743.23,0.0216,0.0216,0.00175,0.00175,0.0013,0.0013,0.05746,9.25106,0.00944333,1.5203761300000005,0.06690333,10.77143613,0.0902942857142857,14.53738,0.0148395185714285,2.3891624900000004,0.1051338042857143,16.926542490000003,0.17238,27.75318,42.93809,6913.0324900000005,400.0,,,
Sierra,cattle_live,beef,1929,1929,0.01,2928.74,1.0,1198.0,1.0,416.0,,,10.0,100.0,0.0,100.0,,,,,8.0,8.0,0.8,8.0,0.0,8.0,,,,,0.0,0.0,0.0,0.0,8.0,8.0,0.0,2400.0,0.0,1300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1198.0,1.0,1198.0,54.0,64692.0,0.9492766700000002,1137.23345066,54.94927667,65829.23345066,10.0,11980.0,5.7,6828.6,2.2,2635.6000000000004,2.0,2396.0,0.217,259.966,44.2,52951.600000000006,1234.43,1478847.14,0.0216,0.0216,0.00175,0.00175,0.0013,0.0013,0.05746,68.83708,0.00944333,11.313109340000002,0.06690333,80.15018934,0.0902942857142857,108.1725542857143,0.0148395185714285,17.777743248571433,0.1051338042857143,125.95029753428572,0.17238,206.51124,42.93809,51439.83182000001,400.0,,,
Sierra,cattle_live,dairy,4553,4553,0.01,1297.0,1.0,1925.0,0.0,1200.0,,,0.0,100.0,0.0,100.0,,,,,12.0,12.0,0.0,12.0,0.0,12.0,,,,,0.0,0.0,0.0,0.0,12.0,12.0,0.0,1925.0,0.0,2433.333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1925.0,1.0,1925.0,87.0,167475.0,1.6463952800000003,3169.310914,88.64639528000001,170644.310914,26.4,50820.0,16.1,30992.500000000004,6.0,11550.0,4.4,8470.0,0.752,1447.6,57.3,110302.5,1362.91,2623601.75,0.121,0.121,0.0133,0.0133,0.0081,0.0081,0.4641299999999999,893.45025,0.07078269,136.25667825,0.53491269,1029.70692825,0.7293471428571427,1403.99325,0.1112299414285714,214.11763725,0.8405770842857142,1618.1108872499997,1.3923899999999998,2680.35075,47.74809,91915.07325,450.0,,,
Sierra,cattle_live,dual-purpose,1911,1911,0.01,888.2,1.0,700.0,1.0,300.0,,,10.0,100.0,0.0,100.0,,,,,10.0,10.0,1.0,10.0,0.0,10.0,,,,,0.0,0.0,0.0,0.0,10.0,10.0,1.0,680.0,3.0303030303030303,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,700.0,1.0,700.0,54.0,37800.0,0.9492766700000002,664.4936690000001,54.94927667,38464.493669,10.0,7000.0,5.7,3990.0,2.2,1540.0000000000002,2.0,1400.0,0.217,151.9,44.2,30940.000000000004,1234.43,864101.0,0.0216,0.0216,0.00175,0.00175,0.0013,0.0013,0.05746,40.222,0.00944333,6.610331000000001,0.06690333,46.832331,0.0902942857142857,63.206,0.0148395185714285,10.387663000000002,0.1051338042857143,73.593663,0.17238,120.666,42.93809,30056.663000000004,400.0,,,
Sierra,donkey_live,(all holdings),837,837,0.03,3008.1,1.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.6,180.0,180.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,100.0,1.0,100.0,10.0,1000.0,0.70514496,70.514496,10.70514496,1070.514496,15.8,1580.0,7.0,700.0,2.7,270.0,6.1,610.0,0.25,25.0,14.2,1420.0,341.64000000000004,34164.0,0.0175,0.0175,0.00105,0.00105,0.0023,0.0023,0.0326599999999999,3.266,0.00240051,0.240051,0.0350605099999999,3.5060510000000003,0.0513228571428571,5.132285714285715,0.00377223,0.377223,0.0550950871428571,5.509508714285714,0.0979799999999999,9.798,13.80595,1380.595,180.0,,,
Sierra,eggs,(unknown),4,4,,,2.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081,0.081,,,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.081,0.0,0.0,,,,,,,,,,,2.0,3.0,2.0,3.0,0.0,0.0,0.9515199599999998,1.4272799399999996,0.9515199599999998,1.4272799399999996,0.96,1.44,0.64,0.96,0.3,0.4499999999999999,0.0,0.0,0.0002,0.0003,0.98,1.47,7.884,11.826,0.316,0.316,0.0,0.0,0.00042,0.00042,0.0004116,0.0006174,0.0027871199999999,0.0041806799999999,0.0031987199999999,0.0047980799999999,0.0006468,0.0009702,0.0043797599999999,0.0065696399999999,0.0050265599999999,0.0075398399999999,0.0012348,0.0018522,0.6686736,1.0030104,1.514,,,
Sierra,eggs,layers,202,202,,,0.0,756000.0,0.0,756000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081,0.081,,,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.081,0.0,0.0,210.0,4263000.0,60.0,4261200.0,0.3152548209366391,60.0,100.0,187982.0,,,0.0,756000.0,0.0,756000.0,0.0,0.0,0.0,359674.54487999994,0.0,359674.54487999994,0.0,362880.0,0.0,241920.0,0.0,113400.0,0.0,0.0,0.0,75.60000000000001,0.0,370440.0,0.0,2980152.0,0.316,0.316,0.0,0.0,0.00042,0.00042,0.0,155.5848,0.0,1053.53136,0.0,1209.11616,0.0,244.4904,0.0,1655.5492799999995,0.0,1900.03968,0.0,466.7544,0.0,252758.6208,1.514,,,
Sierra,eggs,meat poultry,6,6,,,4000.0,750000.0,4000.0,750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081,0.081,,,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.081,0.0,0.0,4500.0,2478000.0,4200.0,121260.0,0.3152548209366391,6.123,3600.0,58074.0,,,4000.0,750000.0,4000.0,750000.0,0.0,0.0,35.04,6570.0,35.04,6570.0,680.0,127500.0,520.0,97500.0,160.0,30000.0,0.0,0.0,108.0,20250.0,1680.0,315000.0,14600.0,2737500.0,0.035,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.5292,99.225,0.5292,99.225,0.0,0.0,0.8316,155.925,0.8316,155.925,0.0,0.0,1621.2,303975.0,1.514,,,
Sierra,goat_live,(all holdings),86,86,0.18,430.0,1.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.011,1.011,23.0,23.0,79.0,79.0,21.0,21.0,0.0,0.0,0.0,0.0,0.799,0.799,0.212,0.212,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,260.0,1.0,260.0,5.0,1300.0,0.172262115,44.7881499,5.172262115,1344.7881499,1.4,364.0,0.4,104.0,0.2,52.0,0.8,208.0,0.012,3.12,6.3,1638.0,134.685,35018.1,0.0175,0.0175,0.00105,0.00105,0.0023,0.0023,0.01449,3.7674,0.001065015,0.2769039,0.015555015,4.0443039,0.02277,5.9202,0.001673595,0.4351347,0.024443595,6.3553347,0.0434699999999999,11.3022,6.125175,1592.5455,23.0,,,
Sierra,horse_live,(all holdings),1991,1991,0.04,3008.1,1.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75,6.75,450.0,450.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,6.75,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,70.0,1.0,70.0,18.0,1260.0,1.6046568,112.325976,19.6046568,1372.325976,15.8,1106.0,7.0,490.0,2.7,189.0,6.1,427.0,0.25,17.5,41.3,2891.0,777.4499999999999,54421.5,0.0175,0.0175,0.00105,0.00105,0.0023,0.0023,0.0949899999999999,6.6493,0.006981765,0.48872355,0.1019717649999999,7.138023550000001,0.1492699999999999,10.4489,0.0109713449999999,0.76799415,0.1602413449999999,11.216894150000002,0.2849699999999999,19.9479,40.153925,2810.77475,312.0,,,
Sierra,milk,(unknown),45,45,0.04,675.0,1.0,161.0,1.0,109.0,,,50.0,100.0,1.0,50.0,,,,,10.0,10.0,5.0,10.0,0.1,5.0,,,,,0.0,0.0,0.0,0.0,10.0,10.0,1.0,150.0,44.44444444444444,159.0909090909091,2.0,150.0,21.0,1050.0,1.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,161.0,1.0,161.0,54.0,8694.0,0.9492766700000002,152.83354387000003,54.94927667,8846.83354387,10.0,1610.0,5.7,917.7,2.2,354.20000000000005,2.0,322.0,0.217,34.937,44.2,7116.200000000001,1234.43,198743.23,0.0216,0.0216,0.00175,0.00175,0.0013,0.0013,0.05746,9.25106,0.00944333,1.5203761300000005,0.06690333,10.77143613,0.0902942857142857,14.53738,0.0148395185714285,2.3891624900000004,0.1051338042857143,16.926542490000003,0.17238,27.75318,42.93809,6913.0324900000005,400.0,,,
Sierra,milk,beef,691,691,0.01,2928.74,1.0,1198.0,1.0,416.0,,,10.0,100.0,1.0,90.0,,,,,8.0,8.0,0.8,8.0,0.08,7.2,,,,,0.0,0.0,0.0,0.0,8.0,8.0,1.0,2400.0,16.666666666666668,960.0,0.0,350.0,0.0,2240.0,0.0,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1198.0,1.0,1198.0,54.0,64692.0,0.9492766700000002,1137.23345066,54.94927667,65829.23345066,10.0,11980.0,5.7,6828.6,2.2,2635.6000000000004,2.0,2396.0,0.217,259.966,44.2,52951.600000000006,1234.43,1478847.14,0.0216,0.0216,0.00175,0.00175,0.0013,0.0013,0.05746,68.83708,0.00944333,11.313109340000002,0.06690333,80.15018934,0.0902942857142857,108.1725542857143,0.0148395185714285,17.777743248571433,0.1051338042857143,125.95029753428572,0.17238,206.51124,42.93809,51439.83182000001,400.0,,,
Sierra,milk,dairy,4191,4191,0.01,1297.0,1.0,1925.0,1.0,800.0,,,0.0,100.0,0.0,100.0,,,,,12.0,12.0,0.0,12.0,0.0,12.0,,,,,0.0,0.0,0.0,0.0,12.0,12.0,0.0,1925.0,0.0,2433.333333333333,0.0,7200.0,0.0,90300.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1925.0,1.0,1925.0,87.0,167475.0,1.6463952800000003,3169.310914,88.64639528000001,170644.310914,26.4,50820.0,16.1,30992.500000000004,6.0,11550.0,4.4,8470.0,0.752,1447.6,57.3,110302.5,1362.91,2623601.75,0.121,0.121,0.0133,0.0133,0.0081,0.0081,0.4641299999999999,893.45025,0.07078269,136.25667825,0.53491269,1029.70692825,0.7293471428571427,1403.99325,0.1112299414285714,214.11763725,0.8405770842857142,1618.1108872499997,1.3923899999999998,2680.35075,47.74809,91915.07325,450.0,,,
Sierra,milk,dual-purpose,1680,1680,0.01,888.2,1.0,700.0,1.0,155.0,,,10.0,100.0,0.0,100.0,,,,,10.0,10.0,1.0,10.0,0.0,10.0,,,,,0.0,0.0,0.0,0.0,10.0,10.0,1.0,680.0,3.0303030303030303,266.6666666666667,0.0,1700.0,0.0,11870.0,0.0,26.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,700.0,1.0,700.0,54.0,37800.0,0.9492766700000002,664.4936690000001,54.94927667,38464.493669,10.0,7000.0,5.7,3990.0,2.2,1540.0000000000002,2.0,1400.0,0.217,151.9,44.2,30940.000000000004,1234.43,864101.0,0.0216,0.0216,0.00175,0.00175,0.0013,0.0013,0.05746,40.222,0.00944333,6.610331000000001,0.06690333,46.832331,0.0902942857142857,63.206,0.0148395185714285,10.387663000000002,0.1051338042857143,73.593663,0.17238,120.666,42.93809,30056.663000000004,400.0,,,
Sierra,mule_live,(all holdings),568,568,0.02,1500.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,350.0,350.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,20.0,1.0,20.0,10.0,200.0,0.70514496,14.102899200000005,10.70514496,214.1028992,15.8,316.0,7.0,140.0,2.7,54.0,6.1,122.0,0.25,5.0,14.2,284.0,341.64000000000004,6832.800000000001,0.0175,0.0175,0.00105,0.00105,0.0023,0.0023,0.0326599999999999,0.6532,0.00240051,0.0480102,0.0350605099999999,0.7012102,0.0513228571428571,1.026457142857143,0.00377223,0.0754446,0.0550950871428571,1.101901742857143,0.0979799999999999,1.9596,13.80595,276.119,350.0,,,
Sierra,ovine_live,(all ovine),2092,2092,0.04,700.0,1.0,1200.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.272,1.272,60.44,60.44,78.1,78.1,21.5,21.5,0.0,0.0,0.4,0.4,0.994,0.994,0.273,0.273,0.0,0.0,0.005,0.005,,,,,,,,,,,1.0,1200.0,1.0,1200.0,5.0,6000.0,0.15312188,183.746256,5.15312188,6183.746256,1.4,1680.0,0.4,480.0,0.2,240.0,0.8,960.0,0.012,14.4,4.7,5640.0,119.72,143664.0,0.0175,0.0175,0.00105,0.00105,0.0023,0.0023,0.01081,12.972,0.000794535,0.953442,0.011604535,13.925442,0.0169871428571428,20.38457142857143,0.001248555,1.4982660000000003,0.0182356978571428,21.88283742857143,0.03243,38.916,4.569575,5483.49,60.44,,,
Sierra,swine_live,(all swine),3021,3021,0.02,1000.0,1.0,38000.0,,,1.0,2.0,,,0.0,100.0,0.0,100.0,2.0,100.0,2.5,2.5,,,0.0,2.5,0.0,2.5,0.05,2.5,0.0,0.0,0.0,0.0,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,38000.0,1.0,38000.0,1.0,38000.0,6.80259625,258498.6575,7.80259625,296498.6575,6.5,247000.0,3.7,140600.0,2.8,106400.0,0.0,0.0,0.002,76.0,14.2,539600.0,92.71,3522980.0,0.332,0.332,0.00525,0.00525,0.00483,0.00483,0.068586,2606.268,0.0432496499999999,1643.4867,0.1118356499999999,4249.7547,0.107778,4095.564,0.0679637357142857,2582.621957142857,0.1757417357142856,6678.185957142857,0.205758,7818.804,9.136705999999998,347194.828,75.23,,,
