count,Region,Province,Crop,Category,Seeding_date,Harvest_date,Cycle_length_months,Area_ha,Yield_kgha,Irrig_m3,Irrig_equipment,Packaging_type1,Packaging_type2,Fuel_type,Fuel_unit,Fuel_ha,NPK_kgha,AN_kgha,AP_kgha,AS_kgha,Total_fert_min_kgha,Total_fert_org_kgha,Insecticide_kgha,Herbicide_kgha,Fungicide_kgha,Total_pesticides_kgha,Seed_kgha,Organic_estiercol_kgha,Organic_fermentado_kgha,Organic_liquido_kgha,Irrig_lake_m3,Irrig_river_m3,Irrig_well_m3,Irrigation_source,Source_module,Output_basis,Yield_data_status,Yield_basis_note,crop_type_dfe,N_min,P_min,K_min,N_orga,P_orga,K_orga,N_tot,P_tot,K_tot,kgNH3N_ha,kgNOxN_ha,kgNO3N_ha,kgN2ON_ha_direct,kgN2ON_ha_indirect,kgN2ON_ha,kgCO2urea_ha,kgCO2limestone_ha,kgCO2_fert_ha,soil_erosion_tha,kgP_ha_erosion,kgP_ha_runoff,kgP_ha_leaching,kgP_ha_drainage,kgP_total,Cd_kg_ha,Cu_kg_ha,Zn_kg_ha,Pb_kg_ha,Ni_kg_ha,Cr_kg_ha,Hg_kg_ha,trace_metals_from_organic,SOC_mean_rate_kgChayr,SOC_mean_rate_kgChayr__minValue,SOC_mean_rate_kgChayr__maxValue,SOC_source
407,(all regions confounded),(all provinces confounded),CAÑA DE AZÚCAR / OTROS USOS (TALLO FRESCO),permanent,2024-01-01,2024-12-01,11.0,0.7,13636.363636363598,34782.608695652176,sin riego,QUINTAL,TALLO FRESCO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2832.0108,53.544095121951216,510.29141625,110.0,140.0,0.0,0.0,2.4390243902439024,1.0101010101010102,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,fruit,181.5306957932927,25.106796466682926,76.39544300410975,0.0,0.0,0.0,181.5306957932927,25.106796466682926,76.39544300410975,3.5916382076514117,10.28951941690882,56.27451569592073,0.9076534789664635,0.7170462483835061,1.6246997273499697,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.18598422345417376,0.0735,0.44099999999999995,1.7201018878541734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,450.0,150.0,800.0,sugarcane_fao_modelled
251,(all regions confounded),(all provinces confounded),CEBADA,transitory,2024-01-01,2024-08-01,7.0,0.35,1363.63636363636,10434.782608695654,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1447.4865,151.19745666666668,140.2863,0.0,54.4310844,0.0,0.0,1.4,1.1774891774891776,2.0,0.0,18.1818181818182,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,cereal,70.37696050000001,9.897385513400001,45.936297213114,0.0,0.0,0.0,70.37696050000001,9.897385513400001,45.936297213114,1.3924288625985297,3.9891055251193026,21.816857755000004,0.35188480250000004,0.27798899397500004,0.6298737964750001,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.17933010616211248,0.0735,0.44099999999999995,1.7134477705621123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,
523,(all regions confounded),(all provinces confounded),CEBOLLA BLANCA,transitory,2024-01-01,2024-12-01,11.0,0.16,2272.727272727278,7826.08695652174,sin riego,ATADO,TALLO FRESCO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,10178.9935,188.99682083333332,95.4931305263158,0.0,0.0,129.59782,1343.9773925925924,2.0,2.0,2.272727272727273,1.3333333333333337,0.0,1343.9773925925924,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,vegetable,60.81718750394737,12.37173189175,23.532939146062496,11.625404445925927,4.123884967151989,14.384258665209513,72.4425919498733,16.49561685890199,37.91719781127201,2.063114531940777,4.069769781123925,22.457203504460725,0.3622129597493665,0.2997499614037329,0.6619629211530994,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.18402103204889858,0.0735,0.44099999999999995,1.7181386964488983,0.0001939157780902222,0.05264359446785185,0.23625106595688886,0.0020301316106068144,0.004341315773552592,0.00632267444458222,0.00010120149766222222,True,0.0,0.0,0.0,
1255,(all regions confounded),(all provinces confounded),FREJOL SECO (GRANO SECO),transitory,2023-10-01,2024-07-01,9.0,0.13,454.5454545454547,6956.521739130435,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,92.38164602333332,84.11396971153846,0.0,41.66666666666667,0.0,0.0,1.0,1.683673469387755,1.417233560090703,0.0,2.7272727272727253,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,vegetable,42.455996605423074,6.0473025486874,32.25540065459535,0.0,0.0,0.0,42.455996605423074,6.0473025486874,32.25540065459535,0.8400043798961206,2.4064899852152544,13.161358947681153,0.21227998302711537,0.16770118659142114,0.3799811696185365,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.17764569486505072,0.0735,0.44099999999999995,1.7117633592650505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,
284,(all regions confounded),(all provinces confounded),FREJOL TIERNO (VAINA),transitory,2023-10-01,2024-04-01,6.0,0.15,1363.63636363636,6956.521739130435,sin riego,QUINTAL,VAINA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,90.718474,100.39915222222224,0.0,54.285714285714285,0.0,0.0,2.5,1.889644746787604,4.0,0.1414285714285714,8.116883116883121,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,vegetable,47.74348285555556,5.93843130804,38.33335364725285,0.0,0.0,0.0,47.74348285555556,5.93843130804,38.33335364725285,0.9446188504980066,2.706195179422893,14.800479685222225,0.23871741427777782,0.1885867572794445,0.42730417155722233,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1775980636972675,0.0735,0.44099999999999995,1.7117157280972672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,
304,(all regions confounded),(all provinces confounded),GRAMALOTE,cultivated_pasture,2024-01-01,2024-12-01,11.0,8.25,15000.0,10434.782608695654,sin riego,,,Diesel (estimated irrigation/mechanisation proxy),MJ/ha,0.0,50.0,0.0,0.0,0.0,0.0,0.0,,0.66711140760507,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,river,pcnac,observed managed pasture area,ecuador_proxy_dm_yield,"Cultivated-pasture dry-matter yield proxy for gramalote or Axonopus-type pasture; Ecuador references support a working range near 10-20 t DM/ha/year, with the midpoint retained as proxy.",cereal,7.5,3.273,6.22575,0.0,0.0,0.0,7.5,3.273,6.22575,0.14838970588235295,0.4251148561381074,2.325,0.0375,0.029625,0.06712499999999999,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1764319375,0.0735,0.44099999999999995,1.7105496019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,300.0,150.0,500.0,pasture_south_america
264,(all regions confounded),(all provinces confounded),HABA SECA (GRANO SECO),transitory,2023-10-01,2024-07-01,9.0,0.08,378.7878787878784,10434.782608695654,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,109.388201015,106.69904625,0.0,140.718474,0.0,86.93853758333334,2.5,1.78125,3.333333333333333,0.0,1.3446969696969675,86.93853758333334,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,vegetable,52.68590587725,7.160551638441901,83.70671500982272,0.7520183500958335,0.2667638088126444,0.9304817324057406,53.43792422734583,7.4273154472545455,84.63719674222845,1.0980263055366197,3.026611488522011,16.565756510477208,0.26718962113672917,0.21195966216762813,0.4791492833043573,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.17836615967452937,0.0735,0.44099999999999995,1.7124838240745293,1.2543926895211251e-05,0.003405382517139167,0.01528249082908625,0.00013132413856112833,0.00028082886410168333,0.0004089980031339125,6.546471880025001e-06,True,0.0,0.0,0.0,
325,(all regions confounded),(all provinces confounded),HABA TIERNA (VAINA),transitory,2024-01-01,2024-04-01,3.0,0.13,2124.2761283206178,10434.782608695654,sin riego,SACO,VAINA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,156.41116206896552,78.20558103448276,90.718474,0.0,0.0,0.0,1.6666666666666663,2.5,2.928571428571429,0.0,10.13412816691505,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,vegetable,50.05157186206897,28.053968593154483,19.47553584501724,0.0,0.0,0.0,50.05157186206897,28.053968593154483,19.47553584501724,0.9902850703415822,2.8370222362172792,15.51598727724138,0.25025785931034483,0.19770370885517238,0.44796156816551724,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.18727361125950506,0.0735,0.44099999999999995,1.7213912756595047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,
255,(all regions confounded),(all provinces confounded),LIMÓN (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.99,4363.636363636367,18260.869565217392,surcos,COSTAL,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,150.0,77.5,90.718474,82.85923700000001,60.0,0.0,2.0,2.0,0.5,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,fruit,48.85,27.63429392412,59.946121580219994,0.0,0.0,0.0,48.85,27.63429392412,59.946121580219994,0.9665116176470588,2.76891476297954,15.1435,0.24425000000000002,0.1929575,0.4372075,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1870900035918025,0.0735,0.44099999999999995,1.7212076679918025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,450.0,150.0,800.0,citrus_conventional
85,(all regions confounded),(all provinces confounded),MAIZ DURO CHOCLO (CHOCLO),transitory,2024-08-01,2024-04-01,3.0,0.4,1636.363636363636,11304.347826086958,sin riego,QUINTAL,CHOCLO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,200.0,250.0,0.00362873896,48.30339321357286,100.0,0.0,1.255050505050505,2.0,1.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,cereal,115.0,13.092712611756966,48.9609880239521,0.0,0.0,0.0,115.0,13.092712611756966,48.9609880239521,2.275308823529411,6.518427794117646,35.65,0.5750000000000001,0.45424999999999993,1.02925,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.18072806176764367,0.0735,0.44099999999999995,1.7148457261676433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,
2261,(all regions confounded),(all provinces confounded),MAIZ DURO SECO (GRANO SECO),transitory,2024-01-01,2024-06-01,5.0,1.6,3823.5294117647054,11304.347826086958,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,174.45860384615384,151.19745666666668,120.95796533333332,71.50526638715615,200.0,0.0,1.0,2.0,1.0954545454545457,2.0,13.63636363636364,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,cereal,77.57592584358976,35.173785439929226,57.33662603469084,0.0,0.0,0.0,77.57592584358976,35.173785439929226,57.33662603469084,1.5348625092642008,4.397157140637087,24.048537011512824,0.3878796292179488,0.3064249070821795,0.6943045363001283,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.19038853112996904,0.0735,0.44099999999999995,1.724506195529969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,
813,(all regions confounded),(all provinces confounded),MAIZ SUAVE CHOCLO (CHOCLO),transitory,2024-01-01,2024-05-01,4.0,0.14,2909.090909090908,11304.347826086958,sin riego,SACO,CHOCLO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,170.06802721088437,153.7127563154652,41.96573506034737,35.430839002267575,0.0,0.0,2.5,2.834467120181406,2.834467120181406,0.0,19.09090909090911,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,cereal,77.77254122889083,19.373884112375507,38.82270408163265,0.0,0.0,0.0,77.77254122889083,19.373884112375507,38.82270408163265,1.5387526024904372,4.408301690135327,24.109487780956158,0.3888627061444542,0.3072015378541188,0.6960642439985729,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1834760742991643,0.0735,0.44099999999999995,1.717593738699164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,
2736,(all regions confounded),(all provinces confounded),MAIZ SUAVE SECO (GRANO SECO),transitory,2023-10-01,2024-07-01,9.0,0.15,972.4025974025956,11304.347826086958,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,151.19745666666668,113.39809250000002,69.78344153846153,61.85350499999999,0.0,0.0,1.6129032258064515,2.303030303030303,1.5,0.0,5.45454545454546,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,cereal,61.23496995000001,23.60145776272308,49.63310801714999,0.0,0.0,0.0,61.23496995000001,23.60145776272308,49.63310801714999,1.2115518907460294,3.470919392122078,18.9828406845,0.30617484975000003,0.2418781313025,0.5480529810525,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.18532563777119132,0.0735,0.44099999999999995,1.7194433021711912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,
79,(all regions confounded),(all provinces confounded),MANGO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,2.745,6666.666666666667,11250.0,sin riego,CAJA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,100.0,50.0,32.38297872340426,15.30839477408523,1.0,0.0,0.851063829787234,1.0,0.65,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,river,cpnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,fruit,32.0,12.905369361702128,20.075999101180887,0.0,0.0,0.0,32.0,12.905369361702128,20.075999101180887,0.6331294117647059,1.8138233861892583,9.92,0.16,0.12639999999999998,0.2864,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.18064609909574467,0.0735,0.44099999999999995,1.7147637634957444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,450.0,150.0,800.0,mango_fao_agris_orchard
87,(all regions confounded),(all provinces confounded),MANI,transitory,2024-01-01,2024-05-01,4.0,0.5,872.7272727272721,10434.782608695654,sin riego,QUINTAL,GRANO DESCASCARADO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2647.992,109.01585186781608,150.0,302.39491333333336,0.0,0.0,0.0,1.25,2.0,1.0,1.269035532994924,10.9090909090909,0.0,0.0,0.0,0.0,0.0,0.0,river,ctnac,observed harvested product,direct_espac_output,Yield_kgha is reconstructed from direct ESPAC harvested production variables.,oilseed,67.35237778017242,66.52049074366725,13.574108795321118,0.0,0.0,0.0,67.35237778017242,66.52049074366725,13.574108795321118,1.3325866039035876,3.817666185410328,20.87923711185345,0.3367618889008621,0.266041892231681,0.6028037811325431,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.2041027147003544,0.0735,0.44099999999999995,1.7382203791003543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,
