Region,Province,Product,System,count,Normalized_product_output_kg,Area_ha_per_1kg_product,Animals_total_live_weight_kg_per_1kg_product,Producing_animals_live_weight_kg_per_1kg_product,Animals_sold_live_weight_kg_per_1kg_product,Water_l_per_1kg_product,Electricity_kWh_per_1kg_product,Live_weight_equivalent_kg_per_1kg_product,Milk_output_kg_fpcm_per_1kg_product,Milk_sales_kg_fpcm_per_1kg_product,Egg_output_kg_per_1kg_product,Egg_sales_kg_per_1kg_product,Cultivated_pasture_area_ha_per_1kg_product,Natural_pasture_area_ha_per_1kg_product,Linked_pasture_area_ha_per_1kg_product,Intake_assumption_kg_per_1kg_product,Pasture_feed_kg_per_1kg_product,Cultivated_pasture_feed_kg_per_1kg_product,Natural_pasture_feed_kg_per_1kg_product,Unmatched_pasture_feed_kg_per_1kg_product,Supplement_feed_kg_per_1kg_product,Common_feed_kg_per_1kg_product,Waste_feed_kg_per_1kg_product,Unallocated_feed_kg_per_1kg_product,Total_feed_kg_per_1kg_product,Vaccinated_head_per_1kg_product,Area_ha,Animals_total_head,Producing_animals_head,Animals_sold_head,Water_l_head_day,Electricity_kWh_head_day,Representative_live_weight_kg,Live_weight_equivalent_kg,Milk_output_kg_fpcm_day,Milk_sales_kg_fpcm_7d,Egg_output_kg,Egg_sales_kg,Pasture_share_pct,Cultivated_pasture_area_ha,Natural_pasture_area_ha,Linked_pasture_area_ha,Cultivated_pasture_area_share_pct,Natural_pasture_area_share_pct,Cultivated_pasture_area_ha_per_head,Natural_pasture_area_ha_per_head,Cultivated_pasture_feed_share_pct,Natural_pasture_feed_share_pct,Unmatched_pasture_feed_share_pct,Supplement_share_pct,Common_feed_share_pct,Waste_feed_share_pct,Intake_assumption_kg_head_day,Pasture_feed_kg_head_day,Cultivated_pasture_feed_kg_head_day,Natural_pasture_feed_kg_head_day,Unmatched_pasture_feed_kg_head_day,Supplement_feed_kg_head_day,Common_feed_kg_head_day,Waste_feed_kg_head_day,Unallocated_feed_share_pct,Unallocated_feed_kg_head_day,Total_feed_kg_head_day,Vaccinated_head,Vaccination_share_pct,Reference_output_kg,Reference_output_kg_for_dfe,Normalization_factor_to_1kg,Milk_output_l_per_1kg_product,Milk_sales_l_per_1kg_product,Milk_output_l_day,Milk_sales_l_7d,Milk_yield_l_head_day,Proxy_total_feed_kg_per_1kg_product,Proxy_forage_kg_per_1kg_product,Proxy_tree_forage_kg_per_1kg_product,Proxy_compound_feed_kg_per_1kg_product,Proxy_mineral_kg_per_1kg_product,Proxy_total_feed_kg_head_day,Proxy_body_weight_kg,Proxy_forage_share_pct,Proxy_tree_forage_share_pct,Proxy_compound_feed_share_pct,Proxy_mineral_share_pct,Proxy_forage_kg_head_day,Proxy_tree_forage_kg_head_day,Proxy_compound_feed_kg_head_day,Proxy_mineral_kg_head_day,Egg_output_reported_per_1kg_product,Egg_sales_reported_per_1kg_product,Birds_sold_head_per_1kg_product,Birds_consumed_head_per_1kg_product,Egg_output_reported,Egg_sales_reported,Eggs_per_head_reported,Birds_sold_head,Birds_consumed_head,Species,Milking_system_ESPAC,Infrastructure_type,Infrastructure_source,Functional_unit,Infra_water_electricity_status,Infra_water_electricity_note,Infra_water_electricity_citations,Reference_output_basis_note,Output_unit,Sales_unit,Diet_basis,Proxy_diet_basis,Diet_data_status,Ration_composition_note,Diet_proxy_source_key,Diet_proxy_quality,Diet_proxy_note,Diet_proxy_citations
Costa,SANTA ELENA,milk,dual-purpose,8,1.0,2.3726242831647406,508.7829056107378,135.67544149619675,,10.175658112214755,0.1017565811221475,508.7829056107378,1.0,6.833333333333334,,,0.1187160113091721,0.0355531162415778,0.2519397999230218,1.6959430187024591,1.628105297954361,0.1356754414961967,0.3391886037404918,0.0,0.1483950141364652,0.0,0.0,0.0,1.6959430187024591,1.2719572640268444,14.24,10.5,3.0,,60.0,0.6,400.0,4200.0,5.89642452,58.96424519999999,,,90.0,0.0,1.2048165465685,5.718389844965,0.0,100.0,0.0,0.020963626636925,0.0,85.0,0.0,10.0,,,10.0,9.0,0.0,8.5,0.0,1.0,0.0,0.0,0.0,0.0,10.0,10.5,100.0,5.89642452,2152.1949498,0.1695943018702459,1.0175658112214756,6.953366376680084,6.0,60.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,cattle,Mecánico,milking system: Mecánico,ESPAC direct (gl_sistema_ordenio),1 kg FPCM,mixed: direct ESPAC infrastructure + literature proxy water/electricity,infrastructure from ESPAC cattle milking-system field; water/electricity from literature proxy,FAO small-scale dairy manual - Lactating-cow water use increases with dry matter intake and milk output; a reduced 60 L/day proxy was retained for lower-intensity dual-purpose milk systems. (https://www.fao.org/4/t1265e/t1275e01.htm) | Uruguay MGAP dairy intermediate-consumption report - Latin American dairy energy benchmarks were scaled down to 0.6 kWh/head/day for lower-intensity dual-purpose milk handling. (https://www.gub.uy/ministerio-ganaderia-agricultura-pesca/sites/ministerio-ganaderia-agricultura-pesca/files/documentos/publicaciones/informe_consumo_intermedio.pdf),Milk liters/day converted to kg FPCM using 0.982737 kg FPCM/L; live-weight-equivalent per kg FPCM is based on total herd live weight divided by total milk output; DFE annualizes this daily output by multiplying by 365.,kg FPCM/day,kg FPCM/7d,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption","pasture + supplement shares from ESPAC cattle module; pasture share split across linked cultivated pasture, linked natural pasture, and unmatched residual using holding-level ESPAC pasture areas",,,,
Costa,SANTA ELENA,swine_live,(all swine),10,1.0,0.0415694074386452,1.5151515151515151,,0.1893939393939394,0.0176227246544938,0.0001560869897969,1.5151515151515151,,,,,,,,0.0062938302337478,0.0,0.0,0.0,0.0,6.444469713296117e-06,0.0052448585281231,0.0251753209349912,0.0,0.0062938302337478,,242.0,9.0,,1.0,7.0,0.062,75.23,677.0699999999999,,,,,0.0,,,,,,,,0.0,0.0,0.0,100.0,50.0,100.0,2.5,0.0,0.0,0.0,0.0,2.5,1.25,2.5,0.0,0.0,2.5,,,446.8662,446.8662,0.0025175320934991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,swine,,Ecuador smallholder pigsty or swine pen with feeder and drinker,literature/system proxy,1 kg meat (carcass-weight proxy),literature/system proxy,ESPAC livestock modules do not expose direct infrastructure/water/electricity variables for this row; literature/system proxy attached,"FAO Livestock housing for pigs - Pig water consumption varies by class from about 2.5 L/day at 25 kg to 7.0 L/day at 90 to 120 kg; 7.0 L/head/day was adopted as a practical market-pig proxy for mixed ESPAC swine rows. (https://www.fao.org/3/s1250e/S1250E14.htm) | Caracterización de granjas porcinas de Banasur, Pasaje, El Oro - Provides Ecuador smallholder swine-system context and supports the use of a simple pen-based infrastructure proxy, although it does not provide a clean biological drinking-water factor. (https://polodelconocimiento.com/ojs/index.php/es/article/view/1043/html) | National Hog Farmer study summary - Finishing-barn electricity around 11.2 kWh per finished pig produced was annualized over a 180-day finishing period to derive a daily proxy. (https://www.nationalhogfarmer.com/livestock-management/study-goes-to-pig-barns-to-find-actual-energy-use)","Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy.",kg meat (carcass-weight proxy),head,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",common feed + supplement + waste shares from ESPAC swine module,,,,
Costa,SANTO DOMINGO DE LOS TSÁCHILAS,cattle_live,(unknown),10,1.0,0.0049977272727272,2.0,0.898989898989899,,0.0138888888888888,0.0,2.0,,,,,0.0040550189393939,0.0,0.0040550189393939,0.0027777777777777,0.0026111111111111,0.0026111111111111,0.0,0.0,0.0002777777777777,0.0,0.0,0.0,0.0027777777777777,0.005,17.495,18.0,5.0,,50.0,0.0,400.0,7200.0,,,,,90.0,10.495,0.0,10.495,100.0,0.0,0.8110037878787879,0.0,90.0,0.0,0.0,10.0,,,10.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,14.0,100.0,3600.0,3600.0,0.0002777777777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cattle,Mecánico,milking system: Mecánico,ESPAC direct (gl_sistema_ordenio),1 kg meat (carcass-weight proxy),mixed: direct ESPAC infrastructure + literature proxy water/electricity,infrastructure from ESPAC cattle milking-system field; water/electricity from literature proxy,FAO Livestock housing water requirements - Reports dry dairy cow water requirements around 40 to 60 L/day; the midpoint 50 L/day was adopted when the cattle system is unspecified. (https://www.fao.org/3/S1250E/S1250E12.htm),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy.",kg meat (carcass-weight proxy),,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption","pasture + supplement shares from ESPAC cattle module; pasture share split across linked cultivated pasture, linked natural pasture, and unmatched residual using holding-level ESPAC pasture areas",,,,
Costa,SANTO DOMINGO DE LOS TSÁCHILAS,cattle_live,beef,129,1.0,0.00499,2.0,0.830188679245283,,0.0073529411764705,0.0,2.0,,,,,0.0046666666666666,0.0,0.0046666666666666,0.0011764705882352,0.0009333333333333,0.0009333333333333,0.0,0.0,0.0001,0.0,0.0,0.0,0.0010882352941176,0.005,40.0,34.0,15.0,,50.0,0.0,400.0,13600.0,,,,,90.0,28.0,0.0,28.0,100.0,0.0,0.9145833333333332,0.0,90.0,0.0,0.0,20.0,,,8.0,7.2,7.2,0.0,0.0,1.6,0.0,0.0,0.0,0.0,8.0,40.0,100.0,6800.0,6800.0,0.0001470588235294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cattle,Mecánico,milking system: nan,ESPAC direct (gl_sistema_ordenio),1 kg meat (carcass-weight proxy),mixed: direct ESPAC infrastructure + literature proxy water/electricity,infrastructure from ESPAC cattle milking-system field; water/electricity from literature proxy,FAO Livestock housing water requirements - Reports dry dairy cow water requirements around 40 to 60 L/day; the midpoint 50 L/day was adopted for beef cattle. (https://www.fao.org/3/S1250E/S1250E12.htm),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy.",kg meat (carcass-weight proxy),,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption","pasture + supplement shares from ESPAC cattle module; pasture share split across linked cultivated pasture, linked natural pasture, and unmatched residual using holding-level ESPAC pasture areas",,,,
Costa,SANTO DOMINGO DE LOS TSÁCHILAS,cattle_live,dairy,105,1.0,0.0047318518518518,2.0,0.9045454545454544,,0.0104761904761904,0.0002380952380952,2.0,,,,,0.00444,0.0,0.00444,0.0019047619047619,0.0014814814814814,0.0014814814814814,0.0,0.0,0.0001481481481481,0.0,0.0,0.0,0.0019047619047619,0.0044444444444444,32.0,28.0,11.0,,66.0,1.5,450.0,12600.0,,,,,90.0,29.98,0.0,29.98,100.0,0.0,0.999,0.0,90.0,0.0,0.0,10.0,,,12.0,10.8,10.8,0.0,0.0,1.2,0.0,0.0,0.0,0.0,12.0,28.0,100.0,6300.0,6300.0,0.0001587301587301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cattle,Mecánico,milking system: Mecánico,ESPAC direct (gl_sistema_ordenio),1 kg meat (carcass-weight proxy),mixed: direct ESPAC infrastructure + literature proxy water/electricity,infrastructure from ESPAC cattle milking-system field; water/electricity from literature proxy,"FAO small-scale dairy manual - Uses 4 to 6 L water per kg dry matter intake; the worked example for a 300 kg cow producing 10 kg milk/day gives about 66 L/day, adopted here as the dairy drinking-water proxy. (https://www.fao.org/4/t1265e/t1275e01.htm) | FAO Livestock housing water requirements - Reports dry dairy cow water requirements around 40 to 60 L/day, supporting the order of magnitude adopted for low-intensity tropical dairy systems. (https://www.fao.org/3/S1250E/S1250E12.htm) | Uruguay MGAP dairy intermediate-consumption report - Provides Latin American dairy infrastructure energy benchmarks for milking-room electricity and milk cooling; a rounded 1.5 kWh/cow/day proxy was adopted as a moderate regional milking-plus-cooling estimate. (https://www.gub.uy/ministerio-ganaderia-agricultura-pesca/sites/ministerio-ganaderia-agricultura-pesca/files/documentos/publicaciones/informe_consumo_intermedio.pdf)","Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy.",kg meat (carcass-weight proxy),,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption","pasture + supplement shares from ESPAC cattle module; pasture share split across linked cultivated pasture, linked natural pasture, and unmatched residual using holding-level ESPAC pasture areas",,,,
Costa,SANTO DOMINGO DE LOS TSÁCHILAS,cattle_live,dual-purpose,116,1.0,0.004994125,2.0,0.8819444444444444,,0.01,0.0,2.0,,,,,0.00431125,0.0,0.00431125,0.002,0.0015833333333333,0.0014705882352941,0.0,0.0,0.00025,0.0,0.0,0.0,0.002,0.005,36.225,25.0,10.0,,50.0,0.0,400.0,10000.0,,,,,90.0,26.0,0.0,26.0,100.0,0.0,0.8572613636363637,0.0,90.0,0.0,0.0,20.0,,,10.0,9.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,25.0,100.0,5000.0,5000.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cattle,Mecánico,milking system: Mecánico,ESPAC direct (gl_sistema_ordenio),1 kg meat (carcass-weight proxy),mixed: direct ESPAC infrastructure + literature proxy water/electricity,infrastructure from ESPAC cattle milking-system field; water/electricity from literature proxy,FAO Livestock housing water requirements - Reports dry dairy cow water requirements around 40 to 60 L/day; the midpoint 50 L/day was adopted for dual-purpose cattle where milk intensity is lower than specialized dairy. (https://www.fao.org/3/S1250E/S1250E12.htm),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy.",kg meat (carcass-weight proxy),,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption","pasture + supplement shares from ESPAC cattle module; pasture share split across linked cultivated pasture, linked natural pasture, and unmatched residual using holding-level ESPAC pasture areas",,,,
Costa,SANTO DOMINGO DE LOS TSÁCHILAS,eggs,layers,6,1.0,,4.605378261983887,4.605378261983887,,0.000139463167895,6.344945926758418e-06,4.605378261983887,,,1.0,0.999108734402852,,,,5.088520990766652e-05,0.0,0.0,0.0,0.0,0.0,5.088520990766652e-05,0.0,0.0,5.088520990766652e-05,,,7000.0,7000.0,,0.222,0.0101,1.514,10598.0,,,2875.489785,2857.6296,0.0,,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.081,0.0,0.0,0.0,0.081,,,2875.489785,2875.489785,0.0006282124679958,,,,,,5.088520990766652e-05,0.0,0.0,5.088520990766652e-05,0.0,0.081,,0.0,0.0,100.0,0.0,0.0,0.0,0.081,0.0,17.63699536147022,17.62127611426748,1.0423756123800367,,50715.0,50400.0,5.805357142857143,5000.0,,chicken,,layer house or coop with drinkers and lighting,literature/system proxy,1 kg shell eggs,literature/system proxy,ESPAC livestock modules do not expose direct infrastructure/water/electricity variables for this row; literature/system proxy attached,"Producción sostenible en avicultura - Reports 222.03 L per 1000 hens per day, equivalent to 0.222 L/hen/day; used as the preferred Latin American-style layer water proxy. (https://dokumen.pub/produccion-sostenible-en-avicultura-l-6359269.html) | FAO small-scale poultry production - Reports that a laying hen can consume up to about 0.25 L/day of water, supporting the adopted 0.222 L/hen/day proxy. (https://www.fao.org/4/y4628e/y4628e03.htm) | Iowa layer-house electricity summary - Layer-house electricity around 10.1 kWh/day per 1000 birds was used, equivalent to 0.0101 kWh/bird/day. (https://blogs.millersville.edu/aest/2022/05/13/dr-haughery-publishes-research-findings/)",Egg counts converted to kg shell eggs using 0.056699 kg/egg; live-weight-equivalent per kg shell eggs is based on total flock live weight divided by total egg output.,kg shell eggs,kg shell eggs,as-fed kg/head/day,as-fed kg/head/day,no diet share data in ESPAC; literature proxy attached from config,"no diet/ration fields found in avian module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml; main feed columns mapped from proxy diet as common compound feed, with no pasture or waste component",eggs,Ecuador direct,Semipasture or free-range scavenging was not quantified in the source; proxy covers balanced feed only.,Evaluación de parámetros productivos en crianza de gallinas criollas (gallina feliz). Patoa de Vallejo-Pujilí - Reports 0.081 ± 0.002 kg balanced feed per hen per day in a semipasture system in Cotopaxi. (https://repositorio.utc.edu.ec/handle/27000/7769)
Costa,SANTO DOMINGO DE LOS TSÁCHILAS,goat_live,(all holdings),1,1.0,0.1890359168241966,2.1739130434782608,,,0.4489603024574669,0.0,2.1739130434782608,,,,,,,,0.0477788279773156,0.0477788279773156,0.0,0.0,0.0477788279773156,0.0,0.0,0.0,0.0,0.0477788279773156,,4.0,2.0,,,9.5,0.0,23.0,46.0,,,,,100.0,,,,,,,,0.0,0.0,100.0,0.0,0.0,0.0,1.011,1.011,0.0,0.0,1.011,0.0,0.0,0.0,0.0,0.0,1.011,,,21.16,21.16,0.0472589792060491,,,,,,0.0477788279773156,0.0377599243856332,0.0100189035916824,0.0,0.0,1.011,23.0,79.0,21.0,0.0,0.0,0.799,0.212,0.0,0.0,,,,,,,,,,caprine,,grazing goat holding with shelter and trough,literature/system proxy,1 kg meat (carcass-weight proxy),literature/system proxy,ESPAC livestock modules do not expose direct infrastructure/water/electricity variables for this row; literature/system proxy attached,FAO-linked livestock watering structures guideline - Reports ewe or doe water requirements around 9.5 L/day and milking ewe or doe requirements around 13.2 L/day; 9.5 L/head/day was adopted as a general goat live-animal proxy. (https://www.fao.org/fileadmin/user_upload/emergencies/docs/UNEP_FAO_South_Sudan_WH_Structures_guidelines.pdf),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy.",kg meat (carcass-weight proxy),,dry-matter kg/head/day,dry-matter kg/head/day,no diet share data in ESPAC; literature proxy attached from config,"no diet/ration fields found in other livestock module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml; main feed columns mapped from proxy diet as unmatched pasture for forage plus browse, with mineral or compound feed retained separately",goat_live,Ecuador plus fallback composite,Composite proxy. Total intake is a fallback mature-doe dry matter intake example; tree-forage share is based on Ecuadorian caprine preference data and native browse literature from the Ecuadorian Sierra.,Evaluación de la preferencia de consumo de leguminosas arbóreas con potencial forrajero en rumiantes menores - Reports caprine Acacia melanoxylon voluntary intake of 211.07 g/kg MS and 20.155 g/kg PV^0.75 at 23 kg live weight. (https://repositorio.uta.edu.ec/items/770d67bf-97e2-485a-8227-d941b7f4e1b2) | Cabras Lecheras Selección y Hábitos de Consumo de Plantas Nativas en la Sierra Ecuatoriana - Ecuador review identifying native browse and shrub resources as a central component of dairy goat feeding in the Sierra. (https://polodelconocimiento.com/ojs/index.php/es/article/download/7592/pdf) | Goat Nutrition - Provides a mature-doe dry matter intake example of about 1.011 kg/day (2.23 lb/day) used as fallback total intake. (https://sfyl.ifas.ufl.edu/duval/agriculture-and-agribusiness-management/livestock-and-poultry/goats/goat-nutrition/)
Costa,SANTO DOMINGO DE LOS TSÁCHILAS,milk,(unknown),9,1.0,0.3700239313532638,223.86447846872463,67.83772074809838,,3.0526974336644277,0.0305269743366442,223.86447846872463,1.0,7.0,,,0.3700239313532638,0.0,0.3700239313532638,0.5087829056107378,0.457904615049664,0.457904615049664,0.0,0.0,0.081405264897718,0.0,0.0,0.0,0.5087829056107378,0.4239857546756148,10.99,18.0,5.0,,60.0,0.6,400.0,7200.0,19.6547484,127.26449589,,,90.0,10.0,0.0,10.0,100.0,0.0,0.6229166666666667,0.0,90.0,0.0,0.0,10.0,,,10.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,12.5,100.0,19.6547484,7173.983166,0.0508782905610737,1.0175658112214756,7.12296067855033,20.0,129.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,cattle,Mecánico,milking system: Mecánico,ESPAC direct (gl_sistema_ordenio),1 kg FPCM,mixed: direct ESPAC infrastructure + literature proxy water/electricity,infrastructure from ESPAC cattle milking-system field; water/electricity from literature proxy,FAO small-scale dairy manual - Lactating-cow water use increases with dry matter intake and milk output; a reduced 60 L/day proxy was retained for milk rows with unspecified system. (https://www.fao.org/4/t1265e/t1275e01.htm) | Uruguay MGAP dairy intermediate-consumption report - Latin American dairy energy benchmarks were scaled to 0.6 kWh/head/day for milk rows with unspecified system. (https://www.gub.uy/ministerio-ganaderia-agricultura-pesca/sites/ministerio-ganaderia-agricultura-pesca/files/documentos/publicaciones/informe_consumo_intermedio.pdf),Milk liters/day converted to kg FPCM using 0.982737 kg FPCM/L; live-weight-equivalent per kg FPCM is based on total herd live weight divided by total milk output; DFE annualizes this daily output by multiplying by 365.,kg FPCM/day,kg FPCM/7d,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption","pasture + supplement shares from ESPAC cattle module; pasture share split across linked cultivated pasture, linked natural pasture, and unmatched residual using holding-level ESPAC pasture areas",,,,
Costa,SANTO DOMINGO DE LOS TSÁCHILAS,milk,beef,84,1.0,0.8140526489771805,417.201982600805,101.75658112214757,,2.035131622442951,0.0101756581122147,417.201982600805,1.0,6.987500000000001,,,0.8136456226526919,0.0,0.8136456226526919,0.2713508829923935,0.2442157946931541,0.2442157946931541,0.0,0.0,0.0315445401478657,0.0,0.0,0.0,0.2713508829923935,1.0430049565020123,42.5,52.0,13.5,,60.0,0.3,400.0,20800.0,24.5684355,201.4611711,,,80.0,37.370000000000005,0.0,37.370000000000005,100.0,0.0,0.7934307423279642,0.0,85.0,0.0,0.0,20.0,,,8.0,6.4,6.8,0.0,0.0,1.6,0.0,0.0,0.0,0.0,8.0,48.0,100.0,24.5684355,8967.4789575,0.0339188603740491,1.0175658112214756,7.110241105910061,25.0,205.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,cattle,Mecánico,milking system: nan,ESPAC direct (gl_sistema_ordenio),1 kg FPCM,mixed: direct ESPAC infrastructure + literature proxy water/electricity,infrastructure from ESPAC cattle milking-system field; water/electricity from literature proxy,FAO small-scale dairy manual - Lactating-cow water use increases with dry matter intake and milk output; a reduced 60 L/day proxy was retained for low-intensity milk output in non-dairy systems. (https://www.fao.org/4/t1265e/t1275e01.htm) | Uruguay MGAP dairy intermediate-consumption report - Latin American dairy energy benchmarks were strongly downscaled to 0.3 kWh/head/day for occasional milk handling in beef-oriented systems. (https://www.gub.uy/ministerio-ganaderia-agricultura-pesca/sites/ministerio-ganaderia-agricultura-pesca/files/documentos/publicaciones/informe_consumo_intermedio.pdf),Milk liters/day converted to kg FPCM using 0.982737 kg FPCM/L; live-weight-equivalent per kg FPCM is based on total herd live weight divided by total milk output; DFE annualizes this daily output by multiplying by 365.,kg FPCM/day,kg FPCM/7d,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption","pasture + supplement shares from ESPAC cattle module; pasture share split across linked cultivated pasture, linked natural pasture, and unmatched residual using holding-level ESPAC pasture areas",,,,
Costa,SANTO DOMINGO DE LOS TSÁCHILAS,milk,dairy,105,1.0,0.6101324604083969,253.6087098736601,86.19380989170146,,1.343186870812348,0.0305269743366442,253.6087098736601,1.0,6.909090909090909,,,0.521248086798201,0.0,0.521248086798201,0.2442157946931542,0.1998129229307625,0.2053632819010614,0.0,0.0,0.0203513162244295,0.0,0.0,0.0,0.2442157946931542,0.5698368542840264,32.0,28.0,10.0,,66.0,1.5,450.0,12600.0,49.136871,339.0444099,,,90.0,29.98,0.0,29.98,100.0,0.0,0.999,0.0,90.0,0.0,0.0,10.0,,,12.0,10.8,10.8,0.0,0.0,1.2,0.0,0.0,0.0,0.0,12.0,28.0,100.0,49.136871,17934.957915,0.0203513162244295,1.0175658112214756,7.030454695712014,50.0,345.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,cattle,Mecánico,milking system: Mecánico,ESPAC direct (gl_sistema_ordenio),1 kg FPCM,mixed: direct ESPAC infrastructure + literature proxy water/electricity,infrastructure from ESPAC cattle milking-system field; water/electricity from literature proxy,"FAO small-scale dairy manual - Uses 4 to 6 L water per kg dry matter intake; the worked example for a 300 kg cow producing 10 kg milk/day gives about 66 L/day, adopted here as the milk-row water proxy. (https://www.fao.org/4/t1265e/t1275e01.htm) | FAO Milking, milk collection and transport - Gives wash-water benchmarks for hand, bucket, and pipeline milking plus plate-cooler water loads, supporting a dedicated dairy handling infrastructure proxy. (https://www.fao.org/4/i2433e/i2433e07.pdf) | Uruguay MGAP dairy intermediate-consumption report - Provides Latin American dairy infrastructure energy benchmarks for milking-room electricity and milk cooling; a rounded 1.5 kWh/cow/day proxy was adopted as a moderate regional milking-plus-cooling estimate. (https://www.gub.uy/ministerio-ganaderia-agricultura-pesca/sites/ministerio-ganaderia-agricultura-pesca/files/documentos/publicaciones/informe_consumo_intermedio.pdf)",Milk liters/day converted to kg FPCM using 0.982737 kg FPCM/L; live-weight-equivalent per kg FPCM is based on total herd live weight divided by total milk output; DFE annualizes this daily output by multiplying by 365.,kg FPCM/day,kg FPCM/7d,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption","pasture + supplement shares from ESPAC cattle module; pasture share split across linked cultivated pasture, linked natural pasture, and unmatched residual using holding-level ESPAC pasture areas",,,,
Costa,SANTO DOMINGO DE LOS TSÁCHILAS,milk,dual-purpose,114,1.0,0.7631743584161068,271.3508829923935,81.40526489771806,,1.2210789734657708,0.0122107897346577,271.3508829923935,1.0,6.907894736842106,,,0.6029077431487243,0.0,0.6029077431487243,0.2035131622442951,0.1809005886615956,0.1809005886615956,0.0,0.0,0.0290733088920421,0.0,0.0,0.0,0.2035131622442951,0.6783772074809837,38.85,26.5,8.0,,60.0,0.6,400.0,10600.0,48.15413358,343.958097,,,90.0,27.0,0.0,27.0,100.0,0.0,0.8572613636363637,0.0,90.0,0.0,0.0,20.0,,,10.0,9.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,27.5,100.0,48.15413358,17576.2587567,0.0203513162244295,1.0175658112214756,7.029237511727299,49.0,350.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,cattle,Mecánico,milking system: Mecánico,ESPAC direct (gl_sistema_ordenio),1 kg FPCM,mixed: direct ESPAC infrastructure + literature proxy water/electricity,infrastructure from ESPAC cattle milking-system field; water/electricity from literature proxy,FAO small-scale dairy manual - Lactating-cow water use increases with dry matter intake and milk output; a reduced 60 L/day proxy was retained for lower-intensity dual-purpose milk systems. (https://www.fao.org/4/t1265e/t1275e01.htm) | Uruguay MGAP dairy intermediate-consumption report - Latin American dairy energy benchmarks were scaled down to 0.6 kWh/head/day for lower-intensity dual-purpose milk handling. (https://www.gub.uy/ministerio-ganaderia-agricultura-pesca/sites/ministerio-ganaderia-agricultura-pesca/files/documentos/publicaciones/informe_consumo_intermedio.pdf),Milk liters/day converted to kg FPCM using 0.982737 kg FPCM/L; live-weight-equivalent per kg FPCM is based on total herd live weight divided by total milk output; DFE annualizes this daily output by multiplying by 365.,kg FPCM/day,kg FPCM/7d,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption","pasture + supplement shares from ESPAC cattle module; pasture share split across linked cultivated pasture, linked natural pasture, and unmatched residual using holding-level ESPAC pasture areas",,,,
