count,Region,Province,Crop,Category,Seeding_date,Harvest_date,Cycle_length_months,Area_ha,Yield_kgha,Irrig_m3,Irrig_equipment,Packaging_type1,Packaging_type2,Fuel_type,Fuel_unit,Fuel_ha,NPK_kgha,AN_kgha,AP_kgha,AS_kgha,Total_fert_min_kgha,Total_fert_org_kgha,Insecticide_kgha,Herbicide_kgha,Fungicide_kgha,Total_pesticides_kgha,Seed_kgha,Organic_estiercol_kgha,Organic_fermentado_kgha,Organic_liquido_kgha,Cropping_system,crop_type_dfe,N_min,P_min,K_min,N_orga,P_orga,K_orga,N_tot,P_tot,K_tot,kgNH3N_ha,kgNOxN_ha,kgNO3N_ha,kgN2ON_ha_direct,kgN2ON_ha_indirect,kgN2ON_ha,kgCO2urea_ha,kgCO2limestone_ha,kgCO2_fert_ha,soil_erosion_tha,kgP_ha_erosion,kgP_ha_runoff,kgP_ha_leaching,kgP_ha_drainage,kgP_total,Cd_kg_ha,Cu_kg_ha,Zn_kg_ha,Pb_kg_ha,Ni_kg_ha,Cr_kg_ha,Hg_kg_ha,trace_metals_from_organic
2,costa,(all provinces confounded),OTROS TRANSITORIOS,transitory,2023-12-01,2024-08-01,8.0,0.605,728.3549783549788,9230.76923076923,aspersi?n,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2216.2455,50.0,100.0,0.0,0.0,75.0,172.79709333333335,3.0,1.0,,2.0,8.658008658008667,345.5941866666667,0.0,0.0,in association,cereal,41.5,3.273,6.22575,2.9893897146666673,1.0604275629819404,3.6988093710538754,44.489389714666665,4.3334275629819405,9.924559371053874,1.0421884861081756,2.512381636260122,13.791710811546666,0.22244694857333333,0.17923067533909331,0.4016776239124267,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.17735981161760916,0.0735,0.44099999999999995,1.7114774760176088,4.9864057223200003e-05,0.013536924291733336,0.060750274103200004,0.0005220338427274667,0.0011163383417706668,0.001625830571464,2.6023242256e-05,True
18,costa,(all provinces confounded),PALMA AFRICANA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,9.98,9600.0,0.0,sin riego,TONELADA METR.,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,567.9936,141.7233560090703,0.0,0.0,0.0,0.0,0.0,0.1503006012024048,0.2004008016032064,,0.0,0.0,0.0,0.0,0.0,in association,oilseed,21.258503401360546,9.277210884353742,17.646683673469386,0.0,0.0,0.0,21.258503401360546,9.277210884353742,17.646683673469386,0.4206057422969188,1.2049740820241142,6.5901360544217695,0.10629251700680273,0.08397108843537415,0.19026360544217688,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.17905877976190476,0.0735,0.44099999999999995,1.7131764441619044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,costa,(all provinces confounded),PAPA,transitory,2023-12-01,2024-08-01,8.0,0.42,1406.9264069264077,9230.76923076923,aspersi?n,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,5272.5,0.0,0.0,0.0,0.0,0.0,172.79709333333335,,,,0.0,14.069264069264074,172.79709333333335,0.0,0.0,in association,cereal,0.0,0.0,0.0,1.4946948573333336,0.5302137814909702,1.8494046855269377,1.4946948573333336,0.5302137814909702,1.8494046855269377,0.11054939011291139,0.08003971614796355,0.4633554057733334,0.007473474286666669,0.007652837669546667,0.015126311956213336,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1754639370588046,0.0735,0.44099999999999995,1.7095816014588046,2.4932028611600002e-05,0.006768462145866668,0.030375137051600002,0.00026101692136373334,0.0005581691708853334,0.000812915285732,1.3011621128e-05,True
1,costa,(all provinces confounded),PIÑA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,,66216.89155422288,0.0,,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,in association,fruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.175,0.0735,0.44099999999999995,1.7091176644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
299,costa,(all provinces confounded),PLÁTANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,1.99,6363.63636363635,0.0,sin riego,OTRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,128.57142857142858,122.5,147.87878787878788,126.58227848101264,100.0,0.0,0.6666666666666666,1.0,0.5,0.1689189189189189,0.0,666.6666666666666,109.23423423423424,0.9132420091324202,in association,fruit,60.9357142857143,37.45672207792208,79.05464104882458,6.572688973219796,2.398809434389648,8.002433321333804,67.5084032589341,39.85553151231173,87.05707437015838,1.6917548384463634,3.805919234749943,20.92760501026957,0.33754201629467045,0.2743482389714568,0.6118902552661273,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.19317814203909706,0.07350010984726027,0.4410006590835616,1.7272965753699188,0.0001326939183018635,0.033674746235961985,0.13820955086850545,0.0019207763581389607,0.0031496002591632727,0.004827250998472788,5.39482291281007e-05,True
5,costa,(all provinces confounded),YUCA,transitory,2024-01-01,2024-10-01,9.0,0.98,1391.4656771799591,0.0,sin riego,SACO,RAIZ FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2429.9955,663.265306122449,0.0,0.0,0.0,0.0,0.0,,1.5237175951461666,,0.0,0.0,0.0,0.0,0.0,in association,cereal,99.48979591836735,43.417346938775516,82.58647959183673,0.0,0.0,0.0,99.48979591836735,43.417346938775516,82.58647959183673,1.9684348739495798,5.639278703872854,30.841836734693878,0.49744897959183676,0.39298469387755103,0.8904336734693878,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.19399508928571427,0.0735,0.44099999999999995,1.7281127536857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4,costa,(all provinces confounded),AGUACATE (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,5.75,5542.424242424234,0.0,microaspersi?n,CAJA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,225.0,200.0,0.0,0.0,325.0,0.0,1.5,1.0,,0.0,0.0,0.0,0.0,0.0,monocrop,fruit,101.75,14.7285,28.015874999999998,0.0,0.0,0.0,101.75,14.7285,28.015874999999998,2.0131536764705884,5.767391548273657,31.5425,0.50875,0.4019125,0.9106625,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.18144371874999998,0.0735,0.44099999999999995,1.7155613831499998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2329,costa,(all provinces confounded),ARROZ (EN CÁSCARA),transitory,2024-05-01,2024-12-01,7.0,2.5,4500.0,10000.0,surcos,SACA,EN CASCARA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4514.9985,150.0,141.7233560090703,100.0,100.0,283.6879432624113,0.0,1.0,1.3333333333333333,1.0,2.531645569620253,175.0,136.077711,129.59782,2.49840717594084,monocrop,cereal,70.68594104308391,29.457,68.48325,2.138235681906996,0.8375101898441715,2.48828338892999,72.8241767249909,30.29451018984417,70.97153338892998,1.5566885601253069,4.121119967794402,22.575494784747182,0.36412088362495454,0.29015723381154523,0.6542781174364998,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.18825529222785647,0.07350030051528574,0.44100180309171444,1.7223750602348564,6.365045671960542e-05,0.014536768865264152,0.05021253884792038,0.0012921897554906334,0.0016341265707356676,0.002664886453774275,1.471202436468723e-05,True
2,costa,(all provinces confounded),ARVEJA SECA (GRANO SECO),transitory,2024-03-01,2024-08-01,5.0,0.11,294.1176470588232,0.0,sin riego,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,0.0,0.0,0.0,0.0,0.0,340.1942775,,,,0.0,2.9411764705882315,680.388555,0.0,0.0,monocrop,vegetable,0.0,0.0,0.0,5.885361000750001,2.087716764620695,7.2820309492623165,5.885361000750001,2.087716764620695,7.2820309492623165,0.4352882235695886,0.31515638233260646,1.8244619102325002,0.029426805003750004,0.03013304832384,0.05955985332759001,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1768267521690431,0.0735,0.44099999999999995,1.7109444165690428,9.816986265817498e-05,0.02665081969935,0.11960210214067499,0.0010277541278697,0.002197791110361,0.0032008539375697493,5.12332581915e-05,True
435,costa,(all provinces confounded),BANANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,49.475,39572.10589863642,26153.846153846152,aspersi?n,CAJA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,252.27272727272725,136.07771100000002,75.0,110.0,208.03846153846155,0.0,1.0006671114076051,2.0,3.717105263157895,3.0,0.0,589.670081,181.436948,20.37735849056604,monocrop,fruit,84.10733083090909,31.242272727272727,86.19833863636362,6.504509655242454,2.408357479621586,7.790750933988139,90.61184048615155,33.65063020689431,93.98908957035175,2.145169464405813,5.11568141125747,28.08967055070698,0.45305920243075776,0.36552704621693227,0.81858624864769,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.190272104903994,0.07350245104471698,0.44101470626830186,1.7244069266170128,0.000155143419722368,0.038797075444289245,0.15661788711743066,0.0024423980052367586,0.003729064279773294,0.005829797953944564,5.087311356601736e-05,True
3936,costa,(all provinces confounded),CACAO (ALMENDRA SECA),permanent,2024-01-01,2024-12-01,11.0,2.0,594.9365644395771,0.0,sin riego,QUINTAL,ALMENDRA SECA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,150.0,125.0,75.0,100.0,100.0,0.0,1.0,1.417233560090703,1.0,0.2792075546807901,0.0,200.0,113.3980925,3.779289493575208,monocrop,fruit,65.0,24.5475,68.48325,2.576514528627835,0.9821975610100859,3.0467494911585393,67.57651452862784,25.529697561010085,71.52999949115853,1.4766061633779364,3.8222990489470594,20.94871950387463,0.3378825726431392,0.26994175438657453,0.6078243270297137,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.18628029266529558,0.07350045458333333,0.4410027275,1.720401139148629,6.81680152717876e-05,0.016155044314955274,0.05968727995371022,0.0012557847934634354,0.0017056259540121769,0.002733386908089398,1.8987912517378977e-05,True
