count,Region,Province,Crop,Category,Seeding_date,Harvest_date,Cycle_length_months,Area_ha,Yield_kgha,Irrig_m3,Irrig_equipment,Packaging_type1,Packaging_type2,Fuel_type,Fuel_unit,Fuel_ha,NPK_kgha,AN_kgha,AP_kgha,AS_kgha,Total_fert_min_kgha,Total_fert_org_kgha,Insecticide_kgha,Herbicide_kgha,Fungicide_kgha,Total_pesticides_kgha,Seed_kgha,Organic_estiercol_kgha,Organic_fermentado_kgha,Organic_liquido_kgha,Cropping_system,crop_type_dfe,N_min,P_min,K_min,N_orga,P_orga,K_orga,N_tot,P_tot,K_tot,kgNH3N_ha,kgNOxN_ha,kgNO3N_ha,kgN2ON_ha_direct,kgN2ON_ha_indirect,kgN2ON_ha,kgCO2urea_ha,kgCO2limestone_ha,kgCO2_fert_ha,soil_erosion_tha,kgP_ha_erosion,kgP_ha_runoff,kgP_ha_leaching,kgP_ha_drainage,kgP_total,Cd_kg_ha,Cu_kg_ha,Zn_kg_ha,Pb_kg_ha,Ni_kg_ha,Cr_kg_ha,Hg_kg_ha,trace_metals_from_organic
1,costa,(all provinces confounded),ARROZ (EN CÁSCARA),transitory,2024-01-01,2024-05-01,4.0,0.5,1704.5454545454538,0.0,sin riego,SACO,EN CASCARA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4514.9985,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,in association,cereal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.175,0.0735,0.44099999999999995,1.7091176644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,costa,(all provinces confounded),ARVEJA SECA (GRANO SECO),transitory,2023-12-01,2024-08-01,8.0,0.15,227.2727272727273,0.0,sin riego,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.2727272727272734,0.0,0.0,0.0,in association,vegetable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.175,0.0735,0.44099999999999995,1.7091176644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
19,costa,(all provinces confounded),BANANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,1.0,7196.969696969696,0.0,sin riego,OTRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,25.357142857142858,0.0,0.0,0.0,0.0,0.0,0.5,0.7142857142857143,,0.0,0.0,440.0,0.0,0.8333333333333333,in association,fruit,3.8035714285714284,1.6598785714285715,3.157344642857143,3.8088750000000005,1.350649598140078,4.710940889699008,7.612446428571429,3.0105281695686497,7.8682855325561505,0.35696365544117653,0.4195561777505755,2.3598583928571433,0.038062232142857144,0.034525547142857146,0.07258777928571429,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.17690837325774753,0.073500100235625,0.44100060141375,1.7110267393071223,6.390206666666667e-05,0.017373549999999998,0.0781429,0.0006661376,0.0014287879999999998,0.002080874666666666,3.314283333333333e-05,True
352,costa,(all provinces confounded),CACAO (ALMENDRA SECA),permanent,2024-01-01,2024-12-01,11.0,2.0,538.2327952421413,0.0,sin riego,QUINTAL,ALMENDRA SECA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,126.26262626262628,126.92376521116678,120.95796533333332,191.6924322471488,100.0,0.0,0.6477987421383647,1.0,0.5,0.0,0.0,666.6666666666666,48.21347470238096,0.8583690987124464,in association,fruit,62.093474111190645,32.018876747311516,111.19592371410582,6.123997079119725,2.2018033917969184,7.518904302399788,68.21747119031036,34.22068013910844,118.7148280165056,1.681475676750551,3.84751626230585,21.14741606899621,0.3410873559515518,0.276624087784296,0.6177114437358477,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.19079902970475024,0.0735001032469957,0.4410006194819742,1.72491741683372,0.00011252963120114194,0.029526571777331458,0.12690325340619174,0.00141115424480923,0.002597234653763412,0.0038886110534429464,5.1860300700478204e-05,True
21,costa,(all provinces confounded),CAFÉ (GRANO ORO),permanent,2024-01-01,2024-12-01,11.0,1.245,133.8636363636365,0.0,sin riego,QUINTAL,GRANO ORO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,150.0,317.337807606264,0.0,0.0,0.0,0.0,0.4217687074829932,2.0134228187919465,,0.0,0.0,0.0,0.0,0.0,in association,fruit,130.39485458612978,9.819,18.677249999999997,0.0,0.0,0.0,130.39485458612978,9.819,18.677249999999997,2.5799005494143974,7.391038646470933,40.422404921700235,0.6519742729306489,0.5150596756152126,1.1670339485458614,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.17929581249999998,0.0735,0.44099999999999995,1.7134134768999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
18,costa,(all provinces confounded),FREJOL SECO (GRANO SECO),transitory,2023-12-01,2024-08-01,8.0,0.14,293.56060606060623,0.0,sin riego,SACA,VAINA SECA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,50.0,0.0,0.0,0.0,0.0,0.0,0.5,,0.5,0.0,2.2727272727272734,566.9904625,0.0,0.0,in association,vegetable,7.5,3.273,6.22575,4.904467500625001,1.7397639705172459,6.068359124385264,12.404467500625001,5.012763970517246,12.294109124385264,0.5111298921903434,0.6877451747486127,3.84538492519375,0.06202233750312501,0.0547358736032,0.116758211106325,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.17795423097420257,0.0735,0.44099999999999995,1.7120718953742022,8.180821888181251e-05,0.022209016416125,0.0996684184505625,0.00085646177322475,0.0018314925919675,0.0026673782813081246,4.269438182625001e-05,True
23,costa,(all provinces confounded),FREJOL TIERNO (VAINA),transitory,2024-01-01,2024-07-01,6.0,2.0,1818.18181818182,0.0,sin riego,QUINTAL,VAINA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,75.0,100.0,0.0,53.57142857142857,110.0,0.0,0.5,0.5357142857142857,0.375,1.0,12.121212121212132,928.7843766666668,0.0,1.4285714285714286,in association,vegetable,45.25,4.9095,36.02041071428571,8.038913429595242,2.8508342183711077,9.943514827564433,53.28891342959524,7.760334218371108,45.963925541850145,1.4898520536216049,2.9953370273932585,16.519563163174524,0.2664445671479762,0.21989673675952762,0.48634130390750385,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1796429998785747,0.07350017183249999,0.44100103099499993,1.7137618671060744,0.00013472393950163575,0.03661834117689048,0.16463350450949285,0.0014055373809014956,0.00301301643636581,0.004388133946523786,6.995603499157144e-05,True
7,costa,(all provinces confounded),HABA SECA (GRANO SECO),transitory,2023-12-01,2024-06-01,6.0,0.125,265.1515151515157,4615.384615384615,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,,0.0,0.946969696969696,177.1170206666667,0.0,0.0,in association,vegetable,0.0,0.0,0.0,1.5320622287666672,0.5434691260282445,1.8956398026651113,1.5320622287666672,0.5434691260282445,1.8956398026651113,0.11331312486573418,0.08204070905166265,0.47493929091766685,0.007660311143833336,0.007844158611285335,0.015504469755118672,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1754755354852747,0.0735,0.44099999999999995,1.7095931998852745,2.5555329326890003e-05,0.006937673699513334,0.031134515477890003,0.00026754234439782667,0.0005721234001574667,0.0008332381678753001,1.3336911656200003e-05,True
3,costa,(all provinces confounded),HABA TIERNA (VAINA),transitory,2024-05-01,2024-12-01,7.0,0.5,1018.181818181818,7500.0,goteo,SACO,VAINA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,0.0,226.796185,0.0,0.0,0.0,0.0,1.0,2.5,,1.0,0.0,0.0,0.0,0.0,in association,vegetable,77.1107029,0.0,0.0,0.0,0.0,0.0,77.1107029,0.0,0.0,1.525657936495,4.370787382672247,23.904317899000002,0.3855535145,0.304587276455,0.690140790955,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.175,0.0735,0.44099999999999995,1.7091176644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
22,costa,(all provinces confounded),LIMÓN (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,2.0,3397.612488521581,16153.846153846152,surcos,COSTAL,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,111.94029850746269,125.0,120.95796533333332,101.010101010101,76.92307692307692,0.0,1.5104166666666667,1.020408163265306,0.5050505050505051,0.5,0.0,0.0,75.0,0.0,in association,fruit,59.291044776119406,31.081337172458504,64.24733717774761,0.55125,0.242093991,0.5941606770000002,59.84229477611941,31.323431163458505,64.84149785474762,1.2138618579675153,3.390252860049653,18.551111380597018,0.29921147388059705,0.23702202686567167,0.5362335007462687,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.18859808501295058,0.0735,0.44099999999999995,1.7227157494129504,2.475e-05,0.005087250000000001,0.0138319125,0.00062625,0.0006783000000000001,0.001152789375,2.565375e-06,True
1,costa,(all provinces confounded),MAIZ DURO CHOCLO (CHOCLO),transitory,2024-08-01,2024-12-01,4.0,0.13,384.6153846153846,10000.0,aspersi?n,SACO,CHOCLO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,17.445860384615386,0.0,0.0,0.0,17.445860384615386,0.0,0.0697834415384615,,,0.0697834415384615,0.0,0.0,0.0,0.0,in association,cereal,2.6168790576923078,1.1420060207769234,2.1722713057903844,0.0,0.0,0.0,2.6168790576923078,1.1420060207769234,2.1722713057903844,0.0517757218267534,0.14832988855222554,0.8112325078846154,0.01308439528846154,0.010336672277884614,0.023421067566346154,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1754996276340899,0.0735,0.44099999999999995,1.7096172920340895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
45,costa,(all provinces confounded),MAIZ DURO SECO (GRANO SECO),transitory,2024-01-01,2024-06-01,5.0,1.0,2727.2727272727266,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,100.0,100.0,0.0,53.57142857142857,110.0,0.0,1.0,1.0,0.5714285714285714,1.1428571428571428,2.2727272727272667,777.5869200000001,0.0,1.4285714285714286,in association,cereal,49.0,6.546,39.133285714285705,6.731055429428573,2.3868971595665087,8.325285727728362,55.73105542942857,8.932897159566508,47.45857144201407,1.4673161902139835,3.1378597038328437,17.27662718312286,0.2786552771471429,0.22801300379867429,0.5066682809458172,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.17995302370212066,0.07350017183249999,0.44100103099499993,1.7140718909296204,0.00011290841446648573,0.030695936799257147,0.13805525958934284,0.0011771475747082286,0.002524618411841143,0.0036768330715082854,5.8570866504571434e-05,True
1,costa,(all provinces confounded),MAIZ SUAVE CHOCLO (CHOCLO),transitory,2024-01-01,2024-06-01,5.0,0.03,757.5757575757567,11304.347826086958,surcos,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,90.718474,0.0,0.0,0.0,90.718474,1511.9745666666668,,,,0.0,0.0,1511.9745666666668,0.0,0.0,in association,cereal,13.607771099999999,5.93843130804,11.295810790109998,13.07858000166667,4.639370588045989,16.182290998360706,26.686351101666666,10.57780189608599,27.478101788470703,1.2365409169870925,1.4716629367662537,8.272768841516667,0.13343175550833333,0.12071302545353334,0.25414478096186666,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.18165751296180777,0.0735,0.44099999999999995,1.7157751773618077,0.0002181552503515,0.059224043776333335,0.26578244920149996,0.0022838980619326664,0.004883980245246666,0.007113008750154999,0.00011385168487,True
17,costa,(all provinces confounded),MAIZ SUAVE SECO (GRANO SECO),transitory,2023-12-01,2024-08-01,8.0,0.15,295.45454545454504,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,0.0,113.3980925,0.0,0.0,0.0,0.0,1.25,1.25,,0.0,1.4551357733175896,318.87543611,0.0,0.0,in association,cereal,38.55535145,0.0,0.0,2.7582725223515006,0.978443257018899,3.4128451715542725,41.31362397235151,0.978443257018899,3.4128451715542725,0.9668340490271139,2.3330969825226715,12.807223431428968,0.20656811986175755,0.1664159935419397,0.37298411340369725,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.17585613784989151,0.0735,0.44099999999999995,1.7099738022498912,4.6008942299131346e-05,0.012490350832428701,0.05605351853659635,0.0004816741012615994,0.001030031433722522,0.0015001335454076893,2.4011320339083003e-05,True
1,costa,(all provinces confounded),MANGO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,,7714.285714285712,0.0,sin riego,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,in association,fruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.175,0.0735,0.44099999999999995,1.7091176644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,costa,(all provinces confounded),MANI,transitory,2024-08-01,2024-12-01,4.0,0.7,207.7922077922072,10434.782608695654,surcos,BALDE,GRANO DESCASCARADO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2647.992,214.2857142857143,0.0,0.0,0.0,214.2857142857143,0.0,,,,0.0,0.0,0.0,0.0,0.0,in association,oilseed,32.142857142857146,14.02714285714286,26.681785714285713,0.0,0.0,0.0,32.142857142857146,14.02714285714286,26.681785714285713,0.6359558823529412,1.8219208120204606,9.964285714285715,0.16071428571428573,0.12696428571428572,0.28767857142857145,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.18113687499999997,0.0735,0.44099999999999995,1.7152545393999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
18,costa,(all provinces confounded),MARACUYÁ (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,1.4112,10105.263157894737,0.0,sin riego,QUINTAL,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,150.0,150.0,0.0,28.830023516949154,100.0,0.0,1.5,0.0666666666666666,1.0,0.0629943502824858,0.0,0.0,0.0,0.0,in association,fruit,73.5,9.819,33.03633151285169,0.0,0.0,0.0,73.5,9.819,33.03633151285169,1.4542191176470587,4.166125590153453,22.785,0.3675,0.290325,0.657825,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.17929581249999998,0.0735,0.44099999999999995,1.7134134768999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
24,costa,(all provinces confounded),NARANJA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,2.75,4140.4140414041385,0.0,sin riego,LIBRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,190.0,0.0,126.66666666666669,135.39707359735974,0.0,0.0,0.8571428571428572,1.1904761904761905,17.857142857142858,0.0,0.0,317.514659,723.3046296952516,0.7863274064990804,in association,fruit,28.5,37.312200000000004,91.09371647590098,8.065503658162521,3.309551946899293,9.130035181698954,36.56550365816252,40.621751946899295,100.22375165759993,1.1604150217384743,2.0473377341932166,11.33530613403038,0.1828275182908126,0.1538703787297921,0.3366978970206047,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.1921773600257439,0.07350009458162285,0.4410005674897371,1.7262956864971037,0.00028489629407649756,0.06162972573844102,0.18996264764419624,0.006520627640292909,0.007574279869124148,0.012621604619904294,4.8659710937710574e-05,True
1,costa,(all provinces confounded),ORITO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,,4462.809917355373,0.0,aspersi?n,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,in association,fruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.175,0.0735,0.44099999999999995,1.7091176644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
31,costa,(all provinces confounded),OTROS PERMANENTES,permanent,2024-01-01,2024-12-01,11.0,1.49,3421.2934716290392,0.0,sin riego,LIBRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,129.48073701842546,40.0,220.0,45.0,63.75,0.0,1.0,0.96875,3.0,0.0,0.0,317.514659,75.0,0.0,in association,fruit,33.02211055276382,51.67940904522613,38.53499396984924,3.2977518003500004,1.2163618144896575,3.992441786655748,36.31986235311382,52.89577085971579,42.527435756504985,0.8972577725337753,2.048350612703107,11.259157329465284,0.1815993117655691,0.14732182590120907,0.32892113766677816,0.0,0.0,0.0,2.8851659999999995,1.0196176644,0.19846222580283987,0.0735,0.44099999999999995,1.7325798902028398,7.056260257381499e-05,0.01752429919303,0.069646226832315,0.00110586859300586,0.0017039358515018002,0.00264652121253255,2.64742288227e-05,True
