metric,domain,source_summary_file,source_inventory_level,source_key,n,sheet_name,figure_id
MELON,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,melon,8.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
MORA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,mora,243.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
NABO,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,nabo,8.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
NARANJA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,naranja,149.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
NARANJILLA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,naranjilla,74.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
OCA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,oca,8.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
ORITO,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,orito,93.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
OTROS PASTOS CULTIVADOS,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_group_national.csv,crop_group_national,forages_pastures,,individual tropical crops,individual_tropical_crops_grouped_lollipop
OTROS PERMANENTES,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,otros permanentes,1899.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
OTROS TRANSITORIOS,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_group_national.csv,crop_group_national,vegetables,,individual tropical crops,individual_tropical_crops_grouped_lollipop
PAJA TOQUILLA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,paja toquilla,6.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
PALMA AFRICANA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,palma africana,586.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
PALMITO,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,palmito,52.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
PAPA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,papa,718.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
"PAPA CHINA, PELMA",crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,"papa china, pelma",71.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
PAPAYA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,papaya,46.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
PASTO AZUL,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,pasto azul,2.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
PASTO MIEL,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_group_national.csv,crop_group_national,forages_pastures,,individual tropical crops,individual_tropical_crops_grouped_lollipop
PASTO MIXTO,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,pasto mixto,12.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
PEPINILLO,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,pepinillo,12.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
PEPINO DULCE,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,pepino dulce,6.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
PERA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,pera,24.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
PEREJIL,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,perejil,25.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
PIMIENTA NEGRA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,pimienta negra,9.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
PIMIENTO,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,pimiento,73.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
PINA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,pina,53.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
PITAHAYA AMARILLA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,pitahaya amarilla,38.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
PITAHAYA ROJA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,pitahaya roja,46.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
PLANTAS MEDICINALES,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,plantas medicinales,25.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
PLATANO,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,platano,1718.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
QUINUA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,quinua,41.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
RAIGRAS,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,raigras,4.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
REMOLACHA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,remolacha,29.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
SABILA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,sabila,2.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
SABOYA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_group_national.csv,crop_group_national,forages_pastures,,individual tropical crops,individual_tropical_crops_grouped_lollipop
SACHA INCHI,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,sacha inchi,1.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
SANDIA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,sandia,7.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
SOYA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,soya,80.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
TABACO,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,tabaco,31.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
TAXO,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,taxo,4.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
TE,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,te,1.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
TOMATE DE ARBOL,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,tomate de arbol,101.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
TOMATE RINON,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,tomate rinon,209.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
TOMATILLO,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,tomatillo,3.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
TRIGO,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,trigo,70.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
TUNA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,tuna,4.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
UVA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,uva,10.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
UVILLA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,uvilla,6.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
VAINITA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,vainita,11.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
VICIA FORRAJERA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,vicia forrajera,12.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
VIVEROS DE PERMANENTES,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,viveros de permanentes,68.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
VIVEROS TRANSITORIOS,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,viveros transitorios,12.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
YUCA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,yuca,329.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
ZANAHORIA AMARILLA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,zanahoria amarilla,51.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
ZANAHORIA BLANCA,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,zanahoria blanca,10.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
ZAPALLO,crops,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,crop_national,zapallo,12.0,individual tropical crops,individual_tropical_crops_grouped_lollipop
Puntuación única,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,puntuacion unica,4045.0,uncertainty,uncertainty_interval_forest
Daño de categoría,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,dano de categoria,4045.0,uncertainty,uncertainty_interval_forest
Ecosystem quality,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,ecosystem quality,4045.0,uncertainty,uncertainty_interval_forest
Human health,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,human health,4045.0,uncertainty,uncertainty_interval_forest
Categoría de impacto,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,categoria de impacto,4045.0,uncertainty,uncertainty_interval_forest
CC. EQ. mar. LT. biogenic (beta),other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. eq. mar. lt. biogenic (beta),4045.0,uncertainty,uncertainty_interval_forest
CC. EQ. mar. LT. CO2 uptake (beta),other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. eq. mar. lt. co2 uptake (beta),4045.0,uncertainty,uncertainty_interval_forest
CC. EQ. mar. LT. fossil (beta),other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. eq. mar. lt. fossil (beta),4045.0,uncertainty,uncertainty_interval_forest
CC. EQ. mar. LT. land transformation (be,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. eq. mar. lt. land transformation (be,4045.0,uncertainty,uncertainty_interval_forest
CC. EQ. mar. ST. biogenic (beta),other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. eq. mar. st. biogenic (beta),4045.0,uncertainty,uncertainty_interval_forest
CC. EQ. mar. ST. CO2 uptake (beta),other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. eq. mar. st. co2 uptake (beta),4045.0,uncertainty,uncertainty_interval_forest
CC. EQ. mar. ST. fossil (beta),other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. eq. mar. st. fossil (beta),4045.0,uncertainty,uncertainty_interval_forest
CC. EQ. mar. ST. land transformation (be,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. eq. mar. st. land transformation (be,4045.0,uncertainty,uncertainty_interval_forest
CC. EQ. terr. LT. biogenic,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. eq. terr. lt. biogenic,4045.0,uncertainty,uncertainty_interval_forest
CC. EQ. terr. LT. CO2 uptake,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. eq. terr. lt. co2 uptake,4045.0,uncertainty,uncertainty_interval_forest
CC. EQ. terr. LT. fossil,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. eq. terr. lt. fossil,4045.0,uncertainty,uncertainty_interval_forest
CC. EQ. terr. LT. land transformation,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. eq. terr. lt. land transformation,4045.0,uncertainty,uncertainty_interval_forest
CC. EQ. terr. ST. biogenic,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. eq. terr. st. biogenic,4045.0,uncertainty,uncertainty_interval_forest
CC. EQ. terr. ST. CO2 uptake,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. eq. terr. st. co2 uptake,4045.0,uncertainty,uncertainty_interval_forest
CC. EQ. terr. ST. fossil,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. eq. terr. st. fossil,4045.0,uncertainty,uncertainty_interval_forest
CC. EQ. terr. ST. land transformation,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. eq. terr. st. land transformation,4045.0,uncertainty,uncertainty_interval_forest
CC. HH. LT. biogenic,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. hh. lt. biogenic,4045.0,uncertainty,uncertainty_interval_forest
CC. HH. LT. CO2 uptake,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. hh. lt. co2 uptake,4045.0,uncertainty,uncertainty_interval_forest
CC. HH. LT. fossil,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. hh. lt. fossil,4045.0,uncertainty,uncertainty_interval_forest
CC. HH. LT. land transformation,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. hh. lt. land transformation,4045.0,uncertainty,uncertainty_interval_forest
CC. HH. ST. biogenic,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. hh. st. biogenic,4045.0,uncertainty,uncertainty_interval_forest
CC. HH. ST. CO2 uptake,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. hh. st. co2 uptake,4045.0,uncertainty,uncertainty_interval_forest
CC. HH. ST. fossil,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. hh. st. fossil,4045.0,uncertainty,uncertainty_interval_forest
CC. HH. ST. land transformation,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,cc. hh. st. land transformation,4045.0,uncertainty,uncertainty_interval_forest
Fisheries impact,other,outputs\CSVs\03-05_espac_crop_lci_table_filtered_dfe__summary_crop_national.csv,uncertainty,fisheries impact,4045.0,uncertainty,uncertainty_interval_forest
