count,Region,Province,Crop,Category,Seeding_date,Harvest_date,Cycle_length_months,Area_ha,Yield_kgha,Irrig_m3,Irrig_equipment,Packaging_type1,Packaging_type2,Fuel_type,Fuel_unit,Fuel_ha,NPK_kgha,AN_kgha,AP_kgha,AS_kgha,Total_fert_min_kgha,Total_fert_org_kgha,Insecticide_kgha,Herbicide_kgha,Fungicide_kgha,Total_pesticides_kgha,Seed_kgha,Organic_estiercol_kgha,Organic_fermentado_kgha,Organic_liquido_kgha
44,sierra,(all selected provinces),CAÑA DE AZÚCAR / AZÚCAR (TALLO FRESCO),permanent,2024-01-01,2024-12-01,11.0,6.0,128181.81818181815,34782.608695652176,surcos,TONELADA METR.,TALLO FRESCO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2832.0108,544.310844,404.39673,23.610413653653655,90.718474,544.310844,0.0,4.08,4.545454545454546,4.0,3.0,,400.0,,
291,sierra,(all selected provinces),CAÑA DE AZÚCAR / OTROS USOS (TALLO FRESCO),permanent,2024-01-01,2024-12-01,11.0,0.76,13636.36363636365,0.0,sin riego,QUINTAL,TALLO FRESCO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2832.0108,22.666666666666668,566.9904625,,,0.0,0.0,0.5,1.3888888888888888,0.5,0.0,,1000.0,333.3333333333333,
251,sierra,(all selected provinces),CEBADA,transitory,2024-01-01,2024-08-01,7.0,0.35,1363.6363636363599,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1447.4865,151.19745666666668,140.2863,,54.431084399999996,0.0,0.0,1.4,1.1774891774891776,2.0,0.0,18.181818181818198,1334.095205882353,1133.9809249999998,200.0
523,sierra,(all selected provinces),CEBOLLA BLANCA,transitory,2024-01-01,2024-12-01,11.0,0.16,2272.727272727278,0.0,sin riego,ATADO,TALLO FRESCO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,10178.9935,188.99682083333335,95.4931305263158,,,129.59782,1343.9773925925924,2.0,2.0,2.272727272727273,1.3333333333333335,,2267.96185,2287.96185,
1224,sierra,(all selected provinces),FREJOL SECO (GRANO SECO),transitory,2023-10-01,2024-07-01,9.0,0.13,454.5454545454547,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,94.48223733938019,80.81864052777777,,41.66666666666667,0.0,0.49504950495049505,1.0,1.683673469387755,1.417233560090703,0.0,2.7272727272727253,1133.980925,25.0,5.555555555555555
239,sierra,(all selected provinces),FREJOL TIERNO (VAINA),transitory,2023-10-01,2024-04-01,6.0,0.1,1169.7860962566835,0.0,sin riego,SACO,VAINA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,90.718474,125.0,,90.718474,0.0,0.0,2.7777777777777777,2.0,4.0,0.0,6.81818181818182,2267.96185,907.18474,150.0
256,sierra,(all selected provinces),HABA SECA (GRANO SECO),transitory,2023-10-01,2024-07-01,9.0,0.08,378.78787878787875,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,109.38820101499999,100.0,,140.71847400000001,0.0,90.71847400000001,2.5,1.5625,3.3333333333333335,0.0,1.36363636363636,856.7855877777778,,5.555555555555555
309,sierra,(all selected provinces),HABA TIERNA (VAINA),transitory,2024-01-01,2024-04-01,3.0,0.11499999999999999,2153.1100478468893,0.0,sin riego,SACO,VAINA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,156.41116206896552,70.59945758870967,90.718474,,0.0,181.436948,1.5749007936507935,3.428571428571429,2.928571428571429,0.0,9.794336810730245,1511.9745666666668,1058.3821966666667,64.0
81,sierra,(all selected provinces),LIMÓN (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.3,5484.848484848482,13125.0,surcos,QUINTAL,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,100.0,69.5301662993921,,,4.5,0.0,3.0,2.0,1.7999999999999998,0.0,,1500.0,3000.0,20.0
32,sierra,(all selected provinces),MAIZ DURO CHOCLO (CHOCLO),transitory,2023-12-01,2024-04-01,4.0,0.3,2389.6103896103887,10000.0,sin riego,QUINTAL,CHOCLO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,155.9223771875,544.310844,,29.940119760479043,166.31720233333334,0.0,2.7215542200000002,7.0,0.625,2.2497881660179644,0.606060606060606,1727.9709333333335,,1.5
566,sierra,(all selected provinces),MAIZ DURO SECO (GRANO SECO),transitory,2024-01-01,2024-08-01,7.0,0.7,2272.72727272728,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,136.08,181.436948,151.19745666666668,163.39809250000002,157.7712591304348,0.0,1.0,3.2,1.0,1.5410709888257577,12.310606060606084,531.351062,68.71924405499999,160.0
800,sierra,(all selected provinces),MAIZ SUAVE CHOCLO (CHOCLO),transitory,2024-01-01,2024-05-01,4.0,0.14,2972.488038277509,0.0,sin riego,SACO,CHOCLO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,171.42857142857142,158.73015873015873,41.96573506034737,35.430839002267575,0.0,0.0,2.5,2.834467120181406,2.834467120181406,0.0,19.090909090909108,1744.5860384615385,3019.159306666667,17.006802721088434
2689,sierra,(all selected provinces),MAIZ SUAVE SECO (GRANO SECO),transitory,2023-10-01,2024-07-01,9.0,0.15,982.8009828009837,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,151.19745666666668,113.39809249999999,65.13121210256409,61.85350499999999,0.0,0.0,1.6064516129032258,2.2222222222222223,1.5,0.0,5.681818181818171,1295.9781999999998,523.3758115384614,5.555555555555555
12,sierra,(all selected provinces),MANGO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.5,2727.2727272727298,12548.076923076922,surcos,CAJA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,52.0,52.0,52.0,,0.0,0.0,0.4,2.136077711,,0.09999999999999999,,200.0,,52.0
33,sierra,(all selected provinces),MANI,transitory,2024-01-01,2024-12-01,11.0,0.25,772.7272727272731,5217.391304347827,surcos,QUINTAL,GRANO DESCASCARADO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2647.992,49.30351847826087,181.436948,302.39491333333336,,0.0,0.0,2.0,6.666666666666667,0.2,1.25,9.659090909090914,,,
24,sierra,(all selected provinces),MARACUYÁ (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.55,3350.6493506493543,0.0,sin riego,COSTAL,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,80.69904625000001,310.748978125,,,40.66666666666667,0.0,6.666666666666667,1.7857142857142858,20.0,0.0,,218.29132806249999,,5.0
98,sierra,(all selected provinces),NARANJA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,3.1752,11810.279667422525,0.0,sin riego,LIBRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,150.0,117.94516850340136,200.0,106.29251700680273,141.7233560090703,0.0,0.731858826648178,1.2755102040816326,0.7121776683872879,0.502327246688149,,168.93288867630383,1801.4096980000002,3.779289493575208
44,sierra,(all selected provinces),ORITO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,1.87,4075.235109717862,0.0,sin riego,CAJA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,22.6796185,15.0,,,0.0,0.0,2.0,1.0714285714285714,2.0,0.0,,90.718474,,
1207,sierra,(all selected provinces),OTROS PERMANENTES,permanent,2024-01-01,2024-12-01,11.0,0.25,5760.0,0.0,sin riego,CAJA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,281.747615625,139.5668830769231,32.399455,137.14285714285714,142.85714285714286,0.0,5.714285714285714,3.5,5.454545454545454,0.0,,1511.9745666666668,1133.980925,80.0
1606,sierra,(all selected provinces),OTROS TRANSITORIOS,transitory,2024-01-01,2024-10-01,9.0,0.17,4090.9090909090996,0.0,sin riego,QUINTAL,REPOLLO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2216.2455,174.45860384615384,170.09713874999997,63.75,100.11764705882354,56.69904625,0.0,3.2258064516129035,2.272727272727273,3.7037037037037033,0.0,12.684989429175465,3401.942775,4535.9237,20.0
47,sierra,(all selected provinces),PALMA AFRICANA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,17.0,10909.090909090934,0.0,sin riego,TONELADA METR.,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,567.9936,291.7233560090703,150.66666666666666,1.3333333333333333,1.3333333333333333,190.00445577821068,0.0,0.5833333333333333,1.6666666666666667,0.7142857142857143,0.0,,,240.0,3.871
35,sierra,(all selected provinces),PALMITO (TALLO FRESCO),permanent,2024-01-01,2024-12-01,11.0,8.0,4072.7272727272666,0.0,sin riego,LIBRA,TALLO FRESCO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,333.3333333333333,146.05263157894737,,,150.0,0.0,0.3333333333333333,1.0,,0.72,,453.59237,272.155422,65.0
681,sierra,(all selected provinces),PAPA,transitory,2024-01-01,2024-12-01,11.0,0.23,7458.230958230959,0.0,sin riego,QUINTAL,TUBERCULO FRESCO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,5272.5,362.873896,212.5,8.571428571428571,136.077711,250.0,16.666666666666668,2.5,2.834467120181406,3.3333333333333335,2.2222222222222223,168.18181818181813,2250.0,1915.1677844444444,200.0
2,sierra,(all selected provinces),PIÑA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,,20420.4545454546,0.0,sin riego,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,,,,,0.0,,,,0.0,,,,
159,sierra,(all selected provinces),PLÁTANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.882,5000.0,0.0,sin riego,OTRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,141.7233560090703,65.3218474,,,0.0,0.0,1.0,1.0,1.2086167800453516,0.0,4454.545454545452,453.59237,,80.0
41,sierra,(all selected provinces),QUINUA,transitory,2024-01-01,2024-07-01,6.0,0.26,909.0909090909089,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2216.2455,90.0,80.79614090625,,,0.0,11.33980925,0.5263157894736842,0.6666666666666666,,0.0,10.82251082251081,477.46565263157896,5.669904625,5.405405405405405
1,sierra,(all selected provinces),TABACO,transitory,2024-06-01,2024-12-01,6.0,702.0,1565.3974358974358,10434.782608695654,surcos,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,3101.0014,,101.28205128205128,405.12820512820514,202.56410256410257,708.974358974359,0.0,5.512820512820513,2.0256410256410255,14.179487179487179,23.74358974358974,,,,
99,sierra,(all selected provinces),TOMATE DE ÁRBOL (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.235,10909.090909090917,0.0,sin riego,COSTAL,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,412.3567,200.0,,1046.0114956666666,255.59570055555557,0.0,2.249747219413549,2.0,2.857142857142857,0.5,,4535.9237,,160.0
193,sierra,(all selected provinces),TOMATE RIÑON,transitory,2024-01-01,2024-12-01,11.0,0.14,49403.40909090911,7500.0,goteo,CAJA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,5856.4935000000005,344.55574259615383,226.79618499999998,98.36571291666667,172.2778712980769,375.0,2834.9523125,10.0,2.916666666666667,15.0,16.666666666666668,25.568181818181817,3401.942775,8169.904625,40.0
68,sierra,(all selected provinces),TRIGO,transitory,2024-02-01,2024-08-01,6.0,0.41500000000000004,1299.7542997542985,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1447.4865,200.0,93.6046511627907,1172.093023255814,34.51942775,0.0,0.0,1.771793054571226,2.0,1.4168320774957763,0.0,13.659673659673665,1133.980925,12.5,
50,sierra,(all selected provinces),YUCA,transitory,2024-01-01,2024-09-01,8.0,0.1,2272.7272727272702,0.0,sin riego,QUINTAL,RAIZ FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2429.9955,64.79891,116.78700101149425,,,0.0,0.0,3.0571428571428574,1.0747126436781609,,0.0,,3401.942775,,
