"xml_file","exchange_number","exchange_name","general_comment","unit","mean_value","min_value","max_value","max_to_abs_mean_ratio","flags"
"product_donkey_live_strategy_9.xml","11","swine compound feed, at processing {BR} Economic, U","Total_feed_kg_per_1kg_product","kg","0","0","0",,""
"product_horse_live_strategy_9.xml","7","electricity, medium voltage {EC}| market for electricity, medium voltage | Cut-off, U","Electricity_kWh_per_1kg_product","kWh","0","0","0",,""
"product_horse_live_strategy_9.xml","8","forages_pastures | summary: strategy_8","Pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product","kg","0","0","0",,""
"product_horse_live_strategy_9.xml","9","beef cattle compound feed, at processing/IE Economic","Supplement_feed_kg_per_1kg_product","kg","0","0","0",,""
"product_horse_live_strategy_9.xml","5","kid goat, conventional, intensive forage area, at farm gate {FR} U","Animals_total_live_weight_kg_per_1kg_product","kg","0","0","0",,""
"product_horse_live_strategy_9.xml","2","calf, at farm {BR} Economic, U","Animals_total_live_weight_kg_per_1kg_product","kg","0","0","0",,""
"product_horse_live_strategy_9.xml","3","one-day-chicken, at farm {BR} Economic, U","Animals_total_live_weight_kg_per_1kg_product","kg","0","0","0",,""
"product_horse_live_strategy_9.xml","4","piglet, at farm {BR} Economic, U","Animals_total_live_weight_kg_per_1kg_product","kg","0","0","0",,""
"product_meat_poultry_strategy_9.xml","11","swine compound feed, at processing {BR} Economic, U","Total_feed_kg_per_1kg_product","kg","0","0","0",,""
"product_meat_poultry_strategy_9.xml","5","kid goat, conventional, intensive forage area, at farm gate {FR} U","Animals_total_live_weight_kg_per_1kg_product","kg","0","0","0",,""
"product_meat_poultry_strategy_9.xml","4","piglet, at farm {BR} Economic, U","Animals_total_live_weight_kg_per_1kg_product","kg","0","0","0",,""
"product_meat_poultry_strategy_9.xml","2","calf, at farm {BR} Economic, U","Animals_total_live_weight_kg_per_1kg_product","kg","0","0","0",,""
"product_horse_live_strategy_9.xml","11","swine compound feed, at processing {BR} Economic, U","Total_feed_kg_per_1kg_product","kg","0","0","0",,""
"product_horse_live_strategy_9.xml","10","broiler compound feed, at processing {BR} Economic, U","Total_feed_kg_per_1kg_product","kg","0","0","0",,""
"product_meat_poultry_strategy_9.xml","9","beef cattle compound feed, at processing/IE Economic","Supplement_feed_kg_per_1kg_product","kg","0","0","0",,""
"product_meat_poultry_strategy_9.xml","8","forages_pastures | summary: strategy_8","Pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product","kg","0","0","0",,""
"product_goat_live_strategy_9.xml","11","swine compound feed, at processing {BR} Economic, U","Total_feed_kg_per_1kg_product","kg","0","0","0",,""
"product_mule_live_strategy_9.xml","5","kid goat, conventional, intensive forage area, at farm gate {FR} U","Animals_total_live_weight_kg_per_1kg_product","kg","0","0","0",,""
"product_mule_live_strategy_9.xml","7","electricity, medium voltage {EC}| market for electricity, medium voltage | Cut-off, U","Electricity_kWh_per_1kg_product","kWh","0","0","0",,""
"product_mule_live_strategy_9.xml","3","one-day-chicken, at farm {BR} Economic, U","Animals_total_live_weight_kg_per_1kg_product","kg","0","0","0",,""
"product_mule_live_strategy_9.xml","4","piglet, at farm {BR} Economic, U","Animals_total_live_weight_kg_per_1kg_product","kg","0","0","0",,""
"product_mule_live_strategy_9.xml","10","broiler compound feed, at processing {BR} Economic, U","Total_feed_kg_per_1kg_product","kg","0","0","0",,""
"product_mule_live_strategy_9.xml","11","swine compound feed, at processing {BR} Economic, U","Total_feed_kg_per_1kg_product","kg","0","0","0",,""
"product_mule_live_strategy_9.xml","8","forages_pastures | summary: strategy_8","Pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product","kg","0","0","0",,""
"product_mule_live_strategy_9.xml","9","beef cattle compound feed, at processing/IE Economic","Supplement_feed_kg_per_1kg_product","kg","0","0","0",,""
"product_goat_live_strategy_9.xml","7","electricity, medium voltage {EC}| market for electricity, medium voltage | Cut-off, U","Electricity_kWh_per_1kg_product","kWh","0","0","0",,""
"product_goat_live_strategy_9.xml","9","beef cattle compound feed, at processing/IE Economic","Supplement_feed_kg_per_1kg_product","kg","0","0","0",,""
"product_goat_live_strategy_9.xml","10","broiler compound feed, at processing {BR} Economic, U","Total_feed_kg_per_1kg_product","kg","0","0","0",,""
"product_goat_live_strategy_9.xml","4","piglet, at farm {BR} Economic, U","Animals_total_live_weight_kg_per_1kg_product","kg","0","0","0",,""
